,original_id,gesetzt,artikel,absatz,text
0,010.001,eu_digital_markets_act,010,001,"(1) Die Kommission kann auf einen mit Gründen versehenen Antrag eines Torwächters hin oder von Amts wegen einen Durchführungsrechtsakt erlassen, in dem sie ihren Beschluss darlegt, den Torwächter ganz oder teilweise von einer bestimmten Verpflichtung nach den Artikeln 5, 6 oder 7 in Bezug auf einen im Benennungsbeschluss nach Artikel 3 Absatz 9 aufgeführten zentralen Plattformdienst zu befreien, falls die Befreiung aus den in Absatz 3 des vorliegenden Artikels genannten Gründen gerechtfertigt ist (im Folgenden „Befreiungsbeschluss“). Die Kommission erlässt einen solchen Befreiungsbeschluss innerhalb von drei Monaten nach Eingang eines vollständigen mit Gründen versehenen Antrags und legt eine Begründung vor, in der die Gründe für die Befreiung erläutert werden. Dieser Durchführungsrechtsakt wird gemäß dem in Artikel 50 Absatz 2 genannten Beratungsverfahren erlassen."
0,008.004,eu_digital_markets_act,008,004,"(4) Die Absätze 2 und 3 des vorliegenden Artikels lassen die Befugnisse der Kommission nach den Artikeln 29, 30 und 31 unberührt."
0,046.002,eu_digital_markets_act,046,002,(2) Die Durchführungsrechtsakte im Sinne von Absatz 1 Buchstaben a bis k und m dieses Artikels werden gemäß dem in Artikel 50 Absatz 2 genannten Beratungsverfahren erlassen. Der Durchführungsrechtsakt im Sinne von Absatz 1 Buchstabe l dieses Artikels wird gemäß dem in Artikel 50 Absatz 3 genannten Prüfverfahren erlassen.
0,004.003,eu_digital_markets_act,004,003,"(3) Die Kommission veröffentlicht und aktualisiert laufend eine Liste der Torwächter und die Liste der zentralen Plattformdienste, in Bezug auf welche die Torwächter die in Kapitel III genannten Verpflichtungen einhalten müssen."
0,014.004,eu_digital_markets_act,014,004,"(4) Die Kommission unterrichtet die zuständigen Behörden der Mitgliedstaaten über alle nach Absatz 1 erhaltenen Informationen und veröffentlicht jährlich die Liste der Übernahmen, über die sie von Torwächtern gemäß dem genannten Absatz unterrichtet wurde. Die Kommission trägt den berechtigten Interessen der Unternehmen an der Wahrung ihrer Geschäftsgeheimnisse Rechnung."
0,029.002,eu_digital_markets_act,029,002,"(2) Die Kommission bemüht sich, ihren Nichteinhaltungsbeschluss innerhalb von zwölf Monaten nach Einleitung des Verfahrens gemäß Artikel 20 zu erlassen."
0,004.002,eu_digital_markets_act,004,002,"(2) Die Kommission überprüft regelmäßig, mindestens jedoch alle drei Jahre, ob die Torwächter die in Artikel 3 Absatz 1 genannten Anforderungen nach wie vor erfüllen. Diese Überprüfung prüft, ob die Liste der zentralen Plattformdienste des Torwächters, die jeweils für sich genommen gemäß Artikel 3 Absatz 1 Buchstabe b gewerblichen Nutzern als wichtiges Zugangstor zu Endnutzern dienen, geändert werden muss. Diese Überprüfungen haben keine aufschiebende Wirkung auf die Verpflichtungen des Torwächters. Die Kommission überprüft außerdem mindestens einmal jährlich, ob neue Unternehmen, die zentrale Plattformdienste bereitstellen, die genannten Anforderungen erfüllen. Stellt die Kommission anhand der Überprüfungen nach Unterabsatz 1 fest, dass sich der Sachverhalt, auf den sich die Benennung der Unternehmen, die zentrale Plattformdienste bereitstellen, als Torwächter stützte, geändert hat, so erlässt sie einen Beschluss zur Bestätigung, Änderung oder Aufhebung des Benennungsbeschlusses."
0,024,eu_digital_markets_act,024,NA,"Artikel 24 Einstweilige Maßnahmen Die Kommission kann in dringenden Fällen, wenn die Gefahr eines schweren und nicht wiedergutzumachenden Schadens für gewerbliche Nutzer oder Endnutzer von Torwächtern besteht, auf der Grundlage einer prima facie festgestellten Zuwiderhandlung gegen Artikel 5, 6 oder 7 einen Durchführungsrechtsakt zur Anordnung einstweiliger Maßnahmen gegen einen Torwächter erlassen. Dieser Durchführungsrechtsakt wird ausschließlich im Rahmen eines Verfahrens erlassen, das im Hinblick auf den möglichen Erlass eines Nichteinhaltungsbeschlusses nach Artikel 29 Absatz 1 eingeleitet wurde. Er hat nur eine befristete Geltungsdauer und kann verlängert werden, soweit dies erforderlich und angemessen ist. Dieser Durchführungsrechtsakt wird gemäß dem in Artikel 50 Absatz 2 genannten Beratungsverfahren erlassen."
0,040.001,eu_digital_markets_act,040,001,(1) Die Kommission richtet eine hochrangige Gruppe für das Gesetz über digitale Märkte (im Folgenden „hochrangige Gruppe“) ein.
0,046.001,eu_digital_markets_act,046,001,"(1) Die Kommission kann Durchführungsrechtsakte zur Festlegung detaillierter Regelungen für die Anwendung von Folgendem erlassen: a) Form, Inhalt und sonstigen Einzelheiten der nach Artikel 3 zu übermittelnden Mitteilungen und Schriftsätze; b) Form, Inhalt und sonstigen Einzelheiten der technischen Maßnahmen, die von den Torwächtern durchzuführen sind, um die Einhaltung der Vorgaben des Artikels 5, 6 oder 7 zu gewährleisten; c) operativen und technischen Vorkehrungen im Hinblick auf die Umsetzung der Interoperabilität nummernunabhängiger interpersoneller Kommunikationsdienste nach Artikel 7; d) Form, Inhalt und sonstigen Einzelheiten der mit Gründen versehenen Anträge nach Artikel 8 Absatz 3; e) Form, Inhalt und sonstigen Einzelheiten der mit Gründen versehenen Anträge nach den Artikeln 9 und 10; f) Form, Inhalt und sonstigen Einzelheiten der nach Artikel 11 vorzulegenden Berichte über die Regulierungsmaßnahmen; g) Methodik und Verfahren der in Artikel 15 Absatz 1 vorgesehenen geprüften Beschreibung der Techniken zum Verbraucher-Profiling; bei der Ausarbeitung des Entwurfs eines Durchführungsrechtsakts für diesen Zweck konsultiert die Kommission den Europäischen Datenschutzbeauftragten, und sie kann den Europäischen Datenschutzausschuss, die Zivilgesellschaft und andere einschlägige Sachverständige konsultieren; h) Form, Inhalt und sonstigen Einzelheiten der nach den Artikeln 14 und 15 zu übermittelnden Mitteilungen und Schriftsätze; i) der praktischen Modalitäten der Einleitung von Verfahren zum Zwecke von Marktuntersuchungen im Sinne der Artikel 17, 18 und 19 sowie von Verfahren nach den Artikeln 24, 25 und 29; j) der praktischen Modalitäten der Ausübung des Anspruchs auf rechtliches Gehör nach Artikel 34; k) der praktischen Modalitäten der Offenlegungsbedingungen nach Artikel 34; l) der praktischen Modalitäten der Zusammenarbeit und Koordinierung zwischen der Kommission und den nationalen Behörden nach den Artikeln 37 und 38; und m) der praktischen Modalitäten für die Berechnung und Verlängerung von Fristen."
0,044.001,eu_digital_markets_act,044,001,"(1) Die Kommission veröffentlicht die Beschlüsse, die sie nach Artikel 3, Artikel 4, Artikel 8 Absatz 2, Artikel 9, Artikel 10, Artikel 16 bis 20, Artikel 24, Artikel 25 Absatz 1, Artikel 29, Artikel 30 und Artikel 31 erlässt. In dieser Veröffentlichung sind die Namen der beteiligten Unternehmen und der wesentliche Inhalt des Beschlusses, einschließlich der gegebenenfalls verhängten Sanktionen, anzugeben."
0,006.006,eu_digital_markets_act,006,006,"(6) Der Torwächter darf die Möglichkeiten der Endnutzer, zwischen verschiedenen Software-Anwendungen und Diensten, auf die über die zentralen Plattformdienste des Torwächters zugegriffen wird, zu wechseln oder solche zu abonnieren, weder technisch noch anderweitig beschränken; dies gilt auch für die Wahl der Internetzugangsdienste für Endnutzer."
0,041.002,eu_digital_markets_act,041,002,"(2) Ein oder mehrere Mitgliedstaaten können die Kommission ersuchen, eine Marktuntersuchung nach Artikel 18 einzuleiten, weil ihres Erachtens hinreichende Gründe dafür sprechen, dass ein Torwächter eine oder mehrere der in den Artikeln 5, 6 und 7 festgelegten Verpflichtungen systematisch nicht einhält und seine Torwächter-Position im Hinblick auf die in Artikel 3 Absatz 1 genannten Anforderungen beibehalten, gestärkt oder ausgeweitet hat."
0,013.007,eu_digital_markets_act,013,007,"(7) Umgeht der Torwächter eine der Verpflichtungen aus Artikel 5, 6 oder 7 in einer in den Absätzen 4, 5 und 6 des vorliegenden Artikels beschriebenen Weise oder versucht er, sie derart zu umgehen, so kann die Kommission ein Verfahren nach Artikel 20 einleiten und einen Durchführungsrechtsakt nach Artikel 8 Absatz 2 erlassen, um die Maßnahmen festzulegen, die der Torwächter zu ergreifen hat."
0,006.011,eu_digital_markets_act,006,011,"(11) Der Torwächter gewährt Drittunternehmen, die Online-Suchmaschinen bereitstellen, auf ihren Antrag hin zu fairen, zumutbaren und diskriminierungsfreien Bedingungen Zugang zu Ranking-, Anfrage-, Klick- und Ansichtsdaten in Bezug auf unbezahlte und bezahlte Suchergebnisse, die von Endnutzern über seine Online-Suchmaschinen generiert werden. Alle derartigen Anfrage-, Klick- und Ansichtsdaten, bei denen es sich um personenbezogene Daten handelt, werden anonymisiert."
0,032.005,eu_digital_markets_act,032,005,"(5) Die Verjährungsfrist für die Verhängung von Geldbußen oder Zwangsgeldern ruht, solange zu dem Beschluss der Kommission ein Verfahren vor dem Gerichtshof anhängig ist."
0,029.003,eu_digital_markets_act,029,003,"(3) Vor Erlass des Nichteinhaltungsbeschlusses teilt die Kommission dem betreffenden Torwächter ihre vorläufige Beurteilung mit. In dieser vorläufigen Beurteilung erläutert die Kommission, welche Maßnahmen sie zu ergreifen beabsichtigt bzw. der Torwächter ergreifen sollte, um der vorläufigen Beurteilung wirksam Rechnung zu tragen."
0,040.007,eu_digital_markets_act,040,007,"(7) Im Kontext von Marktuntersuchungen in Bezug auf neue Dienste und neue Praktiken kann die hochrangige Gruppe der Kommission Fachwissen zur Notwendigkeit der Änderung, Ergänzung oder Streichung von Bestimmungen dieser Verordnung bereitstellen, damit sichergestellt wird, dass die digitalen Märkte in der gesamten Union bestreitbar und fair sind."
0,004.001,eu_digital_markets_act,004,001,"(1) Die Kommission kann auf Antrag oder von Amts wegen jederzeit einen nach Artikel 3 erlassenen Benennungsbeschluss überprüfen, ändern oder aufheben, a) wenn sich der Sachverhalt, auf den sich der Benennungsbeschluss stützte, in einem wesentlichen Punkt geändert hat oder b) wenn der Benennungsbeschluss auf unvollständigen, unrichtigen oder irreführenden Angaben beruhte."
0,005.004,eu_digital_markets_act,005,004,"(4) Der Torwächter gibt gewerblichen Nutzern die Möglichkeit n, Angebote gegenüber Endnutzern, die über seinen zentralen Plattformdienst oder über andere Kanäle akquiriert wurden, kostenlos zu kommunizieren und zu bewerben – auch zu anderen Bedingungen – und mit diesen Endnutzern Verträge zu schließen, unabhängig davon, ob sie zu diesem Zweck die zentralen Plattformdienste des Torwächters nutzen."
0,003.002,eu_digital_markets_act,003,002,"(2) Es wird davon ausgegangen, dass ein Unternehmen die jeweiligen Anforderungen des Absatzes 1 erfüllt, wenn es a) in Bezug auf Absatz 1 Buchstabe a in jedem der vergangenen drei Geschäftsjahre in der Union einen Jahresumsatz von mindestens 7,5 Mrd. EUR erzielt hat oder wenn seine durchschnittliche Marktkapitalisierung oder sein entsprechender Marktwert im vergangenen Geschäftsjahr mindestens 75 Mrd. EUR betrug und es in mindestens drei Mitgliedstaaten denselben zentralen Plattformdienst bereitstellt; b) in Bezug auf Absatz 1 Buchstabe b einen zentralen Plattformdienst bereitstellt, der im vergangenen Geschäftsjahr mindestens 45 Millionen in der Union niedergelassene oder aufhältige monatlich aktive Endnutzer und mindestens 10 000 in der Union niedergelassene jährlich aktive gewerbliche Nutzer hatte, wobei die Ermittlung und Berechnung gemäß der Methode und den Indikatoren im Anhang erfolgt; c) in Bezug auf Absatz 1 Buchstabe c die unter Buchstabe b des vorliegenden Absatzes genannten Schwellenwerte in jedem der vergangenen drei Geschäftsjahre erreicht hat."
0,034.003,eu_digital_markets_act,034,003,"(3) Die Kommission stützt ihre Beschlüsse nur auf vorläufige Beurteilungen, einschließlich der Beschwerdepunkte, zu denen sich der Torwächter, das Unternehmen bzw. die Unternehmensvereinigung äußern konnte."
0,033.001,eu_digital_markets_act,033,001,(1) Für die Befugnis der Kommission zur Durchsetzung von nach Artikel 30 oder Artikel 31 erlassenen Beschlüssen gilt eine Verjährungsfrist von fünf Jahren.
0,033.004,eu_digital_markets_act,033,004,(4) Nach jeder Unterbrechung beginnt die Frist von Neuem.
0,003.008,eu_digital_markets_act,003,008,"(8) Die Kommission benennt jedes Unternehmen, das zentrale Plattformdienste bereitstellt und sämtliche in Absatz 1 des vorliegenden Artikels genannten Anforderungen erfüllt, aber nicht jeden der in Absatz 2 des vorliegenden Artikels genannten Schwellenwerte erreicht, nach dem Verfahren des Artikels 17 als Torwächter. Dafür berücksichtigt die Kommission einige oder alle der folgenden Aspekte, soweit sie für das betreffende Unternehmen, das zentrale Plattformdienste bereitstellt, relevant sind: a) die Größe dieses Unternehmens, einschließlich seines Umsatzes, seiner Marktkapitalisierung, seiner Tätigkeiten und seiner Position, b) die Zahl der gewerblichen Nutzer, die den zentralen Plattformdienst nutzen, um Endnutzer zu erreichen, und die Zahl der Endnutzer, c) Netzwerkeffekte und Datenvorteile, insbesondere im Zusammenhang mit dem Zugang des Unternehmens zu personenbezogenen und nicht personenbezogenen Daten und deren Erhebung sowie Analysefähigkeiten, d) etwaige Skalen- und Verbundeffekte, von denen das Unternehmen profitiert, auch in Bezug auf Daten und gegebenenfalls auf seine Tätigkeiten außerhalb der Union, e) die Bindung von gewerblichen Nutzern und Endnutzern, einschließlich Kosten für einen Wechsel und Verhaltensverzerrungen, die die Fähigkeit von gewerblichen Nutzern und Endnutzern zum Wechsel oder zur Parallelverwendung mehrerer Dienste einschränken, f) eine konglomeratsartige Unternehmensstruktur oder vertikale Integration des Unternehmens, die es ihm beispielsweise ermöglicht, Quersubventionen vorzunehmen, Daten aus verschiedenen Quellen zusammenzuführen oder seine Position zu seinem Vorteil zu nutzen, oder g) sonstige strukturelle Geschäfts- oder Dienstmerkmale. Bei ihrer Bewertung nach diesem Absatz trägt die Kommission auch der absehbaren Entwicklung in Bezug auf die in Unterabsatz 2 aufgeführten Aspekte Rechnung, einschließlich etwaiger geplanter Zusammenschlüsse, an denen ein weiteres Unternehmen beteiligt ist, das zentrale Plattformdienste oder andere Dienste im digitalen Sektor bereitstellt oder die Erhebung von Daten ermöglicht. Wenn ein Unternehmen, das einen zentralen Plattformdienst bereitstellt und die in Absatz 2 genannten quantitativen Schwellenwerte nicht erreicht, den von der Kommission angeordneten Untersuchungsmaßnahmen nicht hinreichend nachkommt und dieser Verstoß andauert, nachdem das Unternehmen aufgefordert wurde, den Maßnahmen innerhalb einer angemessenen Frist nachzukommen und dazu Stellung zu nehmen, darf die Kommission das Unternehmen auf der Grundlage der ihr vorliegenden Informationen als Torwächter benennen."
0,029.005,eu_digital_markets_act,029,005,"(5) In dem Nichteinhaltungsbeschluss fordert die Kommission den Torwächter auf, die Nichteinhaltung innerhalb einer angemessenen Frist abzustellen und zu erläutern, wie er diesem Beschluss nachzukommen gedenkt."
0,054,eu_digital_markets_act,054,NA,"Artikel 54 Inkrafttreten und Geltungsbeginn Diese Verordnung tritt am zwanzigsten Tag nach ihrer Veröffentlichung im Amtsblatt der Europäischen Union in Kraft. Sie gilt ab dem 2. Mai 2023. Artikel 3 Absätze 6 und 7 und die Artikel 40, 46, 47, 48, 49 und 50 gelten jedoch ab dem 1. November 2022, und die Artikel 42 und 43 gelten ab dem 25. Juni 2023. Liegt das Datum des 25. Juni 2023 jedoch vor dem in Unterabsatz 2 des vorliegenden Artikels genannten Datum des Geltungsbeginns, so wird die Anwendung der Artikel 42 und 43 bis zu dem in Unterabsatz 2 des vorliegenden Artikels genannten Datum des Geltungsbeginns verschoben."
0,016.004,eu_digital_markets_act,016,004,"(4) Die Kommission kann eine von ihr abgeschlossene Marktuntersuchung wieder aufnehmen, wenn a) sich der Sachverhalt, auf den sich ein nach Artikel 17, 18 oder 19 erlassener Beschluss stützte, in einem wesentlichen Punkt geändert hat, oder b) der nach Artikel 17, 18 oder 19 erlassene Beschluss auf unvollständigen, unrichtigen oder irreführenden Angaben beruhte."
0,020.002,eu_digital_markets_act,020,002,"(2) Ungeachtet des Absatzes 1 kann die Kommission ihre Untersuchungsbefugnisse nach dieser Verordnung ausüben, bevor sie ein Verfahren gemäß dem genannten Absatz einleitet."
0,019.001,eu_digital_markets_act,019,001,"(1) Die Kommission kann eine Marktuntersuchung durchführen, um zu prüfen, ob ein oder mehrere Dienste des digitalen Sektors in die Liste der zentralen Plattformdienste nach Artikel 2 Nummer 2 aufgenommen werden sollten, oder um Praktiken aufzudecken, die die Bestreitbarkeit zentraler Plattformdienste beschränken oder unfair sind, und denen durch diese Verordnung nicht wirksam begegnet wird. In ihrer Bewertung berücksichtigt die Kommission alle einschlägigen Ergebnisse der Verfahren nach den Artikeln 101 und 102 AEUV in Bezug auf digitale Märkte sowie alle sonstigen relevanten Entwicklungen."
0,034.004,eu_digital_markets_act,034,004,"(4) Die Verteidigungsrechte des Torwächters, des Unternehmens oder der Unternehmensvereinigung müssen während des Verfahrens in vollem Umfang gewahrt werden. Der Torwächter, das Unternehmen oder die Unternehmensvereinigung hat vorbehaltlich des berechtigten Interesses von Unternehmen an der Wahrung ihrer Geschäftsgeheimnisse das Recht auf Einsicht in die Akte der Kommission im Rahmen der Offenlegungsbedingungen. Im Falle von Meinungsverschiedenheiten zwischen den Parteien kann die Kommission Beschlüsse erlassen, in denen diese Offenlegungsbedingungen festgelegt werden. Von der Einsicht in die Akte der Kommission ausgenommen sind vertrauliche Informationen sowie interne Schriftstücke der Kommission und der zuständigen Behörden der Mitgliedstaaten. Insbesondere die Korrespondenz zwischen der Kommission und den zuständigen Behörden der Mitgliedstaaten ist von der Akteneinsicht ausgenommen. Dieser Absatz steht der Offenlegung und Nutzung der für den Nachweis einer Zuwiderhandlung notwendigen Informationen durch die Kommission in keiner Weise entgegen."
0,035.003,eu_digital_markets_act,035,003,(3) Die Kommission veröffentlicht den Bericht auf ihrer Internetseite.
0,006.012,eu_digital_markets_act,006,012,"(12) Der Torwächter wendet für den Zugang gewerblicher Nutzer zu seinen im Benennungsbeschluss nach Artikel 3 Absatz 9 aufgeführten Geschäften für Software-Anwendungen, Online-Suchmaschinen und Online-Diensten sozialer Netzwerke faire, zumutbare und diskriminierungsfreie allgemeine Bedingungen an. Zu diesem Zweck veröffentlicht der Torwächter allgemeine Zugangsbedingungen, einschließlich eines alternativen Streitbeilegungsmechanismus. Die Kommission prüft, ob die veröffentlichten allgemeinen Zugangsbedingungen dem vorliegenden Absatz entsprechen."
0,041.004,eu_digital_markets_act,041,004,"(4) Die Mitgliedstaaten legen Belege zur Untermauerung ihres Ersuchens nach den Absätzen 1, 2 und 3 vor. Bei Ersuchen nach Absatz 3 können diese Belege Informationen über neu eingeführte Angebote von Produkten, Diensten, Software oder Merkmalen umfassen, die Bedenken hinsichtlich der Bestreitbarkeit oder Fairness aufwerfen, unabhängig davon, ob sie im Zusammenhang mit bestehenden zentralen Plattformdiensten oder auf andere Weise umgesetzt werden."
0,003.005,eu_digital_markets_act,003,005,"(5) Das Unternehmen, das zentrale Plattformdienste bereitstellt, kann im Rahmen seiner Mitteilung hinreichend substanziierte Argumente dafür vorbringen, dass es in Anbetracht der Umstände, unter denen der betreffende zentrale Plattformdienst bereitgestellt wird, die in Absatz 1 aufgeführten Anforderungen ausnahmsweise nicht erfüllt, obwohl es alle in Absatz 2 genannten Schwellenwerte erreicht. Ist die Kommission der Auffassung, dass die von dem Unternehmen, das zentrale Plattformdienste bereitstellt, gemäß Unterabsatz 1 vorgebrachten Argumente nicht hinreichend substanziiert sind, weil sie die Vermutungen nach Absatz 2 dieses Artikels nicht eindeutig entkräften, so kann sie diese Argumente innerhalb der in Absatz 4 genannten Frist zurückweisen, ohne das Verfahren nach Artikel 17 Absatz 3 anzuwenden. Bringt das Unternehmen, das zentrale Plattformdienste bereitstellt, solche hinreichend substanziierten Argumente vor, die die Vermutungen nach Absatz 2 des vorliegenden Artikels eindeutig entkräften, so kann die Kommission ungeachtet des Unterabsatzes 1 des vorliegenden Absatzes innerhalb der in Absatz 4 dieses Artikels genannten Frist das Verfahren nach Artikel 17 Absatz 3 eröffnen. Kommt die Kommission zu dem Schluss, dass das Unternehmen, das zentrale Plattformdienste bereitstellt, nicht nachweisen konnte, dass die von ihm erbrachten einschlägigen zentralen Plattformdienste die Anforderungen des Absatzes 1 des vorliegenden Artikels nicht erfüllen, so benennt sie dieses Unternehmen gemäß dem Verfahren nach Artikel 17 Absatz 3 als Torwächter."
0,043,eu_digital_markets_act,043,NA,"Artikel 43 Meldung von Verstößen und Schutz von Hinweisgebern Für die Meldung von Verstößen gegen diese Verordnung und den Schutz von Personen, die solche Verstöße melden, gilt die Richtlinie (EU) 2019/1937."
0,008.008,eu_digital_markets_act,008,008,"(8) Für die Zwecke der Festlegung der Verpflichtungen nach Artikel 6 Absätze 11 und 12 prüft die Kommission auch, ob die beabsichtigten bzw. durchgeführten Maßnahmen sicherstellen, dass kein Ungleichgewicht zwischen den Rechten und Pflichten der gewerblichen Nutzer mehr besteht und dass die Maßnahmen dem Torwächter keinen Vorteil verschaffen, der in Anbetracht seiner Dienstleistung für die gewerblichen Nutzer unverhältnismäßig wäre."
0,053.001,eu_digital_markets_act,053,001,"(1) Bis zum 3. Mai 2026 und danach alle drei Jahre wird die Kommission diese Verordnung evaluieren und dem Europäischen Parlament, dem Rat und dem Europäischen Wirtschafts- und Sozialausschuss einen Bericht vorlegen."
0,025.002,eu_digital_markets_act,025,002,"(2) Die Kommission kann das Verfahren auf Antrag oder von Amts wegen per Beschluss wieder aufnehmen, wenn a) sich der Sachverhalt, auf den sich der Beschluss stützte, in einem wesentlichen Punkt geändert hat, b) der betreffende Torwächter seine Verpflichtungszusagen nicht einhält, c) der Beschluss auf unvollständigen, unrichtigen oder irreführenden Angaben der beteiligten Unternehmen beruhte, oder d) die Verpflichtungszusagen sich nicht als wirksam erweisen."
0,016.002,eu_digital_markets_act,016,002,"(2) Ungeachtet des Absatzes 1 kann die Kommission ihre Untersuchungsbefugnisse nach dieser Verordnung ausüben, bevor sie eine Marktuntersuchung gemäß dem genannten Absatz einleitet."
0,050.003,eu_digital_markets_act,050,003,"(3) Wird auf diesen Absatz Bezug genommen, so gilt Artikel 5 der Verordnung (EU) Nr. 182/2011."
0,001.002,eu_digital_markets_act,001,002,"(2) Diese Verordnung gilt für zentrale Plattformdienste, die Torwächter für in der Union niedergelassene gewerbliche Nutzer oder in der Union niedergelassene oder aufhältige Endnutzer bereitstellen oder anbieten, ungeachtet des Niederlassungsorts und Standorts der Torwächter und ungeachtet des sonstigen auf die Erbringung von Dienstleistungen anwendbaren Rechts."
0,027.002,eu_digital_markets_act,027,002,"(2) Die für die Durchsetzung der in Artikel 1 Absatz 6 genannten Vorschriften zuständige nationale Behörde des Mitgliedstaats und die Kommission können nach freiem Ermessen über geeignete Maßnahmen entscheiden und sind in keiner Weise verpflichtet, Folgemaßnahmen zu den erhaltenen Informationen zu ergreifen."
0,018.007,eu_digital_markets_act,018,007,"(7) Während der Marktuntersuchung kann die Kommission deren Dauer jederzeit verlängern, wenn dies aus objektiven Gründen gerechtfertigt und angemessen ist. Die Verlängerung kann sich auf die Frist beziehen, innerhalb deren die Kommission ihre vorläufige Beurteilung mitteilen muss, oder auf die Frist für den Erlass des abschließenden Beschlusses. Verlängerungen im Sinne dieses Absatzes dürfen zusammengenommen die Dauer von sechs Monaten nicht übersteigen."
0,030.001,eu_digital_markets_act,030,001,"(1) In ihrem Nichteinhaltungsbeschluss kann die Kommission gegen den betreffenden Torwächter Geldbußen bis zu einem Höchstbetrag von 10 % seines im vorausgegangenen Geschäftsjahr weltweit erzielten Gesamtumsatzes verhängen, wenn sie feststellt, dass der Torwächter vorsätzlich oder fahrlässig a) eine der in den Artikeln 5, 6 und 7 genannten Verpflichtungen nicht erfüllt, b) den von der Kommission durch einen nach Artikel 8 Absatz 2 erlassenen Beschluss festgelegten Maßnahmen nicht nachkommt, c) nach Artikel 18 Absatz 1 verhängten Abhilfemaßnahmen nicht nachkommt, d) nach Artikel 24 angeordneten einstweiligen Maßnahmen nicht nachkommt, oder e) Verpflichtungszusagen, die nach Artikel 25 für bindend erklärt wurden, nicht einhält."
0,018.003,eu_digital_markets_act,018,003,"(3) Es ist davon auszugehen, dass ein Torwächter Verpflichtungen des Artikels 5, 6 oder 7 systematisch nicht einhält, wenn die Kommission in einem Zeitraum von acht Jahren vor Erlass des Beschlusses zur Einleitung einer Marktuntersuchung im Hinblick auf den möglichen Erlass eines Beschlusses nach diesem Artikel mindestens drei Nichteinhaltungsbeschlüsse nach Artikel 29 gegen den Torwächter bezüglich eines seiner zentralen Plattformdienste erlassen hat."
