Document;Topic;Name;Top_n_words;Probability;Representative_document;model
österreichische medien sehen sich einem ungleichen  wettbewerb mit international agierenden plattformen  ausgesetzt hier braucht es dringend faire rahmenbedingungen damit österreichische medienunternehmen  konkurrenzfähig bleiben klar ist in der digitalen welt  müssen die gleichen prinzipien gelten wie in der realen  welt gerade auch im kampf gegen hass und gewalt im  netz müssen international agierende plattformen stärker  in die verantwortung genommen werden;3.0;3_forschung_bereich_verwaltung_europäischen;forschung - bereich - verwaltung - europäischen - menschen - aufbauend - prüfung - digitalen - open - grundlagenforschung;1.0;1.0;model 1
 prüfung einer reform der gemeinnützigkeitsbestimmung durch ausweitung auf social entrepreneurs    klimaschutz   infrastruktur   umwelt    landwirtschaft klimaschutz  energie die besorgniserregende veränderung unseres klimas ist  eine der größten herausforderungen unserer generation   in ökologischer ökonomischer und sozialer hinsicht die  österreichische bundesregierung bekennt sich zu ihrer  verantwortung die notwendigen schritte und weichenstellungen vorzunehmen um dieser herausforderung  auf allen ebenen gerecht zu werden und die ziele des  pariser klimaschutzabkommens zu erfüllen wir betrachten klimaschutzmaßnahmen als bedeutende chance für  gerechtigkeit sowie für die zukunftsfähige entwicklung  von wirtschaft und arbeitsplätzen in österreich diese  chancen gilt es zu nutzen  österreich hat die besten  voraussetzungen dafür gemeinsam können wir das ziel  eines klimaneutralen österreichs bis spätestens   erreichen und in europa zum vorreiter im klimaschutz  werden für uns bedeutet das selbstverständlich dass  atomkraft keine alternative ist sondern dass wir ausschließlich auf erneuerbare energieträger setzen;8.0;8_umsetzung_weiterentwicklung_klimaschutz_maßnahmen;umsetzung - weiterentwicklung - klimaschutz - maßnahmen - lebensmittel - landwirtschaft - erneuerbaren - erhalt - erreichung - einhaltung;1.0;1.0;model 1
bund bundesländer und gemeinden arbeiten gemeinsam  und abgestimmt an der erreichung der klimaziele und  treffen zukunftsentscheidungen die planungssicherheit  für die bevölkerung und die wirtschaft ermöglichen so  sichern wir den wohlstand der österreichischen bevölkerung und die wettbewerbsfähigkeit der österreichischen  wirtschaft es gilt rasch ins tun zu kommen und vorarbeiten aus dem nationalen energie und klimaplan  der bioökonomiestrategie oder dem sachstandsbericht  mobilität umzusetzen;8.0;8_umsetzung_weiterentwicklung_klimaschutz_maßnahmen;umsetzung - weiterentwicklung - klimaschutz - maßnahmen - lebensmittel - landwirtschaft - erneuerbaren - erhalt - erreichung - einhaltung;1.0;1.0;model 1
 im dialog mit den bundesländern energieversorgern  und gasnetzbetreibern ist ein fahrplan zur stufenweisen entflechtung der wärmenetze zu entwickeln;4.0;4_klimaschutz_maßnahmen_öffentliche_sanierung;klimaschutz - maßnahmen - öffentliche - sanierung - twh - gas - erneuerbaren - flächen - verbindliche - basis;1.0;1.0;model 1
aufgebrachte mittel fließen zur finanzierung von  energieeffizienzmaßnahmen in haushalte mit  besonderer berücksichtigung sozialer härtefälle   der ufi zu;4.0;4_klimaschutz_maßnahmen_öffentliche_sanierung;klimaschutz - maßnahmen - öffentliche - sanierung - twh - gas - erneuerbaren - flächen - verbindliche - basis;1.0;1.0;model 1
 spezielle förderungen für industrielle clusterleitprojekte von branchenführern bei denen  klimaschutz fe und innovation einen hohen  stellenwert genießen durch obengenannte  instrumente  förderung der energieeffizienz in der produktion  in industrie und gewerbeunternehmen sowie der  erzeugnisse über deren lebenszyklus einrichtung  von anreizsystemen für unternehmen zum ersatz  ineffizienter technologien investitionsprämien zur erhöhung der transformationsgeschwindigkeit sollen unternehmen mittelfristig und planbar angelegt investitionsprämien  für investitionen in klimaschonende technologien  erhalten;4.0;4_klimaschutz_maßnahmen_öffentliche_sanierung;klimaschutz - maßnahmen - öffentliche - sanierung - twh - gas - erneuerbaren - flächen - verbindliche - basis;1.0;1.0;model 1
 flexible nachfrageorientierte mobilitätsangebote  als ergänzung zu bahn und kraftfahrlinien auf der  letzten meile  mikroöv  absicherung gemeinwohlorientierter mobilitätsdienste dorfbus anrufsammeltaxis etc durch  klare und stabile rahmenbedingungen   bundesweiter ausbau von den öv ergänzenden  parkride bikeride und carsharinglösungen an bahnhöfen in abhängigkeit von der verfügbarkeit attraktiver zubringerdienste um die  angebote des öffentlichen verkehrs für pendlerinnen und pendler zu erweitern und aufzuwerten dafür notwendig ist auch folgendes   neuordnung parkrideregelungen öbb mit  gemeinden und ländern sowie einheitliche  bewirtschaftungs und betriebskriterien von  parkride bikeride und sharingangeboten  bekenntnis zum regionalen schienengebundenen verkehr bzw zu kostengünstigeren  alternativen des öffentlichen verkehrs  ondemandlösungen busse etc  zusammenarbeit mit dem tourismus um  auch dort die sogenannte last mile mittels  öffentlicher verkehrsmittel zu ermöglichen   bahn im fernverkehr zur attraktiven alternative  machen  prüfung der ausweitung des angebots an autoreisezügen wie beispielsweise wieninnsbruck feldkirch berücksichtigung von emobilität  durch lademöglichkeiten auf dem zug  ausbau des nachtzugangebots im fernverkehr innerösterreichisch und zu internationalen  destinationen  verbesserung der fahrradmitnahme im fernverkehr verkehrssicherheit  novelle der straßenverkehrsordnung   evaluierung der stvo auf benachteiligungen des  radfahrens und zufußgehens   abbau von rechtlichen barrieren zum wohle des  sicheren radfahrens sowie zufußgehens  ermöglichung von temporeduktionen in ortskernen und vor schulen sowie an unfallhäufungsstellen auch auf landesstraßen  stärkung des rücksichtnahmeprinzips in der stvo rettungsgasse klarstellung des begriffs stocken  des verkehrs in der stvo etwa durch konkrete  geschwindigkeitsangabe  klarstellung höchstgeschwindigkeit  kmh in  begegnungszonen  verbesserungen der lkwsicherheit   verstärkter fokus auf lkwsicherheit im verkehrssicherheitsbeirat   vertiefende ausbildung der lkwfahrerinnen  und fahrer im rahmen der berufskraftfahreraus und weiterbildung hinsichtlich verkehrssicherheit und toter winkel   bewusstseinsbildungsmaßnahmen für  besonders gefährdete gruppen von verkehrsteilnehmerinnen und teilnehmern betreffend  toter winkel  prüfung einer förderung für nachrüstung von  abbiegeassistenten  ausstattung von asfinagparkplätzen mit  einrichtungen zur korrekten ausrichtung der  spiegel von lkws sowie kontaktaufnahme und  gemeinsame evaluierung mit den mineralölfirmen ob die einrichtung solcher plätze auch bei  tankstellen möglich ist  adäquate personelle ausstattung der exekutive  für ein dichtes kontrollnetz bezüglich arbeitsrechtlicher technischer und rechtlicher belange  unter zumutbarer zeitlicher beeinträchtigung der  beamtshandelten  einführung einer verpflichtenden verkehrserziehung  inklusive einheitlicher unterrichtsmaterialen sowie  verpflichtende erstehilfekurse in allen schulen  verstärktes angebot von fort und weiterbildung  für führerscheinbesitzerinnen und besitzer um  aktuelles wissen und bewusstsein technischer und  rechtlicher neuerungen zu gewährleisten evaluierung des alkolocksystems nach ablauf der  fünfjahresfrist versuchsbeginn am  september    effektives einschreiten gegen lenkerinnen und  lenker die sich auf grund von verbotenem suchtgiftkonsum alkoholkonsum sowie des konsums von  nicht fachärztlich verschriebenen psychotropen  stoffen in einem fahruntauglichen zustand befinden  ausarbeitung eines verkehrssicherheitsprogramms  ff mit annäherung an vision zero  evaluierung und novelle der offroadvo und des  kfg in bezug auf den missbräuchlichen einsatz von  traktoren effiziente emobilität jetzt   schienen in die zukunft und mehr  bahn bim  bus  bus bahn  co  innovativ aufeinander abgestimmt benutzerfreundlich  etablierung einer gemeinsamen bestellorganisation  die als servicestelle für den bund die bundesländer  und die verkehrsbünde zur verfügung steht um  synergien zu nutzen und beschaffungskosten zu  minimieren sowie zu einer abgestimmten planung  von bahn und busverkehrsausschreibungen zu  kommen  schaffung einer nationalen buchungsplattform mit  transparenten tarifen inkl vereinheitlichung des  ticketing im öffentlichen verkehr möglichkeit mit  einem ticket mehrere verkehrsdienstleister  von  mikroöv bis schienenfernverkehr zu nutzen um  die kundenzufriedenheit zu steigern sollen die tarif  und automatensysteme harmonisiert werden  vereinheitlichung der wichtigsten tarifnebenbestimmungen und mehr vernetzung bei fahrplangestaltung  fahrgastrechte absichern und ausbauen mitwirkungspflicht für unternehmen an schlichtungsverfahren beibehalten prüfung einbezug einzeltickets  spnv  breitbandausbau entlang pendlerstrecken   bahninfrastruktur plus   evaluierung überarbeitung und ggf aufstockung des öbbrahmenplans   um die fertigstellung des zielnetzes  zu  beschleunigen und dringliche nahverkehrsprojekte in ballungsräumen rasch zu starten   entsprechend der zielrichtung des nekp erfolgt  ausgehend vom basisjahr  im gültigen  rahmenplan  eine investitionssteigerung von    p ro jahr inklusive vorausvalorisierung von    ;6.0;6_verkehr_öffentlichen_einsatz_ausbau;verkehr - öffentlichen - einsatz - ausbau - prüfung - mobilität - bahn - luftfahrt - verkehrs - schiene;1.0;1.0;model 1
 sicherstellung entsprechender finanzierungsverträge  öffimilliarde für den nahverkehr für die verbesserung der rahmenbedingungen im öffentlichen  verkehr damit sollen vor allem ausbau und verbesserung des öffentlichen verkehrs in und um ballungsräume vorangetrieben werden dazu gehören   ausbau und verbesserung der schieneninfrastruktur abhängig von der mobilitätsnachfrage  und die stärkung der schiene als rückgrat für  den öffentlichen verkehr  stadtregionalbahnsbahnstraßenbahnausbauten  fortsetzung ubahnkofinanzierung  dekarbonisierung busverkehr steigerung der  umweltverträglichkeit der öffentlichen verkehrsmittel  modernisierung der bahnhöfe zu mobilitätsdrehscheiben zur verbesserung der umsteigequalität busbahn parkride fahrradparken carsharingstellplätze lademöglichkeiten für  efahrzeuge sowie verbesserung von fahrgastinformationssystemen und abholterminals für  onlinebestellungen  öffimilliarde für den regionalverkehr für die sicherstellung flächendeckender övangebote außerhalb  von ballungsräumen dazu gehören  investprogramm für privatbahnen   modernisierung der bahnhöfe zu mobilitätsdrehscheiben   ausarbeitung von handlungsoptionen zur nachhaltigen absicherung von regional neben und  privatbahnen  überprüfung der technischen standards einsparungsmöglichkeiten um den betrieb von  nebenbahnen aufrechtzuerhalten  verankerung von mehr zugsangebot grundangebot bund in den verkehrsdienstverträgen  mit den ländern  vollständige bedeckung der im juni  bereits  mit dem bmf vereinbarten vdvleistungen  inklusive privatbahnen  attraktivierung der bestehenden öbbstrecken  die nicht im zielnetz beinhaltet sind  zusatzbestellungen für nahverkehrleistungsausweitungen durch den bund  die mittelzuteilung aus nahverkehrs und regionalverkehrsmilliarde erfolgt unter der maßgabe der  kofinanzierung durch die bundesländer in einem  noch zu vereinbarenden schlüssel;6.0;6_verkehr_öffentlichen_einsatz_ausbau;verkehr - öffentlichen - einsatz - ausbau - prüfung - mobilität - bahn - luftfahrt - verkehrs - schiene;1.0;1.0;model 1
technische innovationen insbesondere betreffend ökoeffizienzsteigerung und nutzung von  seilbahnen als verkehrsmittel werden begrüßt;6.0;6_verkehr_öffentlichen_einsatz_ausbau;verkehr - öffentlichen - einsatz - ausbau - prüfung - mobilität - bahn - luftfahrt - verkehrs - schiene;1.0;1.0;model 1
 eine solche kundmachungsplattform bringt für  behörden und projektwerber kosteneinsparungen  und ermöglicht es bürgerinnen und bürgern zeitnah  informationen zu für sie relevanten verfahren zu  erhalten die verpflichtungen zur auflage bleiben  unberührt;7.0;7_digitale_digitalisierung_unternehmen_sollen;digitale - digitalisierung - unternehmen - sollen - umsetzung - bürgerinnen - ermöglichen - digitalen - europäischen - verfahren;1.0;1.0;model 1
eine ergebnisorientierte österreichische gapstrategie  setzt auf den weiteren ausbau umweltgerechter bewirtschaftungsmethoden und des biologischen landbaus  sichert die österreichische berglandwirtschaft durch  eine ausreichende dotierung der ausgleichszulage und  unterstützt die zusammenarbeit aller akteurinnen und  akteure zur erhaltung vitaler ländlicher regionen so  leistet die landwirtschaft einen beitrag zur erreichung  der pariser klimaziele;8.0;8_umsetzung_weiterentwicklung_klimaschutz_maßnahmen;umsetzung - weiterentwicklung - klimaschutz - maßnahmen - lebensmittel - landwirtschaft - erneuerbaren - erhalt - erreichung - einhaltung;1.0;1.0;model 1
 österreich wird wie bisher zivilgesellschaftliche  israelischpalästinensische friedensinitiativen unterstützen und auch seinen einsatz für den aufbau  demokratischer palästinensischer institutionen und  nachhaltiger kommunal und sozialeinrichtungen  fortsetzen;1.0;1_österreichs_stärkung_eu_kunst;österreichs - stärkung - eu - kunst - kultur - integration - zusammenarbeit - ebene - europäischen - migration;1.0;1.0;model 1
 klares bekenntnis zum und einsatz für das österreichische unescoweltkulturerbe regionale schwerpunkte der   österreichischen außenpolitik  fortsetzung der außenpolitischen strategie österreichs mit schwerpunkt auf schlüsselregionen und  staaten sowie auf die großen herausforderungen  unserer zeit wie sicherheit klimawandel migration  und die weltwirtschaft   ausbau der strategischen partnerschaft mit den  vereinigten staaten von amerika  fortsetzung des österreichischrussischen  zivilgesellschaftlichen forums zur stärkung der  bilateralen beziehungen und des zivilgesellschaftlichen austauschs zwischen österreich  und russland sotschidialog   österreich trägt die sanktionen der eu gegen  russland im europäischen konsens mit bei  fortschritten bei der umsetzung der minsker  vereinbarungen sollte eine schrittweise aufhebung der sanktionen angedacht werden;1.0;1_österreichs_stärkung_eu_kunst;österreichs - stärkung - eu - kunst - kultur - integration - zusammenarbeit - ebene - europäischen - migration;1.0;1.0;model 1
visumausstellung erfolgt auch weiterhin nur  vorbehaltlich einer positiven entscheidung  bei der qualifikationsüberprüfung evaluierung des ersatzkräfteverfahrens  sowie branchen und bedarfsgerechte  beschleunigung der vorrangprüfung möglichst innerhalb von  werktagen   postwege digitalisieren diplomatische post  soll neben dem postweg auch elektronisch  über sichere datenübermittlungswege unter  einhaltung des datenschutzes verschickt  werden;7.0;7_digitale_digitalisierung_unternehmen_sollen;digitale - digitalisierung - unternehmen - sollen - umsetzung - bürgerinnen - ermöglichen - digitalen - europäischen - verfahren;1.0;1.0;model 1
 der zweckzuschuss in der avereinbarung in  der elementarpädagogik wird ab dem kindergartenjahr  wesentlich erhöht;2.0;2_schulen_weiterentwicklung_pädagogen_hochschulen;schulen - weiterentwicklung - pädagogen - hochschulen - pädagogischen - schülerinnen - evaluierung - elementarpädagogik - ausbau - lehre;1.0;1.0;model 1
eine besondere form der pflege stellt die palliativ und  hospizpflege dar diese versucht menschen mit unheilbaren krankheiten ein lebensende in würde zu ermöglichen diese form der pflege hat in österreich oftmals  durch das engagement von vielen freiwilligen funktioniert;5.0;5_pflege_familien_ausbau_kinder;pflege - familien - ausbau - kinder - versorgung - menschen - betreuung - pflegende - maßnahmen - angehörige;1.0;1.0;model 1
weiters ist es wichtig den gesundheits sowie pflegebereich stets gesamthaft zu betrachten ziel muss es  sein durch prävention und rehabilitation den anteil an  gesunden jahren zu erhöhen und somit pflegebedürftigkeit so lange wie möglich zu vermeiden grundprinzipien  die unterstützung von betreuungs und pflegebedürftigen menschen und ihrer an und zugehörigen  ist nicht nur aufgabe der familien selbst sondern  ein gesamtgesellschaftlicher auftrag;5.0;5_pflege_familien_ausbau_kinder;pflege - familien - ausbau - kinder - versorgung - menschen - betreuung - pflegende - maßnahmen - angehörige;1.0;1.0;model 1
 evaluierung der sozialen absicherung der gruppe  der selbstständigen im rahmen der zusammenführung der träger sva und svb zur svs hochqualitative abgestufte   flächendeckende und wohnortnahe  gesundheitsversorgung  aufwertung der bundeszielsteuerungskommission  evaluierung und stärkung der sektorübergreifenden  zusammenarbeit z  b  abstimmung im bereich der  heilmittel  telefonische erstberatung  aufwerten und  weiterentwickeln  telemedizinische behandlung bestmöglich umsetzen  weiterentwicklung der ecard als schlüssel für  papierlose prozesse unter berücksichtigung des  datenschutzes  eimpfpass erezept ebefund etransportschein emedikation  digitalisierung auch in medizinischer forschung  diagnose und behandlung vorantreiben  ausnahmslose nutzung von anonymisierten daten  zu wissenschaftlichen zwecken   wissenschaftliche evaluierung der implementierung  von international classification of primary care  ausbau der primärversorgung die den bedürfnissen  der versicherten entgegenkommt z  b  etablierung von allgemeinmedizinischen akutordinationen vor  oder in den spitälern zur vorgelagerten versorgung  ausbau von pve und facharztzentren  flexible  kooperationsmodelle  abschaffung der unechten ustbefreiung bei vermietung an ärztinnen und ärzte  stärkung der integrierten versorgung bei chronischen krankheiten ausbau von diseasemanagementprogrammen  wohnortnahe versorgung der bevölkerung durch  niedergelassene kassenärztinnen und kassenärzte  fachärztin bzw facharzt für allgemeinmedizin   attraktivierung der allgemeinmedizinerausbildung  klinischpraktisches jahr finanzieren   ziel integration der inhalte der basisausbildung um  das klinischpraktische jahr  erweiterung der vertragsarztmodelle aufbauend  auf dem heutigen vertragspartnerrecht soll dieses  weiterentwickelt und ausgebaut werden um die  versorgung vor allem im ländlichen raum sicherzustellen;5.0;5_pflege_familien_ausbau_kinder;pflege - familien - ausbau - kinder - versorgung - menschen - betreuung - pflegende - maßnahmen - angehörige;1.0;1.0;model 1
menschen mit behinderung sollen einen freien zugang zu  allen bildungsformen bis hin zum tertiären bildungsweg  haben dafür müssen den bildungseinrichtungen die nö  t ige ausstattung und hilfsmittel bereitgestellt lehrpersonen  und assistentinnen bzw assistenten ausgebildet und das  berufs  au sbildungsangebot ausgebaut und ent  s prechende  barrieren abgebaut werden;2.0;2_schulen_weiterentwicklung_pädagogen_hochschulen;schulen - weiterentwicklung - pädagogen - hochschulen - pädagogischen - schülerinnen - evaluierung - elementarpädagogik - ausbau - lehre;1.0;1.0;model 1
 der zweckzuschuss in der avereinbarung in  der elementarpädagogik wird ab dem kindergartenjahr  wesentlich erhöht;2.0;2_schulen_weiterentwicklung_pädagogen_hochschulen;schulen - weiterentwicklung - pädagogen - hochschulen - pädagogischen - schülerinnen - evaluierung - elementarpädagogik - ausbau - lehre;1.0;1.0;model 1
 aus und weiterbildungsoffensive für pädagoginnen  und pädagogen durch einen bedarfsgerechten  ausbau des dafdazstudiums   verankerung verpflichtender dazmodule für alle  studierenden in der pädagoginnenbildung neu  sprachlernen durch beziehung einsatz von sprachstimulierenden techniken im pädagogischen alltag  stärken  aktive information über den bestehenden erstsprachenunterricht im zuge der schuleinschreibung und  stärkere einbeziehung der sprachlehrkräfte in den  stammlehrkörper starke schulen brauchen gute  organisation bedarfsgerechte  ressourcen und moderne lehr und  lerninhalte  lehrpläne modernisieren ausarbeitung und flächendeckende einführung von neuen kompakt und  konkret gehaltenen lehrplänen in der primar und  sekundarstufe   fokussierung der neuen lehrpläne auf kompetenzvermittlung und klare unterrichtsziele  als wesentliche ziele werden das verbindliche  beherrschen der grundkompetenzen erachtet  die förderung der interessen und hochbegabungen und die berücksichtigung von zeitgemäßen lehr und lerninhalten wie klimawandel und  ökologisch verantwortungsbewusstes handeln  sprachliche bildung wirtschaftsbildung und  financial literacy politische bildung inklusive  staatskunde und medienkompetenz dabei steht  die persönlichkeitsbildung der jungen menschen  immer im mittelpunkt;2.0;2_schulen_weiterentwicklung_pädagogen_hochschulen;schulen - weiterentwicklung - pädagogen - hochschulen - pädagogischen - schülerinnen - evaluierung - elementarpädagogik - ausbau - lehre;1.0;1.0;model 1
die grundlage für diesen fortschritt bildet eine flächendeckende technologieneutrale breitbandversorgung in  ganz österreich eine umfassende breitbandstrategie  sorgt für effizienten und raschen ausbau der benötigten  breitbandinfrastrukturen empfehlungen des rechnungshofes im bereich digitale infra  s trukturen werden dabei  berücksichtigt;3.0;3_forschung_bereich_verwaltung_europäischen;forschung - bereich - verwaltung - europäischen - menschen - aufbauend - prüfung - digitalen - open - grundlagenforschung;1.0;1.0;model 1
