Document;Topic;Name;Top_n_words;Probability;Representative_document;model
meeresschutz  intakte meere sind maßgeblich für klimaschutz und biodiversität schutz sicherheit und nachhaltige  nutzung der ozeane wollen wir miteinander in einklang bringen wir starten eine meeresoffensive  zum schutz der meeresnatur erarbeiten eine kohärente und verbindliche meeresstrategie richten  eine meereskoordination unter leitung eines meeresbeauftragten ein und etablieren eine nationale  meereskonferenz wir wollen die ökosystemleistungen von nord und ostsee erhalten dafür werden  wir die schutzgebiete in der deutschen außenwirtschaftszone awz effektiv managen und die dafür  notwendigen personellen und infrastrukturellen ressourcen zur verfügung stellen  prozent der  awz werden wir gemäß der eubiodiversitätsstrategie streng schützen und dort zonen frei von  schädlicher nutzung ausweisen wir setzen uns für den zügigen abschluss eines vnabkommens zum                                                                                                                                                                                                                                                                                                                                                                                                       schutz der biodiversität auf hoher see für ein international verbindliches rahmenwerk gegen die  vermüllung der meere und für die einrichtung von internationalen schutzgebieten insbesondere dem  weddellmeer ein wir setzen uns für ein verbot von scheuerfäden sogenannten dolly ropes auf  europäischer ebene ein für die bergung und vernichtung von munitionsaltlasten in der nord und  ostsee wird ein sofortprogramm aufgelegt sowie ein bundländerfonds für die mittel und langfristige  bergung eingerichtet und solide finanziert wir setzen uns international für strenge umweltstandards  und die verbindliche überprüfung der umweltverträglichkeit im tiefseebergbau ein und werden die  meeresforschung fortführen um das wissen über die tiefsee auszuweiten wir wollen keine neuen  genehmigungen für öl und gasbohrungen jenseits der erteilten rahmenbetriebserlaubnisse für die  deutsche nord und ostsee erteilen;21.0;21_flächen_fischerei_biodiversität_klimaschutz;flächen - fischerei - biodiversität - klimaschutz - nationale - arzneimitteln - schutzgebiete - impfstoffen - stärken - zulassung;1.0;1.0;(5.0, 0.0, 15, 3)
klimaanpassung  wir erarbeiten eine vorsorgende klimaanpassungsstrategie insbesondere auch vor dem hintergrund  der flutkatastrophe  mit einem klimaanpassungsgesetz schaffen wir einen rahmen um  gemeinsam mit den ländern eine nationale klimaanpassungsstrategie mit messbaren zielen etwa in  den handlungsfeldern hitzevorsorge gesundheits und allergieprävention und wasserinfrastruktur  umzusetzen und rechtzeitig nachsteuern zu können erste dringliche maßnahmen werden wir zudem  mit einem sofortprogramm sehr schnell auf den weg bringen wir streben eine verankerung der  gemeinsamen finanzierung von bund und ländern zur klimavorsorge und klimaanpassung an und  wollen sie mit ausreichend finanziellen mitteln ausstatten wir schaffen mehr raum für innovation  digitalisierung und privatwirtschaftliche initiativen für klimaanpassung den küsten und  hochwasserschutz verstehen wir als gesamtgesellschaftliche aufgabe und werden die länder und  kommunen finanziell stärken wir schaffen bundeseinheitliche standards für die bewertung von  hochwasser und starkregenrisiken und die erstellung und veröffentlichung von gefahren und  risikokarten wir überprüfen den ausnahmekatalog für die genehmigung von bauvorhaben in  ausgewiesenen überschwemmungsgebieten und passen ihn wenn nötig an mit dem ziel risiken zu  minimieren wir unterstützen privathaushalte mit einer kfwförderung bei der privaten hochwasser und starkregenvorsorge wir unterstützen kommunen bei investitionen in klimaresilienz  insbesondere in eine klimafeste wasserinfrastruktur die extremniederschlägen und niedrigwasser  rechnung trägt mit entsiegelungsprojekten stärken wir die versickerung von regenwasser und  reduzieren die risiken von überschwemmungen;0.0;0_energien_erneuerbaren_ausbau_strom;energien - erneuerbaren - ausbau - strom - maßnahmen - notwendigen - stärken - erneuerbarer - kommunen - naturschutz;1.0;1.0;(5.0, 0.0, 15, 3)
wir streben an planungs und investitionssicherheit herzustellen wir führen ein prüf und  zulassungsverfahren für stallsysteme und für serienmäßig hergestellte betäubungsanlagen ein wir                                                                                                                                                                                                                                                                                                                                           verbessern die rechtsvorschriften zum schutz vor bränden und technischen störungen in ställen unter  berücksichtigung von angemessenen übergangsfristen wir schließen bestehende lücken in der  nutztierhaltungsverordnung und verbessern das tierschutzgesetz qualzucht konkretisieren nicht kurative eingriffe deutlich reduzieren anbindehaltung spätestens in zehn jahren beenden;7.0;7_kommunen_bundeswehr_verbessern_beschleunigen;kommunen - bundeswehr - verbessern - beschleunigen - ladeinfrastruktur - förderprogramme - smart - bündeln - nutzen - soldaten;1.0;1.0;(5.0, 0.0, 15, 3)
fischerei wir setzen uns für den erhalt der fischerei an unseren küsten ein wir werden auf europäischer und  internationaler ebene eine faire wissenschaftsbasierte ermittlung und zuteilung der fangquoten  einfordern dazu werden wir eine zukunftskommission fischerei initiieren um empfehlungen für  eine nachhaltige fischerei und aquakultur binnen und hochseefischerei zu erarbeiten wir wollen die  grundschleppnetzfischerei beschränken und fangtechniken artenspezifisch anpassen sowie eine  naturschutzgerechte regulierung von stellnetzen wir erkennen die leistung der anglerinnen und  angler für den natur und artenschutz an;21.0;21_flächen_fischerei_biodiversität_klimaschutz;flächen - fischerei - biodiversität - klimaschutz - nationale - arzneimitteln - schutzgebiete - impfstoffen - stärken - zulassung;1.0;1.0;(5.0, 0.0, 15, 3)
bahnverkehr  wir werden den masterplan schienenverkehr weiterentwickeln und zügiger umsetzen den  schienengüterverkehr bis  auf  prozent steigern und die verkehrsleistung im personenverkehr  verdoppeln den zielfahrplan eines deutschlandtaktes und die infrastrukturkapazität werden wir auf  diese ziele ausrichten sofern haushalteerisch machbar soll die nutzung der schiene günstiger  werden um die wettbewerbsfähigkeit der bahnen zu stärken;3.0;3_mobilität_fahrzeuge_bima_elektrische;mobilität - fahrzeuge - bima - elektrische - stadt - tourismus - bahn - mehr - pflege - neuen;1.0;1.0;(5.0, 0.0, 15, 3)
grenzüberscheitenden verkehr wollen wir stärken und mit der eu sowie ihren mitgliedstaaten  nachtzugangebote aufbauen bis  wollen wir  prozent des schienennetzes elektrifizieren und  innovative antriebstechnologien unterstützen die digitalisierung von fahrzeugen und strecken  werden wir prioritär vorantreiben wir werden ein programm schnelle kapazitätserweiterung  auflegen barrierefreiheit und lärmschutz verbessern bahnhofsprogramme bündeln und stärken das  streckennetz erweitern strecken reaktivieren und stilllegungen vermeiden und eine                                                                                                                                                                                                                                                                                                                                                           beschleunigungskommission schiene einsetzen die einführung der digitalen automatischen kupplung  wollen wir beschleunigen den einzelwagenverkehr stärken und investitionsanreize für gleisanschlüsse  setzen bei neuen gewerbe und industriegebieten soll die schienenanbindung verpflichtend geprüft  werden kvterminals wollen wir weiter fördern die kranbarkeit von standardsattelaufliegern  vorantreiben und den zu und ablauf bis max  kilometer von der lkwmaut freistellen;3.0;3_mobilität_fahrzeuge_bima_elektrische;mobilität - fahrzeuge - bima - elektrische - stadt - tourismus - bahn - mehr - pflege - neuen;1.0;1.0;(5.0, 0.0, 15, 3)
klima energie transformation  der menschengemachte klimawandel ist eine der größten herausforderungen unserer zeit wir  müssen die klimakrise gemeinsam bewältigen darin liegen auch große chancen für die  modernisierung unseres landes und den industriestandort deutschland neue geschäftsmodelle und  technologien können klimaneutralen wohlstand und gute arbeit schaffen die neue bundesregierung  wird den ausbau der erneuerbaren energien zu einem zentralen projekt ihrer regierungsarbeit  machen wir werden national in europa und international unsere klima energie und  wirtschaftspolitik auf den gradpfad ausrichten und die potenziale auf allen staatlichen ebenen                                                                                                                                                                                                                                                                                                                         aktivieren um dies zu erreichen werden wir unsere ziele ambitioniert aus dem gemeinsamen beitrag  ableiten zu dem sich die europäische union im rahmen des pariser abkommens verpflichtet hat;10.0;10_wirtschaft_transformation_marktwirtschaft_industrie;wirtschaft - transformation - marktwirtschaft - industrie - wohlstand - klimaziele - klimaneutralität - deutschen - klima - klimaschutz;1.0;1.0;(5.0, 0.0, 15, 3)
besonderes augenmerk muss bei allen maßnahmen auf den stromautobahnen liegen;3.0;3_mobilität_fahrzeuge_bima_elektrische;mobilität - fahrzeuge - bima - elektrische - stadt - tourismus - bahn - mehr - pflege - neuen;1.0;1.0;(5.0, 0.0, 15, 3)
wir werden die planungs und genehmigungsverfahren für eine schnellere planung und realisierung  von strom und wasserstoffnetzen beschleunigen wir gewährleisten eine klare zuordnung der                                                                                                                                                                                                                                                                                                   politischen verantwortung für gute frühzeitige bürgerbeteiligung beim netzausbau wir legen bis  mitte  eine roadmap systemstabilität vor wir werden die verteilnetze modernisieren und  digitalisieren u a durch eine vorausschauende planung und mehr steuerbarkeit den rollout  intelligenter messsysteme als voraussetzung für smart grids werden wir unter gewährleistung des  datenschutzes und der itsicherheit erheblich beschleunigen wir werden speicher als eigenständige  säule des energiesystems rechtlich definieren die bereitstellung von kapital für die netzinfrastruktur  braucht im europäischen vergleich auch zukünftig attraktive investitionsbedingungen wir werden im  einklang mit europäischem recht den staatlichen einfluss auf kritische infrastruktur sicherstellen  wenn sicherheitsinteressen berührt sind;7.0;7_kommunen_bundeswehr_verbessern_beschleunigen;kommunen - bundeswehr - verbessern - beschleunigen - ladeinfrastruktur - förderprogramme - smart - bündeln - nutzen - soldaten;1.0;1.0;(5.0, 0.0, 15, 3)
außerdem bedarf es einer raschen und umfassenden reform der finanzierungsarchitektur des  energiesystems der weg muss darin bestehen anreize für die sektorübergreifende nutzung von  erneuerbaren energien dezentrale erzeugungsmodelle sowie die vermeidung von  treibhausgasemissionen konsequent zu stärken wir gewährleisten dass erneuerbarer strom  wirtschaftlich für die sektorenkopplung genutzt wird anstatt die anlagen wegen netzengpässen  abzuschalten;0.0;0_energien_erneuerbaren_ausbau_strom;energien - erneuerbaren - ausbau - strom - maßnahmen - notwendigen - stärken - erneuerbarer - kommunen - naturschutz;1.0;1.0;(5.0, 0.0, 15, 3)
bei der novellierung der europäischen klima umwelt und energiebeihilfeleitlinien und anderer  regelungen werden wir darauf achten dass die wettbewerbsfähigkeit der unternehmen gewahrt  bleibt;6.0;6_europäischen_europäische_eu_setzen;europäischen - europäische - eu - setzen - europa - unterstützen - standards - europäischer - ebene - partnern;1.0;1.0;(5.0, 0.0, 15, 3)
iv respekt chancen und soziale sicherheit in der modernen arbeitswelt  ein hohes beschäftigungsniveau und gerechte entlohnung sind grundlage für unseren wohlstand und  die finanzierung unserer sozialen sicherung wir wollen jeder und jedem eine möglichst sichere  beschäftigungsbiografie ermöglichen und die beschäftigungsfähigkeit durch qualifizierung und  gesunde arbeit erhalten jede arbeit verdient respekt und anerkennung wir erhöhen den                                                                                                                                                                                                                                                                                                                                      mindestlohn und schaffen ein modernes arbeitsrecht das sicherheit und fair ausgehandelte  flexibilität ermöglicht;20.0;20_arbeitgeber_arbeit_homeoffice_betriebliche;arbeitgeber - arbeit - homeoffice - betriebliche - arbeitswelt - arbeitsmarkt - möglich - arbeitsleben - beschäftigten - allgemeinen;1.0;1.0;(5.0, 0.0, 15, 3)
arbeit  wir wollen die moderne arbeitswelt gestalten dabei berufliche chancen ermöglichen sowie sicherheit  und flexibilität in einklang bringen;20.0;20_arbeitgeber_arbeit_homeoffice_betriebliche;arbeitgeber - arbeit - homeoffice - betriebliche - arbeitswelt - arbeitsmarkt - möglich - arbeitsleben - beschäftigten - allgemeinen;1.0;1.0;(5.0, 0.0, 15, 3)
ausbildung  zur stärkung und modernisierung berufsbildender schulen legen wir mit ländern kommunen und  relevanten akteuren einen pakt auf mit den ländern bauen wir die berufsorientierung und  jugendberufsagenturen flächendeckend aus wir wollen eine ausbildungsgarantie die allen  jugendlichen einen zugang zu einer vollqualifizierenden berufsausbildung ermöglicht stets vorrangig  im betrieb wir führen die allianz für ausbildung fort die einstiegsqualifizierung die assistierte  ausbildung ausbildungsbegleitende hilfen und verbundausbildungen bauen wir aus wir öffnen die  hilfen für geflüchtete wir begrüßen tariflich vereinbarte ausgleichsfonds in regionen mit erheblicher  unterversorgung an ausbildungsplätzen initiieren wir bedarfsgerecht außerbetriebliche  ausbildungsangebote in enger absprache mit den sozialpartnern wir erhöhen die  ausbildungsmobilität für menschen in arbeitslosigkeit und grundsicherung fördern wir                                                                                                                                                                                                                                                                                                                                                                       vollqualifizierende ausbildungen bei der beruflichen weiterbildung unabhängig von ihrer dauer;17.0;17_schulen_bildung_ausbildung_fördern;schulen - bildung - ausbildung - fördern - unterstützen - angebote - beruflichen - berufliche - akteuren - bauen;1.0;1.0;(5.0, 0.0, 15, 3)
der bundesagentur für arbeit ba kommt eine stärkere rolle bei der qualifizierung und dazugehöriger  beratung zu um alle an weiterbildung interessierten und betriebe zu unterstützen schaffen wir eine  vernetzung der ba mit den regionalen akteuren und einheitliche anlaufstellen dafür bauen wir die  weiterbildungsverbünde aus und unterstützen den aufbau von weiterbildungsagenturen die  nationale online weiterbildungsplattform und die bildungsplattform werden weiterentwickelt                                                                                                                                                                                                                                                                                                                                                                                verzahnt und verstetigt damit schaffen wir einen übersichtlichen zugang zu bildungs und  beratungsangeboten sowie förderinstrumenten;17.0;17_schulen_bildung_ausbildung_fördern;schulen - bildung - ausbildung - fördern - unterstützen - angebote - beruflichen - berufliche - akteuren - bauen;1.0;1.0;(5.0, 0.0, 15, 3)
homeoffice grenzen wir als eine möglichkeit der mobilen arbeit rechtlich von der telearbeit und dem  geltungsbereich der arbeitsstättenverordnung ab arbeitsschutz gute arbeitsbedingungen und das  vorhandensein eines betrieblichen arbeitsplatzes sind bei mobiler arbeit wichtige voraussetzungen;20.0;20_arbeitgeber_arbeit_homeoffice_betriebliche;arbeitgeber - arbeit - homeoffice - betriebliche - arbeitswelt - arbeitsmarkt - möglich - arbeitsleben - beschäftigten - allgemeinen;1.0;1.0;(5.0, 0.0, 15, 3)
tarifautonomie  wir wollen die tarifautonomie die tarifpartner und die tarifbindung stärken damit faire löhne in  deutschland bezahlt werden  dies befördert auch die nötige lohnangleichung zwischen ost und west;6.0;6_europäischen_europäische_eu_setzen;europäischen - europäische - eu - setzen - europa - unterstützen - standards - europäischer - ebene - partnern;1.0;1.0;(5.0, 0.0, 15, 3)
wir werden den sogenannten nachholfaktor in der rentenberechnung rechtzeitig vor den  rentenanpassungen ab  wieder aktivieren und im rahmen der geltenden haltelinien wirken  lassen so stellen wir sicher dass sich renten und löhne im zuge der coronakrise insgesamt im  gleichklang entwickeln und stärken die generationengerechtigkeit ebenso wie die stabilität der  beiträge in dieser legislaturperiode wir wollen verbesserungen für erwerbsminderungsrentnerinnen  und rentner im bestand umsetzen;23.0;23_coronapandemie_schuldenbremse_schuldenregel_kommunen;coronapandemie - schuldenbremse - schuldenregel - kommunen - situation - empfehlungen - bundesregierung - rahmen - coronahilfen - altschuldenproblematik;1.0;1.0;(5.0, 0.0, 15, 3)
wir setzen den geplanten fonds aus der  wahlperiode zur abmilderung von härtefällen aus der  ostwestrentenüberleitung auch für jüdische kontingentflüchtlinge und spätaussiedler um wir  wollen eine reguläre mitgliedschaft von in justizvollzugsanstalten arbeitenden strafgefangenen und  sicherungsverwahrten in der gesetzlichen rentenversicherung ermöglichen und werden hierfür den  dialog mit den dafür zuständigen ländern suchen;19.0;19_migration_integration_asylverfahren_bleiberecht;migration - integration - asylverfahren - bleiberecht - humanitären - bundes - migrationsberatung - realistisch - verfahrensbeschleunigung - duldung;1.0;1.0;(5.0, 0.0, 15, 3)
an mitwirkungspflichten die in der teilhabevereinbarung festgehalten werden halten wir fest sie  werden gesetzlich bis spätestens ende  neu geordnet der neuregelung geht eine evaluation  voraus damit setzen wir auch das urteil des bundesverfassungsgerichtes um wie die kosten der  unterkunft von sanktionen auszunehmen und unterjährige gleich zu behandeln ihnen machen  wir im sanktionsfall ein coachingangebot in abstimmung mit der örtlichen jugendhilfe nach  h  sgb ii bis zur gesetzlichen neuregelung schaffen wir ein einjähriges moratorium für die bisherigen  sanktionen unter das existenzminimum das auch für kommunale jobcenter gelten muss wir werden  die nachhaltigkeit der integration in den arbeitsmarkt ins zentrum des zielsteuerungssystems des sgb  ii stellen und die hierfür notwendigen schritte der sozialen stabilisierung und teilhabe ebenso  berücksichtigen das bürgergeld soll individuelle ganzheitliche unterstützung leisten dazu sollen auch  instrumente anderer sozialgesetzbücher genutzt werden so erhöhen wir die durchlässigkeit und  reduzieren schnittstellen wir wollen die zusammenarbeit zwischen jobcentern und kommunen durch  kooperationsvereinbarungen intensivieren wir werden den jobcentern mehr gestaltungsspielraum  und regionale verantwortung übertragen und die freie förderung  f sgb ii aufwerten;4.0;4_drohnen_verbessern_legen_einschließlich;drohnen - verbessern - legen - einschließlich - clankriminalität - ii - umsetzung - setzen - abkommen - innerhalb;1.0;1.0;(5.0, 0.0, 15, 3)
begleitendes coaching und aufsuchende sozialarbeit werden regelinstrumente in sgb ii und sgb xii;17.0;17_schulen_bildung_ausbildung_fördern;schulen - bildung - ausbildung - fördern - unterstützen - angebote - beruflichen - berufliche - akteuren - bauen;1.0;1.0;(5.0, 0.0, 15, 3)
wir werden in der stationären pflege die eigenanteile begrenzen und planbar machen die zum ;7.0;7_kommunen_bundeswehr_verbessern_beschleunigen;kommunen - bundeswehr - verbessern - beschleunigen - ladeinfrastruktur - förderprogramme - smart - bündeln - nutzen - soldaten;1.0;1.0;(5.0, 0.0, 15, 3)
die arzneimittelversorgung durch apotheken an integrierten notfallzentren in unterversorgten  gebieten verbessern wir durch flexiblere vorgaben in der apothekenbetriebsordnung wir entwickeln  den nacht und notdienstfonds zu einem sicherstellungsfonds weiter und schaffen eine  verordnungsfähigkeit für notfallbotendienste in der ambulanten notfallversorgung wir novellieren  das gesetz zur stärkung der vorortapotheken um pharmazeutische dienstleistungen besser zu  honorieren und effizienzgewinne innerhalb des finanzierungssystems zu nutzen;13.0;13_krankenkassen_versorgung_ambulante_prävention;krankenkassen - versorgung - ambulante - prävention - pflege - ögd - patienten - rehabilitation - bauen - stellen;1.0;1.0;(5.0, 0.0, 15, 3)
wir stärken die paritätische beteiligung von frauen in den führungsgremien der  kassenzahnärztlichen vereinigungen sowie ihrer spitzenverbände auf bundesebene sowie der  gesetzlichen krankenkassen;13.0;13_krankenkassen_versorgung_ambulante_prävention;krankenkassen - versorgung - ambulante - prävention - pflege - ögd - patienten - rehabilitation - bauen - stellen;1.0;1.0;(5.0, 0.0, 15, 3)
krankenhausplanung und finanzierung  mit einem bundländerpakt bringen wir die nötigen reformen für eine moderne und bedarfsgerechte  krankenhausversorgung auf den weg eine kurzfristig eingesetzte regierungskommission wird hierzu  empfehlungen vorlegen und insbesondere leitplanken für eine auf leistungsgruppen und  versorgungsstufen basierende und sich an kriterien wie der erreichbarkeit und der demographischen  entwicklung orientierende krankenhausplanung erarbeiten sie legt empfehlungen für eine  weiterentwicklung der krankenhausfinanzierung vor die das bisherige system um ein nach  versorgungsstufen primär grund regel maximalversorgung uniklinika differenziertes system  erlösunabhängiger vorhaltepauschalen ergänzt kurzfristig sorgen wir für eine bedarfsgerechte  auskömmliche finanzierung für die pädiatrie notfallversorgung und geburtshilfe;23.0;23_coronapandemie_schuldenbremse_schuldenregel_kommunen;coronapandemie - schuldenbremse - schuldenregel - kommunen - situation - empfehlungen - bundesregierung - rahmen - coronahilfen - altschuldenproblematik;1.0;1.0;(5.0, 0.0, 15, 3)
bei behandlungsfehlern stärken wir die stellung der patientinnen und patienten im bestehenden  haftungssystem ein härtefallfonds mit gedeckelten ansprüchen wird eingeführt;13.0;13_krankenkassen_versorgung_ambulante_prävention;krankenkassen - versorgung - ambulante - prävention - pflege - ögd - patienten - rehabilitation - bauen - stellen;1.0;1.0;(5.0, 0.0, 15, 3)
digitalisierung und vereinfachung  wir werden durch serielles bauen digitalisierung entbürokratisierung und standardisierung die  kosten für den wohnungsbau senken wir wollen modulares und serielles bauen und sanieren durch  typengenehmigungen beschleunigen wir wollen die prozesse der normung und standardisierung so  anpassen dass bauen günstiger wird;1.0;1_digitale_digitalisierung_daten_schaffen;digitale - digitalisierung - daten - schaffen - zugang - verwaltung - digitaler - öffentlichen - stärken - digitalen;1.0;1.0;(5.0, 0.0, 15, 3)
                                                                                                                                                                                                                                                                                                                           um die ursachen drohender wohnungslosigkeit zu beseitigen werden wir das mietrecht  insbesondere dort wo schonfristzahlungen dem weiterführen des mietverhältnisses entgegenstehen  evaluieren und entgegensteuern wir setzen uns zum ziel bis  obdach und wohnungslosigkeit  zu überwinden und legen einen nationalen aktionsplan dafür auf;4.0;4_drohnen_verbessern_legen_einschließlich;drohnen - verbessern - legen - einschließlich - clankriminalität - ii - umsetzung - setzen - abkommen - innerhalb;1.0;1.0;(5.0, 0.0, 15, 3)
friedliches zusammenleben und zusammenhalt in einer vielfältigen gesellschaft erfordern  unterschiede zu achten und divergierende interessen konstruktiv auszuhandeln wir treten  diskriminierung auf allen ebenen entgegen organisieren teilhabe und repräsentanz die  gleichstellung der geschlechter ist grundlage einer gleichberechtigten gesellschaft;2.0;2_kinder_familien_kindern_menschen;kinder - familien - kindern - menschen - kindergrundsicherung - gewalt - rechte - armut - diskriminierung - eltern;1.0;1.0;(5.0, 0.0, 15, 3)
freiheit und sicherheit  wir sorgen für eine vorausschauende evidenzbasierte und grundrechtsorientierte sicherheits und  kriminalpolitik dies werden wir mit einer unabhängigen interdisziplinären bundesakademie begleiten;5.0;5_bundeswehr_schutz_stärken_kontrolle;bundeswehr - schutz - stärken - kontrolle - sicherheit - polizei - einsatz - menschenrechte - schließen - sicherheitslücken;1.0;1.0;(5.0, 0.0, 15, 3)
die finanzierung der stiftung warentest und des verbraucherzentrale bundesverbands passen wir  entsprechend dem gestiegenen bedarf bezüglich kollektiver rechtsdurchsetzung marktbeobachtung  und verbraucherbildung an;18.0;18_fairen_wettbewerb_gwb_kommission;fairen - wettbewerb - gwb - kommission - vergabe - setzen - verbraucherschutz - gestärkt - lebensmittelmarkt - proportionalität;1.0;1.0;(5.0, 0.0, 15, 3)
dopingprävention fördern wir stärker verbessern die internationale zusammenarbeit und arbeiten die  dopingvergangenheit deutschlands mit forschungsprojekten auf;10.0;10_wirtschaft_transformation_marktwirtschaft_industrie;wirtschaft - transformation - marktwirtschaft - industrie - wohlstand - klimaziele - klimaneutralität - deutschen - klima - klimaschutz;1.0;1.0;(5.0, 0.0, 15, 3)
