Document;Topic;Name;Top_n_words;Probability;Representative_document;model
 universitäre und außeruniversitäre ;23.0;23_universitäre_außeruniversitäre_forschungseinrichtungen_bund;universitäre - außeruniversitäre - forschungseinrichtungen - bund - zeithorizont - bundesländer - tragende - handlungs - mittelfristig - weiterbildungsinstitutionen;1.0;1.0;(20.0, 0.25, 30, 7)
 auf energienachfrage und ;6.0;6_energie_energieeffizienz_energieträger_energieversorgung;energie - energieeffizienz - energieträger - energieversorgung - erzeugung - erneuerbarer - erneuerbaren - bgbl - nr - energieträgern;1.0;1.0;(20.0, 0.25, 30, 7)
ägern in energiestrategien  leitbildern oder ;6.0;6_energie_energieeffizienz_energieträger_energieversorgung;energie - energieeffizienz - energieträger - energieversorgung - erzeugung - erneuerbarer - erneuerbaren - bgbl - nr - energieträgern;1.0;1.0;(20.0, 0.25, 30, 7)
 universitäre und außeruniversitäre ;23.0;23_universitäre_außeruniversitäre_forschungseinrichtungen_bund;universitäre - außeruniversitäre - forschungseinrichtungen - bund - zeithorizont - bundesländer - tragende - handlungs - mittelfristig - weiterbildungsinstitutionen;1.0;1.0;(20.0, 0.25, 30, 7)
  sicherstellung des thermischen komforts in innenräumen im neubau  in der sanierung sowie im bestand durch anwendung von passiven  und alternativen aktiven kühlstrategien bund bundesländer energieberatung umweltberatung  ;7.0;7_thermischen_hitzewellen_komforts_hitzebelastung;thermischen - hitzewellen - komforts - hitzebelastung - reduktion - hitze - maßnahmen - kühlung - sicherstellung - klimatisierung;1.0;1.0;(20.0, 0.25, 30, 7)
 an die folgen des klimawandels  im bereich bauen und wohnen schaffung einer fundierten wissensbasis zur umsetzung der ;0.0;0_anpassung_klimawandel_klimawandels_klimawandelanpassung;anpassung - klimawandel - klimawandels - klimawandelanpassung - auswirkungen - folgen - maßnahmen - klima - berücksichtigung - klimaschutz;1.0;1.0;(20.0, 0.25, 30, 7)
 öffentlicher verkehr ;20.0;20_verkehrsinfrastrukturen_verkehrsinfrastruktur_personenverkehr_verkehr;verkehrsinfrastrukturen - verkehrsinfrastruktur - personenverkehr - verkehr - mobilität - verkehrssystems - funktionsfähigen - verkehrsmittel - link - reduktion;1.0;1.0;(20.0, 0.25, 30, 7)
 städte u gemeindebund stadtplanung  öäk medien ngos universitäre und außeruniversitäre ;23.0;23_universitäre_außeruniversitäre_forschungseinrichtungen_bund;universitäre - außeruniversitäre - forschungseinrichtungen - bund - zeithorizont - bundesländer - tragende - handlungs - mittelfristig - weiterbildungsinstitutionen;1.0;1.0;(20.0, 0.25, 30, 7)
äger statistik austria zamg ;17.0;17_gemeinden_bundesländer_bund_gemeindebund;gemeinden - bundesländer - bund - gemeindebund - städte - netzwerke - lokale - kooperationen - regionen - örok;1.0;1.0;(20.0, 0.25, 30, 7)
 universitäten aus und ;23.0;23_universitäre_außeruniversitäre_forschungseinrichtungen_bund;universitäre - außeruniversitäre - forschungseinrichtungen - bund - zeithorizont - bundesländer - tragende - handlungs - mittelfristig - weiterbildungsinstitutionen;1.0;1.0;(20.0, 0.25, 30, 7)
 bund bundesländer gemeinden ;17.0;17_gemeinden_bundesländer_bund_gemeindebund;gemeinden - bundesländer - bund - gemeindebund - städte - netzwerke - lokale - kooperationen - regionen - örok;1.0;1.0;(20.0, 0.25, 30, 7)
 anpassung der verkehrsinfrastruktur zur sicherstellung eines  funktionsfähigen und klimaverträglichen verkehrssystems und zur ;20.0;20_verkehrsinfrastrukturen_verkehrsinfrastruktur_personenverkehr_verkehr;verkehrsinfrastrukturen - verkehrsinfrastruktur - personenverkehr - verkehr - mobilität - verkehrssystems - funktionsfähigen - verkehrsmittel - link - reduktion;1.0;1.0;(20.0, 0.25, 30, 7)
 des klimawandels zur vermeidung von schäden an  der verkehrsinfrastruktur  bund bundesländer normungsgremien österreichisches ;20.0;20_verkehrsinfrastrukturen_verkehrsinfrastruktur_personenverkehr_verkehr;verkehrsinfrastrukturen - verkehrsinfrastruktur - personenverkehr - verkehr - mobilität - verkehrssystems - funktionsfähigen - verkehrsmittel - link - reduktion;1.0;1.0;(20.0, 0.25, 30, 7)
 des  ;4.0;4_interessenvertretungen_handlungstragende_titel_ßnahmen;interessenvertretungen - handlungstragende - titel - ßnahmen - ziel - outgoing - aktionsfeld - incoming - wirtschaftstreibende - ände;1.0;1.0;(20.0, 0.25, 30, 7)
 informieren damit diese in der lage sind  vorsorgende maßnahmen zu ergreifen und schäden zu vermeiden versicherungsunternehmen   öffentliche institutionen    bessere risikostreuung für versicherer und  damit erhöhung der versicherbarkeit klima  bzw wetterinduzierter schäden einführung einer naturkatastrophenversicherung  natkat;15.0;15_versicherungen_versicherung_versicherungsunternehmen_katastrophenfonds;versicherungen - versicherung - versicherungsunternehmen - katastrophenfonds - versicherungswirtschaft - versicherer - schäden - risikostreuung - riegler - versicherbarkeit;1.0;1.0;(20.0, 0.25, 30, 7)
horizontale breite maßnahmen tragen zu einer flächendeckenden umweltwirkung  durch die angebotenen fördermaßnahmen bei zentrale elemente sind z b die  erhaltung von landschaftselementen die erhaltung von dauergrünland  fruchtfolgeauflagen sowie die reduzierung des dünge und  pflanzenschutzmitteleinsatzes;2.0;2_biodiversität_arten_wald_erhaltung;biodiversität - arten - wald - erhaltung - bedeutung - vielfalt - ökosysteme - wälder - auswirkungen - waldbesitzerinnen;1.0;1.0;(20.0, 0.25, 30, 7)
stand der   umsetzung die künstliche bewässerung stellt einen erheblichen kostenfaktor dar was mit ein  grund dafür ist dass sich in jüngerer vergangenheit zunehmend wassersparende  systeme etabliert haben es ist davon auszugehen dass effiziente bewässerung in  zukunft eine besondere priorität erlangen wird;1.0;1_bmlfuw_sicherung_maßnahmen_wasser;bmlfuw - sicherung - maßnahmen - wasser - handlungsempfehlunge - wasserversorgung - aktivitätsfelder - grundwasser - verstärkte - wasserverbrauch;1.0;1.0;(20.0, 0.25, 30, 7)
bezug zu   anderen  aktivitäts feldern es besteht ein bezug insbesondere zum aktivitätsfeld ökosystemebiodiversität sowie  zu den aktivitätsfeldern wasserhaushalt und wasserwirtschaft und wirtschaft;9.0;9_bezug_aktivitätsfeldern_feldern_aktivitäts;bezug - aktivitätsfeldern - feldern - aktivitäts - besteht - wasserhaushalt - ökosystemebiodiversität - wasserwirtschaft - landwirtschaft - wohnen;1.0;1.0;(20.0, 0.25, 30, 7)
anzuheben;4.0;4_interessenvertretungen_handlungstragende_titel_ßnahmen;interessenvertretungen - handlungstragende - titel - ßnahmen - ziel - outgoing - aktionsfeld - incoming - wirtschaftstreibende - ände;1.0;1.0;(20.0, 0.25, 30, 7)
mögliches   konflikt  potenzial konflikte mit den zielen der biodiversität könnten sich durch die entwicklung und den  einsatz neuer pflanzenschutzmittel ergeben;11.0;11_mögliches_konflikt_potenzial_konflikte;mögliches - konflikt - potenzial - konflikte - konflikten - siedlungsentwicklung - konfliktpotenzial - ergeben - möglich - naturschutz;1.0;1.0;(20.0, 0.25, 30, 7)
verschiedenste versicherungsprodukte wie ertragsverlustversicherungen  wetterindexbasierte versicherungen oder mehrgefahrenversicherungen werden  angeboten;15.0;15_versicherungen_versicherung_versicherungsunternehmen_katastrophenfonds;versicherungen - versicherung - versicherungsunternehmen - katastrophenfonds - versicherungswirtschaft - versicherer - schäden - risikostreuung - riegler - versicherbarkeit;1.0;1.0;(20.0, 0.25, 30, 7)
mögliches  konfliktmögliche konflikte können durch einen gesteigerten wasserbedarf schadstoffeinträge  durch nasslager etc mit wasser und umweltschutz entstehen  aktivitätsfelder und  handlungsempfehlunge n        etablierung von versorgemassnahmen im hinblick auf die  mögliche zunahme von waldbränden                                                               link httpwwwwabobokuacatwaldbauforschungfachgebietebewirtschaftungskonzeptewaldbewirtschaftungund klimaaenderungwaldbrandwaldbrandforschungaffri    link httpwwwalpffirseu  potenzial   handlungs  tragende bund bundesländer forstbehörden auch andere behörden z b;11.0;11_mögliches_konflikt_potenzial_konflikte;mögliches - konflikt - potenzial - konflikte - konflikten - siedlungsentwicklung - konfliktpotenzial - ergeben - möglich - naturschutz;1.0;1.0;(20.0, 0.25, 30, 7)
bedeutung   durch die weiterentwicklung und den einsatz effizienter technologien besteht in vielen  bereichen wie z b in privaten haushalten oder in der industrie ein großes potenzial  zur wassereinsparung die behebung von leckagen und technische verbesserungen des  verdunstungsschutzes z b bei bewässerungsanlagen spielen dabei eine wichtige  rolle dies hat vor allem für regionen mit wasserversorgungsproblemen eine große  bedeutung;1.0;1_bmlfuw_sicherung_maßnahmen_wasser;bmlfuw - sicherung - maßnahmen - wasser - handlungsempfehlunge - wasserversorgung - aktivitätsfelder - grundwasser - verstärkte - wasserverbrauch;1.0;1.0;(20.0, 0.25, 30, 7)
mögliches  konflikt potenzial wenn es zu verboten oder einschränkungen in der wassernutzung kommt können  nutzungskonflikte auftreten;11.0;11_mögliches_konflikt_potenzial_konflikte;mögliches - konflikt - potenzial - konflikte - konflikten - siedlungsentwicklung - konfliktpotenzial - ergeben - möglich - naturschutz;1.0;1.0;(20.0, 0.25, 30, 7)
hochalpine destinationen in denen die alpintouristinnen und touristen durch auftauen der  permafrostböden durch zunahme der felsstürze sowie durch eventuell vermehrt auftretende  extremwetterereignisse usw einem steigenden gefahrenpotenzial ausgesetzt sind apcc  gelten nach  derzeitigem wissensstand als mäßig vulnerabel ;8.0;8_tourismus_tourismusstrategien_alpinen_klimawandel;tourismus - tourismusstrategien - alpinen - klimawandel - anpassungsmaßnahmen - sommertourismus - link - wintertourismus - chancen - angebote;1.0;1.0;(20.0, 0.25, 30, 7)
 für regionen in denen aufgrund des klimawandels zunehmend geringere wertschöpfung aus  dem aktivitätsfeld tourismus zu erwarten ist sollten auch um oder ausstiegsszenarien zb;8.0;8_tourismus_tourismusstrategien_alpinen_klimawandel;tourismus - tourismusstrategien - alpinen - klimawandel - anpassungsmaßnahmen - sommertourismus - link - wintertourismus - chancen - angebote;1.0;1.0;(20.0, 0.25, 30, 7)
handlungs  tragende bund bundesländer regionen gemeinden lokale tourismusverbände städte und  gemeindebund interessenvertretungen einzelne wirtschaftstreibende  beratungseinrichtungenleistungen incoming  outgoing branche netzwerke zb;17.0;17_gemeinden_bundesländer_bund_gemeindebund;gemeinden - bundesländer - bund - gemeindebund - städte - netzwerke - lokale - kooperationen - regionen - örok;1.0;1.0;(20.0, 0.25, 30, 7)
handlungs  tragende bund bundesländer regionen gemeinden lokale tourismusverbände städte und  gemeindebund interessenvertretungen einzelne wirtschaftstreibende  beratungseinrichtungenleistungen incoming  outgoing branche netzwerke zb;17.0;17_gemeinden_bundesländer_bund_gemeindebund;gemeinden - bundesländer - bund - gemeindebund - städte - netzwerke - lokale - kooperationen - regionen - örok;1.0;1.0;(20.0, 0.25, 30, 7)
handlungs  tragende bund bundesländer regionen gemeinden lokale tourismusverbände städte und  gemeindebund interessenvertretungen einzelne wirtschaftstreibende  beratungseinrichtungenleistungen incoming  outgoing branche netzwerke zb;17.0;17_gemeinden_bundesländer_bund_gemeindebund;gemeinden - bundesländer - bund - gemeindebund - städte - netzwerke - lokale - kooperationen - regionen - örok;1.0;1.0;(20.0, 0.25, 30, 7)
die rahmenstrategie zur energieunion  kom  final  hat unter anderem die aktivitätsfelder und  handlungsempfehlunge n                                                                 link zur technologieroadmap httpsnachhaltigwirtschaftenatdeehighlightsftistrategiesmartgrids technologieroadmapsmartgridsphp  sicherheit der energieversorgung und die energieeffizienz vgl  reduktion  innerer lasten zur vermeidung sommerlicher überhitzung in gebäuden durch  reduktion des stromverbrauchs und erhöhung der endenergieeffizienz zum ziel setzt  aber vorrangig auf technologische und marktlösungen weniger auf eine tatsächliche  verringer ung der nachfrage;6.0;6_energie_energieeffizienz_energieträger_energieversorgung;energie - energieeffizienz - energieträger - energieversorgung - erzeugung - erneuerbarer - erneuerbaren - bgbl - nr - energieträgern;1.0;1.0;(20.0, 0.25, 30, 7)
tagsüber soll der eintrag von wärme durch strahlung fenster und luftwechsel  reduziert werden und die außentemperaturen die in der nacht herrschen sollen zur  kühlung der innenräume genutzt werden;7.0;7_thermischen_hitzewellen_komforts_hitzebelastung;thermischen - hitzewellen - komforts - hitzebelastung - reduktion - hitze - maßnahmen - kühlung - sicherstellung - klimatisierung;1.0;1.0;(20.0, 0.25, 30, 7)
das vom austrian standards institute in kooperation mit der bundesinnung bau der  wirtschaftskammer initierte dialogforum bau gemeinsam für klare und einfache  bauregeln zielt darauf ab praxiserfahrungen unter beteiligung aller betroffenener in  die weiterentwicklung von önormen einfließen zu lassen die auswirkungen des  klimawandels sollten hierbei berücksichtigt werden;0.0;0_anpassung_klimawandel_klimawandels_klimawandelanpassung;anpassung - klimawandel - klimawandels - klimawandelanpassung - auswirkungen - folgen - maßnahmen - klima - berücksichtigung - klimaschutz;1.0;1.0;(20.0, 0.25, 30, 7)
bedeutung eindeutige aussagen zur entwicklung von hochwässern in österreich sind derzeit nicht  mit sicherheit zu treffen da künftige entwicklungen von extremwetterereignissenzb;19.0;19_zunahme_winter_sommer_abnahme;zunahme - winter - sommer - abnahme - österreichs - zugenommen - anstieg - tage - hitzeperioden - temperaturen;1.0;1.0;(20.0, 0.25, 30, 7)
das vom austrian standards institute in kooperation mit der bundesinnung bau der  wirtschaftskammer initierte dialogforum bau gemeinsam für klare und einfache  bauregeln zielt darauf ab praxiserfahrungen unter beteiligung aller betroffenener in  die weiterentwicklung von önormen einfließen zu lassen die auswirkungen des  klimawandels sollten hierbei berücksichtigt werden;0.0;0_anpassung_klimawandel_klimawandels_klimawandelanpassung;anpassung - klimawandel - klimawandels - klimawandelanpassung - auswirkungen - folgen - maßnahmen - klima - berücksichtigung - klimaschutz;1.0;1.0;(20.0, 0.25, 30, 7)
möglicher  ressourcen bedarf es sind ressourcen für vernetzungsaktivitäten und für die aufbereitung der daten für  verschiedene zielgruppen bzw den laufenden betrieb notwendig;14.0;14_ressourcen_möglicher_bedarf_mittel;ressourcen - möglicher - bedarf - mittel - ausreichende - zusätzliche - ressourcenbedarf - erforderlich - vorzusehen - forschung;1.0;1.0;(20.0, 0.25, 30, 7)
diese bilden die fachlichen grundlagen einschließlich restrisikobereiche für die  rechtliche umsetzung im raumordnungs und baurecht der länder;21.0;21_instrumenten_anknüpfungspunkte_bestehenden_raumplanung;instrumenten - anknüpfungspunkte - bestehenden - raumplanung - bezug - bundesländer - örtlichen - raumordnung - örok - raumordnungsrecht;1.0;1.0;(20.0, 0.25, 30, 7)
 übergeordnetes ziel und wesentliche aussagen aus dem  fortschrittsbericht  übergeordnetes ziel  rasche und professionelle bewältigung von katastrophenfällen durch bessere  vernetzung und vorbereitung sämtlicher betroffener akteurinnen und akteure insbesondere hinsichtlich  der sich ändernden klimatischen bedingungen;13.0;13_katastrophenmanagements_katastrophenmanagement_katastrophen_katastrophenschutz;katastrophenmanagements - katastrophenmanagement - katastrophen - katastrophenschutz - bereich - einsatzorganisationen - engagement - freiwilligen - naturkatastrophen - katastrophenfonds;1.0;1.0;(20.0, 0.25, 30, 7)
 für die umsetzung von ergänzenden aktivitäten ist insbesondere eine umfassende und  vorsorgeorientierte vernetzung der im katastrophenmanagement relevanten akteurinnen und  akteure auf basis der bestehenden instrumente essenziell;13.0;13_katastrophenmanagements_katastrophenmanagement_katastrophen_katastrophenschutz;katastrophenmanagements - katastrophenmanagement - katastrophen - katastrophenschutz - bereich - einsatzorganisationen - engagement - freiwilligen - naturkatastrophen - katastrophenfonds;1.0;1.0;(20.0, 0.25, 30, 7)
seit  ist west nil fieber anzeigepflichtig seit  zusätzlich das dengue und  chikungunyafieber hantavirus infektionen und zikavirus infektionen eine  enstprechende vorbereitung und schulung von ärztinnen und ärzten sowie dem  diagnostischen personal ist zu empfehlen;18.0;18_infektionskrankheiten_vektoren_frühwarnsysteme_krankheiten;infektionskrankheiten - vektoren - frühwarnsysteme - krankheiten - vorbereitung - erkrankungen - frühwarnsystemen - ausbau - ausbreitung - auftretende;1.0;1.0;(20.0, 0.25, 30, 7)
bezug zu   bestehenden  instrumenten die überwachung und bekämpfung übertragbarer krankheiten ist eine zentrale  aufgabe des bundesministeriums für gesundheit und frauen die meldepflicht wird  unter anderem durch das epidemiegesetz  bgbl nr   zuletzt geändert  durch das bundesgesetz bgbl i nr   geregelt;18.0;18_infektionskrankheiten_vektoren_frühwarnsysteme_krankheiten;infektionskrankheiten - vektoren - frühwarnsysteme - krankheiten - vorbereitung - erkrankungen - frühwarnsystemen - ausbau - ausbreitung - auftretende;1.0;1.0;(20.0, 0.25, 30, 7)
 link httpwwwenivddeindexhtm   link httpeceuropaeuhealthpreparednessresponsedocsgpptechnicalguidancedocumentaprilenpdf    consequences of climate change for the spread of invasive vectors and vector borne diseases in austria and neighbouring  regionslink httpswwwklimafondsgvatassetsuploadsprojektberichteacrp vectorbornediseasesacrpzbbkrackpdf    aktivitätsfelder und  handlungsempfehlunge n     empfohlene  weitere schritte  laufende prüfung und bei bedarf adaptierung der rechtlichen  rahmenbedingungen z b epidemiegesetz zoonosegesetz   förderung der forschung insbesondere zu folgenden fragen und themen   welche erreger kommen noch in betracht welches risikopotenzial besteht   ausbreitungsmodelle von vektoren   charakterisierung der kritischen schwellenwerte bei der etablierung von  erregerninfektionskrankheiten;10.0;10_klimawandel_anpassung_klima_link;klimawandel - anpassung - klima - link - energiefonds - auswirkungen - klimawandels - climate - anpassungsstrategie - strategie;1.0;1.0;(20.0, 0.25, 30, 7)
möglicher   ressourcen  bedarf für den eventuellen ausbau von monitoringsystemen zur vertiefung dieser  fragestellung werden zusätzliche ressourcen erforderlich werden ;14.0;14_ressourcen_möglicher_bedarf_mittel;ressourcen - möglicher - bedarf - mittel - ausreichende - zusätzliche - ressourcenbedarf - erforderlich - vorzusehen - forschung;1.0;1.0;(20.0, 0.25, 30, 7)
ein weiteres vorzeigebeispiel ist der alpenkarpatenkorridor mit internationaler  unterstützung der iucn der unep der alpen und karpatenkonvention führt das  land niederösterreich als leadpartner ein großes grenzüberschreitendes euprojekt  durch ziel ist es den alpenkarpatenkorridor für wildtiere wieder durchgängig zu  machen und somit eine ökologisch funktionsfähige landschaft wiederherzustellen;2.0;2_biodiversität_arten_wald_erhaltung;biodiversität - arten - wald - erhaltung - bedeutung - vielfalt - ökosysteme - wälder - auswirkungen - waldbesitzerinnen;1.0;1.0;(20.0, 0.25, 30, 7)
bezug zu  anderen  aktivitäts feldern es besteht ein enger bezug insbesondere zu den aktivitätsfeldern landwirtschaft  forstwirtschaft tourismus energie und wirtschaft;9.0;9_bezug_aktivitätsfeldern_feldern_aktivitäts;bezug - aktivitätsfeldern - feldern - aktivitäts - besteht - wasserhaushalt - ökosystemebiodiversität - wasserwirtschaft - landwirtschaft - wohnen;1.0;1.0;(20.0, 0.25, 30, 7)
 erarbeitung und bereitstellung praxisrelevanter daten  und  informationsgrundlagen bewusstseinsbildung sowie bessere  vernetzung der akteurinnen und akteure  ziel  schaffung bereitstellung und transfer von verbessertem raumrelevantem klimafolgen  und anpassungswissen das für entscheidungsprozesse in der raumordnung  unmittelbar nutzbar und hilfreich ist erhöhung der handlungsbereitschaft und der  handlungskompetenz von raumordnungsakteurinnenakteuren und betroffenen  bürgerinnenbürgern im umgang mit dem klimawandel;0.0;0_anpassung_klimawandel_klimawandels_klimawandelanpassung;anpassung - klimawandel - klimawandels - klimawandelanpassung - auswirkungen - folgen - maßnahmen - klima - berücksichtigung - klimaschutz;1.0;1.0;(20.0, 0.25, 30, 7)
