parameters;n_neighbors;min_dist;min_cluster;min_sample;topic_coherence;nr_topics;avg_similarity;topics
de_regierung_n_neighbors = 5 min_dist = 0.25 min_cluster = 10 min_sample = 2;5.0;0.25;10.0;2.0;0.376489508212411;27.0;0.7395036139672666;"0_energien_erneuerbaren_ausbau_strom; 1_europäischen_eu_setzen_europäische; 2_kinder_familien_kindern_kindergrundsicherung; 3_digitale_digitalisierung_daten_schaffen; 4_region_freiheit_sicherheit_demokratie; 5_mobilität_fahrzeuge_elektrische_bahn; 6_bleiberecht_migration_jahren_aufenthaltserlaubnis; 7_krankenkassen_versorgung_pflege_prävention; 8_einschließlich_clankriminalität_ii_verbessern; 9_bundeswehr_verbessern_beschleunigen_ladeinfrastruktur; 10_arbeitgeber_arbeit_betriebliche_bürgergeld; 11_wirtschaft_marktwirtschaft_wohlstand_industrie; 12_deutsche_institut_transfer_forschung; 13_bafin_geldwäsche_kapitalmarkt_banken; 14_koalitionspartner_koalitionsfraktionen_bundesregierung_koalition; 15_flächen_stärken_impfstoffen_arzneimitteln; 16_steuerhinterziehung_steuergestaltungen_steuergestaltung_steuerpflichtigen; 17_prüfen_privates_beiträge_förderbanken; 18_klimaneutralität_luft_luftverkehr_klimaziele; 19_einsatz_sicherheitslücken_itsicherheit_informationstechnik; 20_coronapandemie_schuldenbremse_schuldenregel_kommunen; 21_schulen_bildung_ausbildung_beruflichen; 22_gwb_fairen_wettbewerb_vergabe; 23_tourismus_pflege_stadt_gesundheitswesens; 24_kultur_kulturelle_kreativwirtschaft_künstlerinnen; 25_digitale_digitalen_innovationen_digitaler; 26_politischen_debatte_parlamentarische_stärken"
de_regierung_n_neighbors = 5 min_dist = 0.25 min_cluster = 15 min_sample = 3;5.0;0.25;15.0;3.0;0.3561962441177947;18.0;0.7810636877280762;"0_kinder_bildung_versorgung_stärken; 1_energien_erneuerbaren_ausbau_strom; 2_bafin_steuerhinterziehung_stärken_banken; 3_digitale_digitalisierung_daten_schaffen; 4_mobilität_fahrzeuge_elektrische_stadt; 5_region_freiheit_sicherheit_eu; 6_stärken_flächen_entwickeln_zulassung; 7_bleiberecht_migration_jahren_aufenthaltserlaubnis; 8_einschließlich_clankriminalität_ii_verbessern; 9_kontrolle_einsatz_sicherheitslücken_parlamentarische; 10_europäischen_eu_internationalen_europäische; 11_verbessern_bundeswehr_beschleunigen_ladeinfrastruktur; 12_deutsche_forschung_institut_transfer; 13_arbeit_arbeitgeber_betriebliche_bürgergeld; 14_wirtschaft_marktwirtschaft_wohlstand_industrie; 15_koalitionspartner_koalitionsfraktionen_bundesregierung_koalition; 16_setzen_europäischer_ebene_unterstützen; 17_prüfen_privates_beiträge_förderbanken"
de_regierung_n_neighbors = 5 min_dist = 0.25 min_cluster = 20 min_sample = 5;5.0;0.25;20.0;5.0;0.3575205339285294;5.0;0.8446451746535146;"0_stärken_setzen_eu_unterstützen; 1_kinder_stärken_bildung_menschen; 2_digitale_digitalisierung_schaffen_daten; 3_energien_erneuerbaren_ausbau_strom; 4_beschleunigen_bundeswehr_verbessern_ladeinfrastruktur"
de_regierung_n_neighbors = 5 min_dist = 0.25 min_cluster = 25 min_sample = 6;5.0;0.25;25.0;6.0;0.32736599201495337;5.0;0.8498240967864267;"0_stärken_setzen_eu_unterstützen; 1_kinder_stärken_bildung_fördern; 2_energien_ausbau_erneuerbaren_beschleunigen; 3_digitale_digitalisierung_schaffen_daten; 4_arbeit_arbeitgeber_betriebliche_prüfen"
de_regierung_n_neighbors = 5 min_dist = 0.25 min_cluster = 30 min_sample = 7;5.0;0.25;30.0;7.0;0.3796813000707575;4.0;0.8508649505512471;"0_stärken_setzen_eu_unterstützen; 1_kinder_stärken_menschen_bildung; 2_energien_ausbau_erneuerbaren_strom; 3_digitale_digitalisierung_schaffen_daten"
de_regierung_n_neighbors = 7 min_dist = 0.0 min_cluster = 10 min_sample = 2;7.0;0.0;10.0;2.0;0.3819599120445689;34.0;0.7520251907053489;"0_energien_erneuerbaren_ausbau_strom; 1_digitale_digitalisierung_schaffen_daten; 2_region_freiheit_sicherheit_verantwortung; 3_mobilität_bima_fahrzeuge_elektrische; 4_kinder_familien_eltern_unabhängig; 5_bafin_klima_geldwäsche_deutschen; 6_deutsche_tourismus_pflege_regionale; 7_krankenkassen_prävention_versorgung_pflege; 8_schulen_ausbildung_bildung_beruflichen; 9_steuerhinterziehung_steuergestaltungen_steuergestaltung_steuerpflichtigen; 10_fairen_wettbewerb_gwb_transparenz; 11_arbeitgeber_arbeit_beschäftigten_euro; 12_migration_asylverfahren_einwanderungsrecht_integration; 13_europäischen_europäische_eu_europa; 14_kultur_demokratie_medien_künstlerinnen; 15_coronapandemie_schuldenbremse_schuldenregel_kommunen; 16_kommunen_förderprogramme_zentren_ländern; 17_kontrolle_einsatz_sicherheitslücken_itsicherheit; 18_partnerschaft_internationale_multilateralismus_internationalen; 19_rente_bürgergeld_altersvorsorge_anrechnung; 20_koalitionspartner_koalitionsfraktionen_bundesregierung_treffen; 21_diskriminierung_gleichstellung_sexueller_aufgrund; 22_kreislaufwirtschaft_europäischen_setzen_ebene; 23_bundeswehr_ladeinfrastruktur_beschleunigen_soldaten; 24_jahren_gesellschaft_aufenthg_geworden; 25_digitale_digitalen_geschäftsmodellen_innovationen; 26_subventionen_geachtet_unterstützung_ausgaben; 27_ii_drohnen_sgb_planänderungen; 28_politischen_debatte_stärken_demokratie; 29_clankriminalität_sicherheitsbehörden_sogenannten_einschließlich; 30_flächen_pflanzenschutzmitteln_alternativen_entwickeln; 31_kinder_kindergrundsicherung_bildung_armut; 32_tarifbindung_standards_setzen_streitbeilegungsmechanismus; 33_marktwirtschaft_industrie_wirtschaft_wohlstand"
de_regierung_n_neighbors = 7 min_dist = 0.0 min_cluster = 15 min_sample = 3;7.0;0.0;15.0;3.0;0.3500013170781037;23.0;0.7490295743662495;"0_deutschen_deutsche_stärken_transformation; 1_energien_erneuerbaren_ausbau_strom; 2_digitale_digitalisierung_schaffen_daten; 3_region_freiheit_sicherheit_verantwortung; 4_mobilität_bima_fahrzeuge_elektrische; 5_coronapandemie_kommunen_schuldenregel_zukunftsinvestitionen; 6_kinder_familien_kindergrundsicherung_eltern; 7_bundeswehr_kontrolle_sicherheit_polizei; 8_kommunen_bundeswehr_verbessern_förderprogramme; 9_setzen_unterstützen_ebene_europäischer; 10_krankenkassen_versorgung_prävention_pflege; 11_schulen_ausbildung_bildung_beruflichen; 12_steuerhinterziehung_steuergestaltungen_steuergestaltung_steuern; 13_arbeitgeber_arbeit_beschäftigten_euro; 14_europäischen_eu_europäische_europa; 15_fairen_wettbewerb_gwb_transparenz; 16_kultur_demokratie_medien_künstlerinnen; 17_migration_asylverfahren_einwanderungsrecht_integration; 18_ii_sgb_drohnen_fest; 19_diskriminierung_gleichstellung_sexueller_aufgrund; 20_koalitionspartner_koalitionsfraktionen_bundesregierung_treffen; 21_partnerschaft_internationale_multilateralismus_internationalen; 22_rente_altersvorsorge_prüfen_alter"
de_regierung_n_neighbors = 7 min_dist = 0.0 min_cluster = 20 min_sample = 5;7.0;0.0;20.0;5.0;0.33977942942049827;17.0;0.7773150107964859;"0_deutschen_deutsche_stärken_transformation; 1_eu_europäischen_sicherheit_unterstützen; 2_energien_erneuerbaren_ausbau_strom; 3_koalitionspartner_bundeswehr_bundesregierung_bündnis; 4_digitale_digitalisierung_schaffen_daten; 5_kinder_familien_kindern_kindergrundsicherung; 6_mobilität_bima_fahrzeuge_elektrische; 7_coronapandemie_kommunen_schuldenregel_zukunftsinvestitionen; 8_kommunen_verbessern_bundeswehr_förderprogramme; 9_setzen_europäischen_unterstützen_standards; 10_krankenkassen_versorgung_prävention_pflege; 11_ausbildung_schulen_fördern_beruflichen; 12_steuerhinterziehung_steuergestaltungen_steuergestaltung_steuerpflichtigen; 13_migration_asylverfahren_einwanderungsrecht_integration; 14_arbeitgeber_arbeit_beschäftigten_euro; 15_transparenz_fairen_wettbewerb_gwb; 16_kultur_demokratie_medien_künstlerinnen"
de_regierung_n_neighbors = 7 min_dist = 0.0 min_cluster = 25 min_sample = 6;7.0;0.0;25.0;6.0;0.3294223084779722;12.0;0.827375855396094;"0_kinder_menschen_stärken_arbeit; 1_deutschen_deutsche_stärken_transformation; 2_eu_europäischen_sicherheit_unterstützen; 3_energien_erneuerbaren_ausbau_strom; 4_koalitionspartner_bundeswehr_bundesregierung_bündnis; 5_digitale_digitalisierung_schaffen_daten; 6_mobilität_bima_fahrzeuge_elektrische; 7_coronapandemie_schuldenregel_kommunen_zukunftsinvestitionen; 8_kommunen_bundeswehr_verbessern_förderprogramme; 9_setzen_europäischen_unterstützen_standards; 10_transparenz_stärken_fairen_wettbewerb; 11_krankenkassen_versorgung_prävention_pflege"
de_regierung_n_neighbors = 7 min_dist = 0.0 min_cluster = 30 min_sample = 7;7.0;0.0;30.0;7.0;0.32441873654151243;10.0;0.8425543840316672;"0_kinder_menschen_stärken_arbeit; 1_eu_europäischen_sicherheit_unterstützen; 2_deutschen_stärken_deutsche_transformation; 3_koalitionspartner_bundeswehr_bundesregierung_bündnis; 4_energien_erneuerbaren_ausbau_stärken; 5_digitale_digitalisierung_schaffen_daten; 6_rahmen_coronapandemie_prüfen_finanzierung; 7_mobilität_bima_fahrzeuge_elektrische; 8_kommunen_bundeswehr_verbessern_förderprogramme; 9_setzen_europäischen_unterstützen_ebene"
de_regierung_n_neighbors = 7 min_dist = 0.1 min_cluster = 10 min_sample = 2;7.0;0.1;10.0;2.0;0.3654371952586623;35.0;0.7493473407390142;"0_energien_erneuerbaren_ausbau_strom; 1_digitale_digitalisierung_schaffen_daten; 2_mobilität_bima_fahrzeuge_elektrische; 3_region_freiheit_sicherheit_menschenrechte; 4_kinder_familien_kindergrundsicherung_eltern; 5_innovation_transformation_marktwirtschaft_industrie; 6_europäischen_eu_europäische_europa; 7_koalitionspartner_koalitionsfraktionen_grünen_stellt; 8_krankenkassen_prävention_versorgung_pflege; 9_migration_asylverfahren_integration_aufenthaltserlaubnis; 10_steuerhinterziehung_steuergestaltungen_steuergestaltung_steuerpflichtigen; 11_bafin_geldwäsche_kapitalmarkt_immobilien; 12_arbeitgeber_arbeit_beschäftigten_homeoffice; 13_kontrolle_einsatz_sicherheitslücken_itsicherheit; 14_kommunen_förderprogramme_zentren_bürgerräte; 15_schulen_ausbildung_bildung_fördern; 16_setzen_wirtschaft_unterstützen_standards; 17_diskriminierung_gleichstellung_sexueller_aufgrund; 18_coronapandemie_schuldenbremse_schuldenregel_kommunen; 19_klima_klimaneutralität_klimaziele_klimakrise; 20_politischen_demokratie_zivilgesellschaft_ort; 21_rente_altersvorsorge_bürgergeld_prüfen; 22_bundeswehr_ladeinfrastruktur_beschleunigen_soldaten; 23_partnerschaft_internationale_multilateralismus_internationalen; 24_kultur_kulturelle_medien_vielfalt; 25_gwb_fairen_wettbewerb_verbraucherschutz; 26_transparenz_transparenzpflichten_wirtschaftlichkeitsuntersuchung_kommission; 27_subventionen_geachtet_unterstützung_ausgaben; 28_jahren_gesellschaft_fünf_geworden; 29_digitale_digitalen_gegenüber_setzen; 30_fischerei_nord_ostsee_schutz; 31_flächen_pflanzenschutzmitteln_alternativen_entwickeln; 32_tourismus_pflege_stadt_gesundheitswesens; 33_ii_sgb_rechtslage_wohnungslosigkeit; 34_clankriminalität_sogenannten_einschließlich_sollen"
de_regierung_n_neighbors = 7 min_dist = 0.1 min_cluster = 15 min_sample = 3;7.0;0.1;15.0;3.0;0.36094010734697635;22.0;0.7482834519773693;"0_energien_erneuerbaren_ausbau_strom; 1_transformation_deutschen_wohlstand_neue; 2_digitale_digitalisierung_schaffen_daten; 3_bundeswehr_lehnen_kontrolle_einsatz; 4_mobilität_bima_fahrzeuge_elektrische; 5_region_freiheit_eu_sicherheit; 6_kinder_familien_kindergrundsicherung_eltern; 7_kommunen_verbessern_bundeswehr_beschleunigen; 8_coronapandemie_kommunen_verlängern_schuldenbremse; 9_setzen_unterstützen_ebene_europäischer; 10_krankenkassen_versorgung_prävention_pflege; 11_koalitionspartner_stellt_grünen_bündnis; 12_europäischen_eu_europäische_europa; 13_bafin_geldwäsche_kapitalmarkt_stärken; 14_steuerhinterziehung_steuergestaltungen_steuergestaltung_steuerpflichtigen; 15_migration_asylverfahren_integration_aufenthaltserlaubnis; 16_arbeitgeber_arbeit_beschäftigten_euro; 17_transparenz_fairen_gwb_wettbewerb; 18_partnerschaft_internationale_multilateralismus_internationalen; 19_schulen_bildung_ausbildung_beruflichen; 20_diskriminierung_gleichstellung_sexueller_aufgrund; 21_politischen_demokratie_zivilgesellschaft_ort"
de_regierung_n_neighbors = 7 min_dist = 0.1 min_cluster = 20 min_sample = 5;7.0;0.1;20.0;5.0;0.34350943641620685;17.0;0.7770181125010279;"0_kinder_familien_bildung_fördern; 1_energien_erneuerbaren_ausbau_strom; 2_digitale_digitalisierung_schaffen_daten; 3_transformation_wohlstand_deutschen_neue; 4_bundeswehr_lehnen_kontrolle_einsatz; 5_mobilität_bima_fahrzeuge_elektrische; 6_sicherheit_region_freiheit_eu; 7_europäischen_eu_internationalen_europäische; 8_setzen_europäischen_unterstützen_ebene; 9_steuerhinterziehung_gestärkt_gwb_einsetzen; 10_kommunen_bundeswehr_förderprogramme_ladeinfrastruktur; 11_krankenkassen_versorgung_pflege_ögd; 12_koalitionspartner_stellt_grünen_bündnis; 13_migration_asylverfahren_einwanderungsrecht_integration; 14_politischen_demokratie_stärken_zivilgesellschaft; 15_arbeitgeber_arbeit_beschäftigten_euro; 16_bafin_geldwäsche_stärken_kapitalmarkt"
de_regierung_n_neighbors = 7 min_dist = 0.1 min_cluster = 25 min_sample = 6;7.0;0.1;25.0;6.0;0.3333473787110342;2.0;0.908088630924732;"0_stärken_unterstützen_setzen_schaffen; 1_mobilität_bima_fahrzeuge_elektrische"
de_regierung_n_neighbors = 7 min_dist = 0.1 min_cluster = 30 min_sample = 7;7.0;0.1;30.0;7.0;0.30885185271183063;2.0;0.9067468287008711;"0_stärken_unterstützen_setzen_schaffen; 1_mobilität_bima_fahrzeuge_elektrische"
de_regierung_n_neighbors = 7 min_dist = 0.25 min_cluster = 10 min_sample = 2;7.0;0.25;10.0;2.0;0.3503466077003338;30.0;0.7255738599429511;"0_deutschen_transformation_deutsche_wirtschaft; 1_energien_erneuerbaren_ausbau_strom; 2_digitale_digitalisierung_schaffen_daten; 3_mobilität_fahrzeuge_elektrische_innovative; 4_region_freiheit_verantwortung_eu; 5_kinder_familien_kindergrundsicherung_eltern; 6_krankenkassen_versorgung_prävention_pflege; 7_steuerhinterziehung_steuergestaltungen_steuergestaltung_steuerpflichtigen; 8_arbeitgeber_arbeit_beschäftigten_homeoffice; 9_migration_asylverfahren_integration_aufenthaltserlaubnis; 10_einsatz_kontrolle_demokratischen_polizei; 11_europäischen_europäische_eu_eugh; 12_schulen_ausbildung_bildung_fördern; 13_einschließlich_clankriminalität_sogenannten_sollen; 14_diskriminierung_gleichstellung_sexueller_aufgrund; 15_kommunen_förderprogramme_zentren_ländern; 16_koalitionspartner_koalitionsfraktionen_bundesregierung_treffen; 17_verlängern_subventionen_geachtet_abzusichern; 18_politischen_demokratie_stärken_menschen; 19_coronapandemie_schuldenbremse_schuldenregel_kommunen; 20_rente_altersvorsorge_prüfen_absicherung; 21_gwb_fairen_vergabe_verbraucherschutz; 22_kultur_kulturelle_kreativwirtschaft_künstlerinnen; 23_unterstützen_setzen_standards_ebene; 24_ladeinfrastruktur_beschleunigen_bundeswehr_planung; 25_digitale_digitalen_setzen_gegenüber; 26_fischerei_ostsee_nord_schutz; 27_internationale_nato_europa_afrikanischen; 28_flächen_pflanzenschutzmitteln_alternativen_klimaschutz; 29_impfstoffen_arzneimitteln_chemischer_alkohol"
de_regierung_n_neighbors = 7 min_dist = 0.25 min_cluster = 15 min_sample = 3;7.0;0.25;15.0;3.0;0.32115559291853596;14.0;0.7285380857589827;"0_kinder_stärken_bildung_fördern; 1_eu_europäischen_setzen_unterstützen; 2_energien_erneuerbaren_ausbau_strom; 3_bundeswehr_stärken_kontrolle_schutz; 4_transformation_neue_deutschen_wirtschaft; 5_digitale_digitalisierung_schaffen_daten; 6_mobilität_fahrzeuge_elektrische_prozent; 7_kommunen_ladeinfrastruktur_beschleunigen_ausbau; 8_bafin_geldwäsche_stärken_kapitalmarkt; 9_migration_asylverfahren_integration_einwanderungsrecht; 10_arbeitgeber_arbeit_beschäftigten_möglich; 11_steuerhinterziehung_steuergestaltungen_steuergestaltung_steuerpflichtigen; 12_koalitionspartner_koalitionsfraktionen_bundesregierung_treffen; 13_coronapandemie_schuldenbremse_schuldenregel_kommunen"
