Document;Topic;Name;Top_n_words;Probability;Representative_document;model
osterreich zahlt euweit zu jenen sieben landern die das hochste aufkommen  an siedlungsabfallen aufweisen  kg pro kopf im jahr  bei der recyclingrate   inlandischer materialverbrauch  domestic material consumption dmc inlandsentnahme  plus importe minus exporte;4.0;4_jahr_tonnen_pro_kopf;jahr - tonnen - pro - kopf - dmc - material - materialverbrauch - use - lag - zirkularitatsrate;1.0;1.0;(5.0, 0.1, 15, 3)
 monitoring und governance die erfolgreiche steuerung der umsetzung der osterreichischen kreislaufwirtschaftsstrategie erfordert eine geeignete governance die alle relevanten bereiche umfasst  und auf den unterschiedlichen ebenen ansetzt vom urbanen und landlichen raum auf  lokaler ebene bis zur europaischen union geeignete offentliche governancestrukturen  und prozesse fur politik und verwaltung sollen rasch entwickelt und implementiert  werden durch entsprechende aufgabenverteilung soll die notwendige mitwirkung aller  gebietskorperschaften gesichert werden;2.0;2_kreislaufwirtschaftsstrategie_nachhaltige_ziel_wirtschaft;kreislaufwirtschaftsstrategie - nachhaltige - ziel - wirtschaft - holzwirtschaft - kreislaufwirtschaft - euro - europaischen - agenda - umweltziele;1.0;1.0;(5.0, 0.1, 15, 3)
rechtliche hindernisse beseitigen  aktuelle wirtschaftsrelevante rechtsvorschriften fußen oft implizit auf unserem derzeitigen linearen wirtschaftssystem und berucksichtigen noch nicht ausreichend die  anforderungen einer umfassenden kreislaufwirtschaft potenzielle hindernisse finden  sich in vielen rechtsbereichen beispielsweise fordern die derzeitigen buchfuhrungsvorschriften zur abschreibung die regelmaßige anschaffung neuer produkte kartellrechtliche  bestimmungen die wichtig fur den wettbewerb sind mussen bei der zusammenarbeit  zwischen unternehmen zur nutzung von reststoffen und abfallen ebenso berucksichtigt werden wie unterschiedliche vorgaben zu materialanforderungen in verschiedenen  branchen  solche rechtlichen hurden gilt es zu identifizieren zu analysieren und gegebenenfalls zu beseitigen besonderes augenmerk liegt auf rechtlichen hurden in den  wertschopfungsketten der transformationsschwerpunkte;12.0;12_normen_standards_wertschopfungsketten_unternehmen;normen - standards - wertschopfungsketten - unternehmen - rechtsvorschriften - zirkularitat - viele - beseitigen - regeln - aktiv;1.0;1.0;(5.0, 0.1, 15, 3)
 ein beispiel dafur ist der vorschlag der eukommission  zur modernisierung der  euverordnung fur batterien und altbatterien eceuropaeucommissionpresscornerdetail deip ;13.0;13_elektro_batterien_elektronikgeraten_nutzung;elektro - batterien - elektronikgeraten - nutzung - elektronikaltgeraten - elektronikgerate - einschließlich - bedarf - konsum - gerate;1.0;1.0;(5.0, 0.1, 15, 3)
die nachsten schritte  identifizierung und schaffung notwendiger rechtlicher rahmenbedingungen die  die reale erprobung zirkularer innovationen und losungen in einem definierten  rahmen regulatory sandboxes ermoglichen;5.0;5_akteurinnen_siehe_kreislaufwirtschaft_verankert;akteurinnen - siehe - kreislaufwirtschaft - verankert - seite - umsetzung - maßnahmen - innovationen - ftischwerpunkt - transformationsschwerpunkte;1.0;1.0;(5.0, 0.1, 15, 3)
abfallrecht weiterentwickeln  vieles was bislang als abfall entsorgt wird zb reststoffe aus der produktion abbruchmaterialien zuruckgenommene produkte soll zunehmend als sekundare rohstoffquelle  genutzt werden als abfall klassifiziert unterliegen guter und materialien der abfallgesetzgebung womit auch qualitative anforderungen in hinblick auf eine hochwertige  verwertung verbunden sind daher gilt es die sekundarrohstoffflusse national und  international zu attraktivieren;0.0;0_recycling_genutzt_sekundarrohstoffen_produkten;recycling - genutzt - sekundarrohstoffen - produkten - materialien - abfalle - verpackungen - wiederverwendung - sekundarrohstoffe - abfallen;1.0;1.0;(5.0, 0.1, 15, 3)
 nutzung der normung fur die schaffung einheitlicher qualitatsstandards auch  branchenubergreifend fur stoffe und materialien;12.0;12_normen_standards_wertschopfungsketten_unternehmen;normen - standards - wertschopfungsketten - unternehmen - rechtsvorschriften - zirkularitat - viele - beseitigen - regeln - aktiv;1.0;1.0;(5.0, 0.1, 15, 3)
die nachsten schritte  grundlagen und vorgaben fur digitale produktinformationssysteme entwickeln  abstimmen und umsetzen;10.0;10_digitale_digitalisierung_digitaler_technologien;digitale - digitalisierung - digitaler - technologien - digitalen - sekundarmaterialien - deutlich - ermoglicht - form - themenspezifischen;1.0;1.0;(5.0, 0.1, 15, 3)
 ausbau des angebots von informations und weiterbildungsangeboten im  beschaffungsbereich in kooperation mit fortbildungsanbietern zb verwaltungsakademie wifiwko berufsforderungsinstitut wienbfi;5.0;5_akteurinnen_siehe_kreislaufwirtschaft_verankert;akteurinnen - siehe - kreislaufwirtschaft - verankert - seite - umsetzung - maßnahmen - innovationen - ftischwerpunkt - transformationsschwerpunkte;1.0;1.0;(5.0, 0.1, 15, 3)
erweiterte produzentenverantwortung etablieren ein wichtiges instrument um externe kosten einzupreisen und marktanreize fur nachhaltige zirkulare produkte zu setzen ist die erweiterte produzentenverantwortung  extended producer responsibility epr in der praxis bedeutet epr dass die hersteller  gemaß dem verursacherprinzip polluter pays die verantwortung fur die sammlung  oder rucknahme gebrauchter waren und fur das sortieren aufbereiten rezyklieren  und entsorgen ubernehmen eine solche verantwortung kann rein finanzieller oder auch  organisatorischer natur sein  abfall wird damit zum kostenfaktor;1.0;1_epr_produkte_nachhaltige_producer;epr - produkte - nachhaltige - producer - responsibility - kreislaufwirtschaft - geschaftsmodelle - extended - for - rahmen;1.0;1.0;(5.0, 0.1, 15, 3)
die nachsten schritte  identifizieren von fordermoglichkeiten zur uberbruckung von okonomischen nachteilen am markt fur zirkulare produkte und geschaftsmodelle;1.0;1_epr_produkte_nachhaltige_producer;epr - produkte - nachhaltige - producer - responsibility - kreislaufwirtschaft - geschaftsmodelle - extended - for - rahmen;1.0;1.0;(5.0, 0.1, 15, 3)
entlang gemeinsamer ftiziele werden maßnahmen umgesetzt die in unterschiedlichen  nationalen forderinitiativen verankert sind und weitgehend uber die osterreichische  forschungsforderungsgesellschaft ffg abgewickelt werden dies betrifft neben den  klassischen technologiethemen auch weiterbildungsmaßnahmen sowie schnittstellen  zur umsetzung wie die innovationsfordernde offentliche beschaffung siehe seite    oder die unterstutzung der vermarktung innovativer osterreichischer produkte im ausland;5.0;5_akteurinnen_siehe_kreislaufwirtschaft_verankert;akteurinnen - siehe - kreislaufwirtschaft - verankert - seite - umsetzung - maßnahmen - innovationen - ftischwerpunkt - transformationsschwerpunkte;1.0;1.0;(5.0, 0.1, 15, 3)
 verankerung von kreislaufwirtschaftsthemen in bestehenden themenspezifischen  ftiinitiativen etwa zu produktionstechnologien digitalen technologien mobilitats und weltraumtechnologien oder der klimaneutralen stadt;10.0;10_digitale_digitalisierung_digitaler_technologien;digitale - digitalisierung - digitaler - technologien - digitalen - sekundarmaterialien - deutlich - ermoglicht - form - themenspezifischen;0.9116385349896462;1.0;(5.0, 0.1, 15, 3)
 initiieren von disseminations und vernetzungsaktivitaten um ein umfassendes  akteursnetzwerk zu schaffen und die interessierte offentlichkeit uber aktuelle  ftiaktivitaten zu informieren forschung technologieentwicklung und innovation  fti die fundamentale transformation des wirtschaftssystems zur kreislaufwirtschaft kann  nur durch systemische und holistische forschung und entwicklung gelingen dazu ist  es mitunter notwendig radikal neue losungen zu entwickeln und erfolgreich am markt  zu etablieren derartige neuerungen sind jedoch meist kapital und zeitintensiv und mit  erheblichen unternehmerischen risiken verbunden hier kann die staatliche ftiforderung  eine entscheidende rolle spielen impulse setzen und nachhaltige moglichkeiten eroffnen  insbesondere wenn noch kein markt dafur etabliert ist;7.0;7_kreislaufwirtschaft_entwicklung_innovationen_forschung;kreislaufwirtschaft - entwicklung - innovationen - forschung - breite - dafur - neue - transformation - braucht - sozialen;1.0;1.0;(5.0, 0.1, 15, 3)
entlang gemeinsamer ftiziele werden maßnahmen umgesetzt die in unterschiedlichen  nationalen forderinitiativen verankert sind und weitgehend uber die osterreichische  forschungsforderungsgesellschaft ffg abgewickelt werden dies betrifft neben den  klassischen technologiethemen auch weiterbildungsmaßnahmen sowie schnittstellen  zur umsetzung wie die innovationsfordernde offentliche beschaffung siehe seite    oder die unterstutzung der vermarktung innovativer osterreichischer produkte im ausland;5.0;5_akteurinnen_siehe_kreislaufwirtschaft_verankert;akteurinnen - siehe - kreislaufwirtschaft - verankert - seite - umsetzung - maßnahmen - innovationen - ftischwerpunkt - transformationsschwerpunkte;1.0;1.0;(5.0, 0.1, 15, 3)
 verankerung von kreislaufwirtschaftsthemen in bestehenden themenspezifischen  ftiinitiativen etwa zu produktionstechnologien digitalen technologien mobilitats und weltraumtechnologien oder der klimaneutralen stadt;10.0;10_digitale_digitalisierung_digitaler_technologien;digitale - digitalisierung - digitaler - technologien - digitalen - sekundarmaterialien - deutlich - ermoglicht - form - themenspezifischen;1.0;1.0;(5.0, 0.1, 15, 3)
gleichzeitig spielen digitale technologien und losungen eine schlusselrolle fur die kreislaufwirtschaft es liegt daher nahe die digitalisierungsoffensive mit der transformation  zur kreislaufwirtschaft zu verschranken und so das hohe synergiepotenzial zu nutzen;10.0;10_digitale_digitalisierung_digitaler_technologien;digitale - digitalisierung - digitaler - technologien - digitalen - sekundarmaterialien - deutlich - ermoglicht - form - themenspezifischen;1.0;1.0;(5.0, 0.1, 15, 3)
disruptive innovationen wie sie die angestrebte fundamentale umgestaltung des gesamten wirtschaftssystems in eine kreislaufwirtschaft erfordert;7.0;7_kreislaufwirtschaft_entwicklung_innovationen_forschung;kreislaufwirtschaft - entwicklung - innovationen - forschung - breite - dafur - neue - transformation - braucht - sozialen;1.0;1.0;(5.0, 0.1, 15, 3)
circularity lab austria aufbauen die einrichtung des circularity lab austria soll die transformation in eine kreislauforientierte ressourcenschonende und klimaneutrale gesellschaft und wirtschaft  beschleunigen ziele sind die forderung von kreislaufwirtschaftsaktivitaten in unternehmen ua einsatz innovativer sauberer technologien ressourceneffizienter systeme  zirkularer geschaftsmodelle und erneuerbarer ressourcen und recyclingwertstoffe und  die stimulierung der nachfrage nach kreislauffahigen produkten und leistungen durch  endverbraucherinnen zu den aufgaben gehoren die osterreichische kreislaufwirtschaftsstrategie information kommunikation und qualifikation der akteurinnen der kreislaufwirtschaft   wissens und knowhowtransfer organisieren und spezifische veranstaltungen  durchfuhren  vernetzung osterreichischer unternehmen und forschungseinrichtungen im  bereich kreislaufwirtschaft und branchenubergreifend  erfahrungsaustausch und zusammenarbeit mit in und auslandischen expertinnen  unternehmen institutionen und forschungseinrichtungen die nachsten schritte  detaillierte konzeption und umsetzung des circularity lab austria;9.0;9_transformation_kreislaufwirtschaft_ziele_kreislaufwirtschaftsstrategie;transformation - kreislaufwirtschaft - ziele - kreislaufwirtschaftsstrategie - economy - circular - klimaschutz - synergien - analog - verringerung;1.0;1.0;(5.0, 0.1, 15, 3)
private nachfrage stimulieren es ist primar aufgabe der unternehmen ein attraktives angebot an nachhaltigen zirkularen produkten auf den markt zu bringen die fur alle leistbar das heißt nicht teurer  als konventionelle sind politik und verwaltung mussen dafur die geeigneten rahmenbedingungen schaffen;1.0;1_epr_produkte_nachhaltige_producer;epr - produkte - nachhaltige - producer - responsibility - kreislaufwirtschaft - geschaftsmodelle - extended - for - rahmen;1.0;1.0;(5.0, 0.1, 15, 3)
geeignete bewusstseins und informationsmaßnahmen anhand konkreter beispiele sollen konsumentinnen helfen die relevanten nachhaltigkeitsaspekte zirkularer  produkte zu verstehen beim kauf zu berucksichtigen und neue nutzungsformen zb;11.0;11_konsumentinnen_produkten_produkte_reparatur;konsumentinnen - produkten - produkte - reparatur - konsumverhalten - starken - bereitstellung - konnen - vollzug - lange;1.0;1.0;(5.0, 0.1, 15, 3)
die nachsten schritte  erstellen einer osterreichischen wissenslandkarte zur kreislaufwirtschaft;2.0;2_kreislaufwirtschaftsstrategie_nachhaltige_ziel_wirtschaft;kreislaufwirtschaftsstrategie - nachhaltige - ziel - wirtschaft - holzwirtschaft - kreislaufwirtschaft - euro - europaischen - agenda - umweltziele;1.0;1.0;(5.0, 0.1, 15, 3)
neben der fokussierung auf nationale umsetzungsmaßnahmen wird auf europaischer  und internationaler ebene die weiterentwicklung von einschlagigen ordnungspolitischen  und marktorientierten instrumenten zur steigerung der zirkularitat von materialien aktiv  unterstutzt;12.0;12_normen_standards_wertschopfungsketten_unternehmen;normen - standards - wertschopfungsketten - unternehmen - rechtsvorschriften - zirkularitat - viele - beseitigen - regeln - aktiv;1.0;1.0;(5.0, 0.1, 15, 3)
verlangerung der nutzungsdauer von gebauden sowie bauprodukten  anstreben einer osterreichweiten bewilligungspflicht fur den ruckbau bzw;8.0;8_nachfolgende_maßnahmen_mobilitatsmasterplan_umgesetzt;nachfolgende - maßnahmen - mobilitatsmasterplan - umgesetzt - prioritar - ziele - sanierung - sollen - emissionsfreie - gebauden;1.0;1.0;(5.0, 0.1, 15, 3)
 schaffung von finanziellen anreizen fur recyclingproduktesekundare rohstoffe  um recycling sekundarrohstoffe zu fordern;0.0;0_recycling_genutzt_sekundarrohstoffen_produkten;recycling - genutzt - sekundarrohstoffen - produkten - materialien - abfalle - verpackungen - wiederverwendung - sekundarrohstoffe - abfallen;1.0;1.0;(5.0, 0.1, 15, 3)
vor diesem hintergrund wurden folgende ziele festgelegt  reduktion des verkehrsaufkommens durch maßnahmen im bereich der kreislaufwirtschaft zb lokale nutzung von bodenaushubmaterial als erganzung zu  maßnahmen im bereich raumplanung siehe bodenschutzstrategie und mobilitatsmasterplan ;8.0;8_nachfolgende_maßnahmen_mobilitatsmasterplan_umgesetzt;nachfolgende - maßnahmen - mobilitatsmasterplan - umgesetzt - prioritar - ziele - sanierung - sollen - emissionsfreie - gebauden;1.0;1.0;(5.0, 0.1, 15, 3)
 verstarkte kontrollen beim export von altfahrzeugen und deren sachgemaßer  nutzung bzw behandlung im ausland;8.0;8_nachfolgende_maßnahmen_mobilitatsmasterplan_umgesetzt;nachfolgende - maßnahmen - mobilitatsmasterplan - umgesetzt - prioritar - ziele - sanierung - sollen - emissionsfreie - gebauden;1.0;1.0;(5.0, 0.1, 15, 3)
 starkung des verursacherprinzips betreffend eurechtlicher zahlungen fur nicht  rezyklierte kunststoffverpackungen  textilwirtschaft die textil und bekleidungsindustrie zahlt global zu den wichtigen wirtschaftsbranchen  der konsumguterindustrie ihr vielfaltiges produkt und dienstleistungsangebot reicht  von kleidung uber heimtextilien bis hin zu technischen anwendungen im euaktionsplan kreislaufwirtschaft werden textilien als ressourcenintensiv mit hohem kreislaufwirtschaftspotenzial ausgewiesen die erarbeitung einer eutextilstrategie wurde  angekundigt das marktdominierende geschaftsmodell der fast fashion verursacht hohe  belastungen fur umwelt und klima hohen ressourcenverbrauch und hat vielfaltige sozial  negative auswirkungen kleidung wird immer kurzer getragen und oft auch ungebraucht  entsorgt  derzeit steht das textilrecycling noch am anfang nur sehr wenig altkleidung  wird zu neuen fasern verarbeitet und fur die textilindustrie recycelt;6.0;6_textilien_kleidung_nachhaltige_fashion;textilien - kleidung - nachhaltige - fashion - fast - design - mikroplastik - verpackungen - textil - sortier;1.0;1.0;(5.0, 0.1, 15, 3)
die strategie umfasst die vision  fur textilien und schlagt schlusselmaßnahmen vor ziel ist es dass alle textilprodukte die auf den eumarkt gebracht werden  langlebig reparierbar und recycelbar sind zu einem großen teil aus recycelten fasern  bestehen frei von gefahrlichen stoffen sind und unter beachtung sozialer rechte und  der umwelt hergestellt werden den konsumentinnen stehen hochwertige und erschwingliche textilien zur verfugung und fast fashion kommt aus der mode rentable  wiederverwendungs und reparaturdienste sind weithin verfugbar der textilsektor  ist wettbewerbsfahig widerstandsfahig und innovativ da die hersteller entlang der  wertschopfungskette verantwortung fur ihre produkte ubernehmen und ausreichende  kapazitaten fur innovatives faserzufaserrecycling verfugbar sind kreislauffahige  kleidung anstelle von kurzlebiger kleidung ist zur norm geworden;6.0;6_textilien_kleidung_nachhaltige_fashion;textilien - kleidung - nachhaltige - fashion - fast - design - mikroplastik - verpackungen - textil - sortier;1.0;1.0;(5.0, 0.1, 15, 3)
weitere maßnahmen betreffen die unbeabsichtigte freisetzung von mikroplastik die  ausfuhr von textilabfallen sowie anreize fur zirkulare geschaftsmodelle einschließlich  des wiederverwendungs und reparatursektors;6.0;6_textilien_kleidung_nachhaltige_fashion;textilien - kleidung - nachhaltige - fashion - fast - design - mikroplastik - verpackungen - textil - sortier;1.0;1.0;(5.0, 0.1, 15, 3)
vor diesem hintergrund wurden folgende ziele festgelegt bedarf an neuen elektro und elektronikgeraten durch neue geschaftsmodelle  dienstleistung statt kauf teilen statt kauf leasing und gemeinschaftliche  nutzung verringern;13.0;13_elektro_batterien_elektronikgeraten_nutzung;elektro - batterien - elektronikgeraten - nutzung - elektronikaltgeraten - elektronikgerate - einschließlich - bedarf - konsum - gerate;1.0;1.0;(5.0, 0.1, 15, 3)
sammlung und recycling verbessern  erhohung der sammelmenge von elektro und elektronikaltgeraten durch verbesserung der technischen und rechtlichen rahmenbedingungen;13.0;13_elektro_batterien_elektronikgeraten_nutzung;elektro - batterien - elektronikgeraten - nutzung - elektronikaltgeraten - elektronikgerate - einschließlich - bedarf - konsum - gerate;1.0;1.0;(5.0, 0.1, 15, 3)
vor diesem hintergrund wurden folgende ziele festgelegt  effiziente landwirtschaftliche produktion bei gleichzeitiger diversifizierung des  anbaus unter einhaltung ubergeordneter schutzziele steigern reststoffe und  abfalle reduzieren unvermeidbare reststoffe und abfalle sind wertsteigernd zu  verwerten und stoffkreislaufen oder der energetischen verwertung zuzufuhren;0.0;0_recycling_genutzt_sekundarrohstoffen_produkten;recycling - genutzt - sekundarrohstoffen - produkten - materialien - abfalle - verpackungen - wiederverwendung - sekundarrohstoffe - abfallen;1.0;1.0;(5.0, 0.1, 15, 3)
 verstarkter vollzug der reachverordnung artikel  pflicht zur weitergabe von  informationen uber stoffe in erzeugnissen;11.0;11_konsumentinnen_produkten_produkte_reparatur;konsumentinnen - produkten - produkte - reparatur - konsumverhalten - starken - bereitstellung - konnen - vollzug - lange;1.0;1.0;(5.0, 0.1, 15, 3)
rückmeldungen i hre überlegungen  zur vorliegenden publikation übermitteln sie bitte an  holzbmlrtgvat alle rechte vorbehaltenmit holz unsere zukunft nachhaltig gestalten das motto mit holz unsere zukunft nachhaltig gestalten soll dazu anleiten dass bei der  lösung ökologischer gesellschaftlicher und wirtschaftlicher herausforderungen unserer  zeit die nachwachsende und nachhaltig verfügbare ressource holz eine entscheidende  rolle spielt es ist ein vielseitig einsetzbarer rohstoff von unschätzbarem wert mit der  österreichischen holzinitiative wollen wir die bedeutung von holz aufzeigen sowie das enorme und nachhaltige innovationspotenzial seiner verwendung freilegen;3.0;3_holz_holzinitiative_wald_klimaschutz;holz - holzinitiative - wald - klimaschutz - europäischen - sinne - bioökonomie - verwendung - forst - waldfonds;1.0;1.0;(5.0, 0.25, 10, 2)
so durchlaufen etwa zwei drittel des frischholzaufkommens als säge und industrierundholz die holzverarbeitende industrie inklusive der produktion von zellstoff rund ein viertel wird als brennholz und hackgut direkt energetisch genutzt  holz spielt auch  eine zentrale rolle in der strategischen entwicklung einer österreichischen bioökonomie als bedeutendste nachwachsende biogene ressource österreichs bildet holz die  grundlage für eine vielfältige produktpalette;3.0;3_holz_holzinitiative_wald_klimaschutz;holz - holzinitiative - wald - klimaschutz - europäischen - sinne - bioökonomie - verwendung - forst - waldfonds;1.0;1.0;(5.0, 0.25, 10, 2)
es ist aufgabe der politik und der verwaltung die rahmenbedingungen für die nachhaltige waldbewirtschaftung und den erhalt aller  wirkungen des waldes zu schaffen sowie alle interessensgruppen  miteinzubeziehen mit dem österreichischen waldfonds hat die österreichische bundesregierung ein rettungs und zukunftspaket für österreichs wälder ins leben gerufen von dem wir alle profitieren   diin maria patek mba leiterin der sektion forstwirtschaft und  nac hhaltigkeit im bmlrt details zu den einzelnen maßnahmenbereichen   wwwwaldfondsat die maßnahmenbereiche sieben und neun des österreichischen waldfonds sind integrale bestandteile der  österreichischen holzinitiative für beide maßnahmen  stehen insgesamt  mio euro zur verfügung;3.0;3_holz_holzinitiative_wald_klimaschutz;holz - holzinitiative - wald - klimaschutz - europäischen - sinne - bioökonomie - verwendung - forst - waldfonds;1.0;1.0;(5.0, 0.25, 10, 2)
 weltbank  what a waste  a global snapshot of solid waste management to  ;1.0;1_recycling_abfalle_wiederverwendung_materialien;recycling - abfalle - wiederverwendung - materialien - sekundarrohstoffen - produkten - verwertung - vorbereitung - sekundarrohstoffe - genutzt;1.0;1.0;(5.0, 0.25, 10, 2)
die osterreichische kreislaufwirtschaftsstrategie steht im einklang mit den  internationalen insbesondere den europaischen zielvorgaben allen voran mit der  un agenda  fur nachhaltige entwicklung mit  nachhaltigen entwicklungszielen  sdg  diese zielvorgaben sollen bei der auswahl und gestaltung der instrumente und  maßnahmen berucksichtigt werden dazu gehoren insbesondere ziel  nachhaltige  konsum und produktionsstrukturen ziel  industrie innovation und infrastruktur  ziel  nachhaltige stadte und gemeinden und ziel  maßnahmen zum klimaschutz;2.0;2_kreislaufwirtschaftsstrategie_nachhaltige_ziel_holzwirtschaft;kreislaufwirtschaftsstrategie - nachhaltige - ziel - holzwirtschaft - wirtschaft - kreislaufwirtschaft - europaischen - zielvorgaben - umweltziele - agenda;1.0;1.0;(5.0, 0.25, 10, 2)
die osterreichische kreislaufwirtschaftsstrategie soll wesentlich dazu beitragen  die nationalen klimaneutralitat bis  und die internationalen klimaziele zu erreichen  die im pariser klimaubereinkommen   festgelegt wurden und die die eu mit dem  fit for paket vorantreibt;2.0;2_kreislaufwirtschaftsstrategie_nachhaltige_ziel_holzwirtschaft;kreislaufwirtschaftsstrategie - nachhaltige - ziel - holzwirtschaft - wirtschaft - kreislaufwirtschaft - europaischen - zielvorgaben - umweltziele - agenda;1.0;1.0;(5.0, 0.25, 10, 2)
 unfccc  adoption of the paris agreement;14.0;14_green_deal_europaischen_europa;green - deal - europaischen - europa - eu - wandel - europaische - maßnahmenpaket - globaler - prasentierte;1.0;1.0;(5.0, 0.25, 10, 2)
