Document;Topic;Name;Top_n_words;Probability;Representative_document;model
katastrophenschutz  schutz der allgemeinheit vor gefahren und schäden die von katastrophen ausgehen der katast rophenschutz wird in den einschlägigen gesetzen der länder geregelt;3.0;3_bund_risiken_bevölkerungsschutz_schäden;bund - risiken - bevölkerungsschutz - schäden - maßnahmen - bevölkerung - schutz - unternehmen - katastrophenschutz - katastrophenhilfe;1.0;1.0;(7.0, 0.0, 15, 3)
vorsorge  summe aller vorbeugenden und vorbereitenden maßnahmen die zur verringerung oder  vermeidung möglicher schadens fälle ergriffen werden können;3.0;3_bund_risiken_bevölkerungsschutz_schäden;bund - risiken - bevölkerungsschutz - schäden - maßnahmen - bevölkerung - schutz - unternehmen - katastrophenschutz - katastrophenhilfe;1.0;1.0;(7.0, 0.0, 15, 3)
im katastrophenschutz gilt das subsidiaritätsprinzip daher kann der bund nur im weg der amts  und katastrophenhilfe tätig werden;3.0;3_bund_risiken_bevölkerungsschutz_schäden;bund - risiken - bevölkerungsschutz - schäden - maßnahmen - bevölkerung - schutz - unternehmen - katastrophenschutz - katastrophenhilfe;1.0;1.0;(7.0, 0.0, 15, 3)
abgesehen von der auslegung als strategie vision  und lösungsansatz zur nachhaltigen entwicklung für das gesamte wirtschaftssystem wird die kreislaufwirtschaft in anderen kontexten auch als gestaltungsprinzip für produkte und als sehr konkretes abgrenzbares politisches und wirtschaftliches handlungsfeld interpretiert so ist der begriff traditionell eng verknüpft mit managementansätzen der abfallwirtschaft wie den r reducereuserecycle oder zerowasteinitiativen also der vermeidung von abfällen der wiederverwendung von produkten sowie dem recycling und daraus abgeleiteter fünf oder gar neunstufiger hierarchien etabliert im deutschsprachigen raum ist diese konnotation durch das gesetz zur förderung der kreislaufwirtschaft und sicherung der umweltverträglichen bewirtschaftung von abfällen krwg       geltungsbereich   geltungsbereich die kreislaufwirtschaft bezieht über die klassische abfallwirtschaft hinaus alle  phasen von material und produktlebenszyklen in die betrachtung ein sie muss global inklusive der grenzüberschreitenden rohstoff waren und abfallströme und damit verbundener ökologischer und sozialer auswirkungen sowie in langfristiger zeitlicher perspektive der güterbestände und daraus hervorgehender materialflüsse betrachtet werden;4.0;4_ls_kreislaufwirtschaft_vgl_abfällen;ls - kreislaufwirtschaft - vgl - abfällen - verwertung - materialien - abfallvermeidung - vermeidung - produkten - schadstoffe;1.0;1.0;(7.0, 0.0, 15, 3)
auch ist die produktperspektive unerlässlich wenn es um die entwicklung und dynamik anthropogener lager geht in diesen werden materialien je nach nutzungshorizont der produktgruppen zum teil längerfristig eingebunden und das sekundärrohstoffpotenzial ist abhängig von der art und dauer der produktnutzung welche durch verweilzeitverteilungen abgebildet werden;7.0;7_kreislaufwirtschaft_verantwortung_produkte_design;kreislaufwirtschaft - verantwortung - produkte - design - produkten - ziele - materialien - umwelt - vgl - ls;1.0;1.0;(7.0, 0.0, 15, 3)
     materialkreisläufe   materialkreisläufe kreislaufwirtschaft zielt auf eine bewirtschaftung von materialien in möglichst  gleich oder höherwertigen kreisläufen ab wodurch primärmaterialien durch sekundärmaterialien geeigneter qualität substituiert und eingespart werden gleichwohl sind auch kaskadennutzungen und endgültige beseitigungen im hinblick auf die ziele  und die aufwandsmaßstäbe  erforderlich;4.0;4_ls_kreislaufwirtschaft_vgl_abfällen;ls - kreislaufwirtschaft - vgl - abfällen - verwertung - materialien - abfallvermeidung - vermeidung - produkten - schadstoffe;1.0;1.0;(7.0, 0.0, 15, 3)
design ist ein entscheidender hebel um eine kreislaufwirtschaft zu etablieren ein großteil der umweltauswirkungen von produkten dienstleistungen und  systemen  von siedlungen bis verkehrssystemen  wird bereits im gestaltungsprozess festgelegt es entscheidet sich bei der gestaltung ob ein erzeugnis langlebig ist ob es gewartet und bei eventuellen defekten repariert werden kann ob eine regelmäßige technische überholung möglich ist und ob sich bauteile oder materialien am produktlebensende mit vertretbarem aufwand wiedergewinnen lassen materialauswahl materialeinsatz und materialverarbeitung spielen dabei eine wichtige rolle sie bestimmen über die langlebigkeit von produkten hinaus in welchem umfang schädliche auswirkungen auf mensch und umwelt bei der gewinnung und verarbeitung von rohstoffen sowie der produktnutzung vermieden werden können sie haben weiterhin einfluss darauf inwieweit die verwendeten materialien in mehreren zyklen geführt werden können um dadurch auch zukünftig natürliche ressourcen zu schonen das design für eine kreislaufwirtschaft zielt erstens darauf ab produkte lange zu nutzen und ihre funktionsbeständigkeit zu sichern zweitens größtmöglichen werterhalt von produkten produktteilen und letztlich der materialien durch geschlossene kreisläufe zu ermöglichen und drittens eine kleinstmögliche umweltlast pro nutzeneinheit zu gewährleisten auf produktebene heißt dies zum einen design für wiederverwendung und recycling und zum anderen design für eine möglichst lange produktintegrität zu ermöglichen;7.0;7_kreislaufwirtschaft_verantwortung_produkte_design;kreislaufwirtschaft - verantwortung - produkte - design - produkten - ziele - materialien - umwelt - vgl - ls;1.0;1.0;(7.0, 0.0, 15, 3)
abfälle fallen oft als gemische mit heterogener  zusammensetzung an was dazu führen kann dass nur wenige belastbare kenntnisse über enthaltene materialien und mögliche schadstoffe vorliegen aus diesem grund können abfallbehandlungs und recyclingprozesse nicht immer zielgenau ausgerichtet werden hinzu kommen technische störstoffe die die kreislaufführung erschweren verhindern oder für die  wie im fall carbonfaserverstärkter kunststoffe und weiterer neuartiger funktionsmaterialien  derzeit noch keine passenden entsorgungskonzepte existieren;4.0;4_ls_kreislaufwirtschaft_vgl_abfällen;ls - kreislaufwirtschaft - vgl - abfällen - verwertung - materialien - abfallvermeidung - vermeidung - produkten - schadstoffe;1.0;1.0;(7.0, 0.0, 15, 3)
die verteilung der verantwortung in einer kreislaufwirtschaft soll auf alle lebenszyklusphasen von  produkten wirken und erfolgt im wesentlichen nach drei sich überschneidenden zuordnungskriterien dem verursacherprinzip der besten eignung sowie dem einfluss auf die lebenszyklusphasen;7.0;7_kreislaufwirtschaft_verantwortung_produkte_design;kreislaufwirtschaft - verantwortung - produkte - design - produkten - ziele - materialien - umwelt - vgl - ls;1.0;1.0;(7.0, 0.0, 15, 3)
der nachwachsende rohstoff holz der vermutlich erste bau und werkstoff   des menschen spielt auch in unserer hoch technologisierten und digitali  sierten welt eine zentrale rolle etwa  prozent der einfamilienhäuser in  deutschland sind in holzbauweise errichtet die holzfaser ist der grundstoff   für unsere zellstoff und papierprodukte und selbst textilien werden daraus  gewebt dabei zeigt sich die deutsche holzindustrie innovationsfreudig und  verantwortungs bewusst ein nicht unerheblicher teil unserer möbel besteht  aus recyceltem altholz vorbild ist dabei papier wo wir eine rücklaufquote von  prozent  erreichen;6.0;6_holzwirtschaft_mio_holz_nadelholz;holzwirtschaft - mio - holz - nadelholz - laubholz - deutsche - holzindustrie - prozent - präsident - bioökonomie;1.0;1.0;(7.0, 0.0, 15, 3)
viele unternehmen der deutschen holzindustrie agieren international weisen  hohe exportanteile auf und konkurrieren mit ihren produkten auf globali  sierten weltmärkten die deutsche holzwirtschaft  maschinen  und  anlagenbau elektrotechnik und elektronikindustrie automobilindustrie holzwirtschaft chemie und  pharmaindustrie       forstwirtschaft holzwirtschaftdruckereien und verlagecluster forst  holz    mio m sägeindustrie bauholz mio m holzwerksto industrie mio m zellsto papierindustrie mio m gewerbliches  energieholz mio m brennholz für  private haushalte millionen m waldholzgenutztes  laubholz   nadelholz  laubholz   nadelholz  laubholz  laubholz   nadelholz  laubholz  nadelholz   nadelholz nutzungsmenge   ohne rinde und holzrestebeschäftigtecluster forst  holz  die deutsche holzwirtschaft nadel und laubbäume machen derzeit jeweils etwa die hälfte des baumbe standes in deutschland aus doch dieses verhältnis verschiebt sich mit der  nächsten waldgeneration dramatisch die im schatten der altbäume nach wachsende waldgeneration besteht heute zu  prozent aus laubbäumen  und nur noch zu  prozent aus nadelbäumen grund hierfür ist der einseitig forcierte waldumbau;6.0;6_holzwirtschaft_mio_holz_nadelholz;holzwirtschaft - mio - holz - nadelholz - laubholz - deutsche - holzindustrie - prozent - präsident - bioökonomie;1.0;1.0;(7.0, 0.0, 15, 3)
in seiner empfehlung an die bundesregierung wie deutschland zum roh stoffland wird schlägt der rat für nachhaltige entwicklung den aufbau einer  kreislaufwirtschaft als kernbestandteil einer nachhaltigen rohstoffwirtschaft  vor nur auf diese weise sei es möglich nicht erneuerbare rohstoffe durch  erneuerbare zu substituieren;6.0;6_holzwirtschaft_mio_holz_nadelholz;holzwirtschaft - mio - holz - nadelholz - laubholz - deutsche - holzindustrie - prozent - präsident - bioökonomie;1.0;1.0;(7.0, 0.0, 15, 3)
 diversifizierung der energieträger die ressourceneffiziente energetische nutzung   von holz trägt zur diversifizierung erneuerbarer energien bei;1.0;1_holz_holzwirtschaft_kraftwerke_rohstoffen;holz - holzwirtschaft - kraftwerke - rohstoffen - holzbau - bauen - wohnraum - unterbrechungen - risiko - ressourcen;1.0;1.0;(7.0, 0.0, 15, 3)
 energieeffizienz in industrieprozessen und logistik;1.0;1_holz_holzwirtschaft_kraftwerke_rohstoffen;holz - holzwirtschaft - kraftwerke - rohstoffen - holzbau - bauen - wohnraum - unterbrechungen - risiko - ressourcen;1.0;1.0;(7.0, 0.0, 15, 3)
die bundesregierung legt hiermit die im kl imaschutzprogramm  angekündigte konzeption  einer deutschen anpassung sstrategie das vor sie unternimmt damit auch den ersten schritt  der verpflichtung aus artikel  der klimarahme nkonvention der vereinten nationen zu entspre chen darin ist festgelegt dass die vertragsst aaten nationale und gegebenenfalls regionale pro gramme erarbeiten umsetzen und regelmäßig aktualisieren die eine angemessene anpassung an  die klimaänderungen erleichtern die vorliegende de utsche anpassungsstrategie fügt sich zudem  in die überlegungen zu einer europäischen anpassungsstrategie ein die die europäische kom mission mit ihrem grünbuch anpassung an den klimawandel in europa  optionen für maß nahmen der eu vom juni  angestoßen hat und im laufe des jahres  mit der vorlage ei nes weißbuchs konkretisieren will;5.0;5_anpassungsstrategie_deutsche_bundesregierung_deutschen;anpassungsstrategie - deutsche - bundesregierung - deutschen - anpassung - klimawandel - klimawandels - dialog - rahmen - beitrag;1.0;1.0;(7.0, 0.0, 25, 6)
                k   abb  beobachtete abweichung der globalen jah resmitteltemperatur vom mittel der referenzperiode   mit linearen trends der perioden seit   dünn gestrichelte schwarze linie  gelbe linie und  rote linie sowie polynomischer anpas sung der zeitreihe breit gestrichelte schwarze linie  datenquelle wwwmetofficegovukhadobs  sowie  dwd dargestellter zeitraum    abb  globale erwärmung an der erdoberfläche relativ zu  für die szenarien a ab und  b die schattierung kennzeichnet die bandbreite der  einzelnen modellergebnisse orange linie die konzentrationen von treibhausgas en und sulfataerosolen  wurden auf jahrwerten gehalten graue balken beste schätzung linie im balken und wahrscheinliche bandbreite ipcc  zeitraum       wie stark sich die globale durchschnittstemperatur künftig ändern könnte wenn sich das derzei tige weltweite emissionsverhalten nicht deutlich ändert und die treibhausgaskonzentration in der atmosphäre weiter steigt zeigt abbildung  diese abbildung basiert auf einer großen zahl von  modellsimulationen klimaszenarien und eine r breiten auswahl an klimamodellen danach  könnte in abhängigkeit von den gewählten annahmen die globale erwärmung bis zum ende des jahrhunderts zwischen  und  c unsicherheit zwischen  und  c betragen auch die                                                     basis der schlussfolgerungen des  sachstandsberichts sind studien und messungen bis einschließlich    ipcc  spm wg i s dt fassung               stärke und die verteilung der niederschläge könnten sich im zuge des klimawandels ändern in  höheren breiten werden die niederschläge sehr wahrscheinlich weiter zunehmen während sie ü ber den meisten subtropischen landregionen wahrscheinlich abnehmen beides entspricht den be reits heute beobachteten niederschlagsmustern;1.0;1_klimamodelle_abb_zeitraum_jahrhunderts;klimamodelle - abb - zeitraum - jahrhunderts - remo - modell - clm - folgen - wettreg - statistische;1.0;1.0;(7.0, 0.0, 25, 6)
die weltweit größte erwärmung erwarten fachleute über dem festland und in den polarregionen;1.0;1_klimamodelle_abb_zeitraum_jahrhunderts;klimamodelle - abb - zeitraum - jahrhunderts - remo - modell - clm - folgen - wettreg - statistische;1.0;1.0;(7.0, 0.0, 25, 6)
gleichzeitig verstärkt sich bei erhöhtem stress das risiko von verlusten durch schädlinge wie  z b dem borkenkäfer massenvermehrungen bestimmter schädlinge wie nonne oder maikäfer  könnten häufiger auftreten bisher unbedeute nde oder unbeachtete schädlinge zunehmen;2.0;2_bund_risiken_bevölkerungsschutz_schäden;bund - risiken - bevölkerungsschutz - schäden - maßnahmen - bevölkerung - schutz - unternehmen - katastrophenschutz - katastrophenhilfe;1.0;1.0;(7.0, 0.0, 25, 6)
 an der küste und auf den inseln sind die raumordnerischen voraussetzungen zu schaffen  um den schutz gegen zunehmende sturmflut und hochwasserrisiken auch zukünftig nach möglichkeit zu gewährleisten die anpassung an den klimawandel erfordert jedoch neben deichbau und deichsanierungsmaßnahmen auch die entwicklung neuer formen von  ins besondere auch passiven  sicherungsmaßnahmen für die inseln und küsten;0.0;0_anpassung_klimawandel_klimawandels_maßnahmen;anpassung - klimawandel - klimawandels - maßnahmen - auswirkungen - sollten - folgen - entwicklung - arten - länder;1.0;1.0;(7.0, 0.0, 25, 6)
insbesondere die umsetzung kleinklimatischer anpassungsstrategien setzt eine intensive  kooperation zwischen stadt und umland voraus s kap  und ;0.0;0_anpassung_klimawandel_klimawandels_maßnahmen;anpassung - klimawandel - klimawandels - maßnahmen - auswirkungen - sollten - folgen - entwicklung - arten - länder;1.0;1.0;(7.0, 0.0, 25, 6)
die zahlreichen naturkatastrophen der vergangenen jahre haben gezeigt wo defizite im bevölke rungsschutz liegen handlungsbedarf gibt es z b im hinblick auf informations und meldewege  kommunikation und koordination der zuständigen katastrophenschutzbehörden und operative kräfte zeitnahe eindeutige und effektive warnung und information der bevölkerung und beim gesundheitlichen bevölkerungsschutz;2.0;2_bund_risiken_bevölkerungsschutz_schäden;bund - risiken - bevölkerungsschutz - schäden - maßnahmen - bevölkerung - schutz - unternehmen - katastrophenschutz - katastrophenhilfe;1.0;1.0;(7.0, 0.0, 25, 6)
für südwestdeutschland  zeigen die beobachtungsdaten bereits für die letzten hundert jahre ei nen überdurchschnittlichen anstieg der temperaturen die ergebnisse der klimamodelle lassen  eine fortsetzung dieses trends erwarten dies ka nn insbesondere folgen für die regionale land  und forstwirtschaft haben im oberrheingraben wird sich der klimawandel den modellen zufolge  besonders mit deutlich mehr heißen tagen und nächten sowie häufigeren und länger andauernden  hitzeperioden bemerkbar machen  eine herausforderung besonders für das gesundheitswesen  kap  als folge der sich abzeichnenden verschiebung der niederschläge vom sommer in  den winter sowie einer möglichen zunahme niederschlagsreicher westwetterlagen nimmt die  hochwassergefahr im winterhalbjahr vermutlich zu;1.0;1_klimamodelle_abb_zeitraum_jahrhunderts;klimamodelle - abb - zeitraum - jahrhunderts - remo - modell - clm - folgen - wettreg - statistische;1.0;1.0;(7.0, 0.0, 25, 6)
deutschland ist ein starker partner in diesem konsortium und trägt mit der leitung des arbeits pakets connect wesentlich zur bearbeitung der schnittstelle vom wissen zum handeln bei     anpassung weltweit  der deutsche beitrag   die notwendigkeit einer anpassung an die folgen des globalen klimawandels haben die staaten  international bereits früh erkannt in den er jahren hat sich die weltweite staatengemein schaft  und damit auch deutschland  unter der klimarahmenkonvention der vereinten nationen unfccc verpflichtet maßnahmen zur anpassung an den klimawandel in angriff zu nehmen;5.0;5_anpassungsstrategie_deutsche_bundesregierung_deutschen;anpassungsstrategie - deutsche - bundesregierung - deutschen - anpassung - klimawandel - klimawandels - dialog - rahmen - beitrag;1.0;1.0;(7.0, 0.0, 25, 6)
im bundeshaushalt  sind für den geschäftsber eich des bundesministeriums für wirtschaftli che zusammenarbeit und entwicklung bmz rund  milliarden euro vorgesehen auch dadurch wird deutlich dass deutschland zu den gewichtigen partnern in der internationalen ar mutsbekämpfung zählt dies schließt die unterstützung der anpassungsbemühungen von ent wicklungspartnern mit ein im rahmen der unfccc wird anpassung zum einen durch beiträge zu den klimaspezifischen fonds der global environmental facility gef unterstützt ebenfalls  engagiert sich deutschland hier für das na irobi arbeitsprogramm zu auswirkungen vulnerabili tät und anpassung an den klimawandel dessen ziel es ist ländern zu helfen ihr verständnis über die auswirkungen des klimawandels zu verb essern zum anderen unterstützt deutschland  anpassungsbemühungen durch weitere multilaterale zusammenarbeit z b durch den strategic  climate fund der weltbank;5.0;5_anpassungsstrategie_deutsche_bundesregierung_deutschen;anpassungsstrategie - deutsche - bundesregierung - deutschen - anpassung - klimawandel - klimawandels - dialog - rahmen - beitrag;1.0;1.0;(7.0, 0.0, 25, 6)
die prognostizierten klimatischen veränderungen könnten diese effekte verstärken daraus resul tierende anhaltende verschlechterungen der lebensbedingungen könnten zu sozialen spannungen  und zur gesellschaftspolitischen destabilisierung zur politischen ggfs auch zur religiösen radi kalisierung der bevölkerung in den herkunftsstaaten beitragen in der konsequenz könnten sich  die ökonomischen politischen religiösen bzw bürgerkriegsähnlichen motive und fluchtursachen verstärken und zu einem anwachsen der migration beitragen davon betroffen könnten insbeson dere die länder entlang der bestehenden migrationsrouten in die europäische union und ihre  nachbarregionen sein studien zu den zusammenhängen zwischen klimatischen veränderungen und migration sind derzeit in arbeit  viele dieser potenziellen ursachenketten hängen von einer  rechtzeitigen anpassungsleistung und einer wirksamen armuts und fluchtursachenbekämpfung durch die herkunftsstaaten selbst ab;0.0;0_anpassung_klimawandel_klimawandels_maßnahmen;anpassung - klimawandel - klimawandels - maßnahmen - auswirkungen - sollten - folgen - entwicklung - arten - länder;1.0;1.0;(7.0, 0.0, 25, 6)
da technische systeme wie die materialwirtschaft  sozioökonomisch geprägt werden  triebkräfte sind menschliche aktivitäten präferenzen bedürfnisse und letztlich konsummuster  müssen diese bei der umsetzung einer kreislaufwirtschaft beachtung finden auch für die kreislaufwirtschaft gilt das in der umweltpolitik zentrale wirkungsschema dpsir demnach sollen triebkräfte drivers von diesen ausgelöste belastungen pressures veränderungen in der umwelt states und schließlich negative auswirkungen impacts im zusammenhang gesehen werden um auf dieser basis adaptive maßnahmen response der nach und vorsorge zu entwickeln und umzusetzen  geltungsbereich bei der betrachtung von systemen wie einzelnen  volkswirtschaften sektoren unternehmen technologien gütergruppen produkten oder materialien muss darauf geachtet werden dass es nicht zu verlagerungen von belastungen in verknüpfte ökonomische und technische systeme kommt welchen nicht rechnung getragen wird auch wenn also der betrachtungsgegenstand eines der genannten systeme innerhalb des sozioökonomischen metabolismus ist so darf sich die systemgrenze der untersuchung nicht nur auf den stoffwechsel innerhalb des systems selbst  in der ökobilanzierung und ressourceneffizienzbewertung auch als gatetogatebetrachtung bekannt  erstrecken sondern muss ebenfalls den stoffwechsel in den vor und nachgelagerten systemen betrachten dies gilt zuvorderst für den dort stattfindenden stoffaustausch mit der natürlichen umwelt durch die entnahme und gewinnung von rohstoffen sowie die freisetzung von emissionen so ist es für volkswirtschaften wie deutschland angesichts der intensiven außenhandelsverflechtungen und der importabhängigkeit von rohstoffen und zwischenprodukten nicht hinreichend eine kreislaufwirtschaft gemäß territorialprinzip im inland für die direkten stoffflüsse zu entwickeln stattdessen müssen die umweltauswirkungen der importgüter und auch der verbleib der produzierten und verwendeten güter mitsamt ihren lebenszyklusweiten effekten und entsorgungsanforderungen in einer internationalen dimension betrachtet werden und können etwa zu geänderten prioritäten bei der bewirtschaftung der abfälle im inland und der bereitstellung von rezyklaten führenauf ebene von produkten und technologien ist diese ausdehnung der systemgrenzen gleichbedeutend mit einer lebenszyklusperspektive bei der die assoziierten aufwendungen in den funktionalen bereichen extraktion und gewinnung verarbeitung design herstellung logistik nutzung und schließlich entsorgung vorbereitung zur wiederverwendung recycling sonstige verwertung oder beseitigung  berücksichtigt werden vgl abbildung   dies gilt  unabhängig vom eigentlichen ort der herstellung oder des inverkehrbringens;6.0;6_kreislaufwirtschaft_verantwortung_produkte_design;kreislaufwirtschaft - verantwortung - produkte - design - produkten - ziele - materialien - umwelt - vgl - ls;1.0;1.0;(7.0, 0.0, 25, 6)
