parameters;n_neighbors;min_dist;min_cluster;min_sample;topic_coherence;nr_topics;avg_similarity;topics
n_neighbors = 5 min_dist = 0.25 min_cluster = 10 min_sample = 2;5.0;0.25;10.0;2.0;0.2572315743077175;1.0;1.0000000000000002;1_sport_förderung_rahmenbedingungen_sportförderung
n_neighbors = 5 min_dist = 0.25 min_cluster = 15 min_sample = 3;5.0;0.25;15.0;3.0;0.37533366990252237;15.0;0.8156552637644756;"0_prüfung_evaluierung_schaffung_stärkung; 1_schulen_weiterentwicklung_hochschulen_pädagogen; 2_internationaler_eu_migration_österreichs; 3_klimaschutz_sanierung_maßnahmen_verbindliche; 4_verkehr_öffentlichen_einsatz_ausbau; 5_pflege_menschen_familien_betreuung; 6_gemeinden_gebietskörperschaften_schaffung_männern; 7_digitale_digitalisierung_unternehmen_sollen; 8_mikroplastik_kostenwahrheit_co_sollen; 9_forschung_grundlagenforschung_aws_fwf; 10_umsetzung_lebensmittel_maßnahmen_klimaschutz; 11_digitalen_plattformen_bereich_verwaltung; 12_wirtschaft_neue_wasserstoff_umsetzen; 13_bekennt_risikokapital_startups_kmus; 14_positionierung_berücksichtigung_gap_euro"
n_neighbors = 5 min_dist = 0.25 min_cluster = 20 min_sample = 5;5.0;0.25;20.0;5.0;0.37544305804123923;10.0;0.8011971720643172;"0_prüfung_evaluierung_schaffung_stärkung; 1_weiterentwicklung_schulen_pädagogen_hochschulen; 2_integration_internationaler_stärkung_migration; 3_klimaschutz_sanierung_maßnahmen_verbindliche; 4_umsetzung_ebene_wirtschaft_landwirtschaft; 5_pflege_menschen_familien_angehörige; 6_verkehr_öffentlichen_ausbau_einsatz; 7_gemeinden_kampf_schaffung_gebietskörperschaften; 8_digitale_digitalisierung_unternehmen_sollen; 9_digitalen_bereich_plattformen_verwaltung"
n_neighbors = 5 min_dist = 0.25 min_cluster = 25 min_sample = 6;5.0;0.25;25.0;6.0;0.42481045651984606;9.0;0.8028722493327812;"0_prüfung_evaluierung_schaffung_stärkung; 1_schulen_weiterentwicklung_pädagogen_hochschulen; 2_europäischen_eu_österreichs_migration; 3_umsetzung_ebene_europäischer_wirtschaft; 4_klimaschutz_bekennt_maßnahmen_sanierung; 5_pflege_menschen_angehörige_familien; 6_verkehr_öffentlichen_ausbau_einsatz; 7_digitale_digitalisierung_unternehmen_sollen; 8_schaffung_gebietskörperschaften_gemeinsame_gemeinden"
n_neighbors = 5 min_dist = 0.25 min_cluster = 30 min_sample = 7;5.0;0.25;30.0;7.0;0.3938036470951107;9.0;0.8071900613168065;"0_schulen_weiterentwicklung_pädagogen_hochschulen; 1_prüfung_evaluierung_schaffung_berücksichtigung; 2_europäischen_migration_eu_internationaler; 3_umsetzung_ebene_europäischer_wirtschaft; 4_klimaschutz_maßnahmen_sanierung_verbindliche; 5_pflege_menschen_familien_angehörige; 6_verkehr_öffentlichen_ausbau_einsatz; 7_digitale_digitalisierung_unternehmen_sollen; 8_schaffung_gebietskörperschaften_gemeinden_frauen"
n_neighbors = 7 min_dist = 0.0 min_cluster = 10 min_sample = 2;7.0;0.0;10.0;2.0;0.38092652720233217;27.0;0.7681720080740787;"0_eu_österreichs_migration_internationaler; 1_schulen_pädagogen_pädagogischen_weiterentwicklung; 2_klimaschutz_maßnahmen_öffentliche_gas; 3_evaluierung_stärkung_schaffung_prüfung; 4_pflege_familien_versorgung_kinder; 5_gemeinden_gebietskörperschaften_prüfung_schaffung; 6_umsetzung_klimaschutz_lebensmittel_erneuerbaren; 7_digitale_digitalisierung_unternehmen_bürgerinnen; 8_digitalen_digitale_plattformen_verwaltung; 9_transparenz_rechenschaftsberichts_unternehmen_euro; 10_prüfung_monate_schlepperei_maßnahmen; 11_bekennt_risikokapital_verantwortung_startups; 12_positionierung_hilfe_gap_bio; 13_gesundheit_schulen_euro_menschen; 14_hochschulen_wissenstransfer_forschung_wissenschaft; 15_mikroplastik_kostenwahrheit_co_entlastung; 16_kunst_kultur_stärken_künstler; 17_forschung_grundlagenforschung_fwf_austria; 18_mietkauf_leerstand_wohnbauförderung_instrument; 19_verkehr_bahn_mobilität_mobilitätsmasterplan; 20_ebene_europäischer_konsequentes_co; 21_tourismus_plan_masterplan_tourismusbetriebe; 22_sport_sportförderung_sports_förderung; 23_polizei_sicherheit_bedrohungen_gute; 24_schifffahrt_pkw_ab_verwendung; 25_öffentlichen_verkehr_luftfahrt_schiene; 26_wahlkommissionen_prüfung_wahlberechtigten_stimmen"
n_neighbors = 7 min_dist = 0.0 min_cluster = 15 min_sample = 3;7.0;0.0;15.0;3.0;0.37471617036100574;22.0;0.8092215282758864;"0_migration_eu_internationaler_österreichs; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_klimaschutz_maßnahmen_öffentliche_gas; 3_evaluierung_stärkung_prüfung_bekämpfung; 4_pflege_familien_versorgung_kinder; 5_verkehr_öffentlichen_einsatz_mobilität; 6_gemeinden_gebietskörperschaften_prüfung_schaffung; 7_digitale_digitalisierung_unternehmen_bürgerinnen; 8_transparenz_rechenschaftsberichts_unternehmen_wahlwerbungsausgaben; 9_umsetzung_klimaschutz_erneuerbaren_lebensmittel; 10_digitalen_digitale_plattformen_verwaltung; 11_prüfung_monate_schlepperei_verfahren; 12_bekennt_verantwortung_risikokapital_startups; 13_gesundheit_schulen_menschen_euro; 14_positionierung_hilfe_gap_bio; 15_mikroplastik_kostenwahrheit_co_entlastung; 16_hochschulen_wissenstransfer_forschung_wissenschaft; 17_kunst_kultur_stärken_künstler; 18_wasserstoff_neue_wirtschafts_wirtschaft; 19_mietkauf_leerstand_wohnbauförderung_instrument; 20_ebene_europäischer_konsequentes_co; 21_forschung_grundlagenforschung_fwf_austria"
n_neighbors = 7 min_dist = 0.0 min_cluster = 20 min_sample = 5;7.0;0.0;20.0;5.0;0.3542847962308903;9.0;0.831063972947;"0_prüfung_stärkung_schaffung_evaluierung; 1_österreichs_stärkung_eu_kunst; 2_schulen_weiterentwicklung_pädagogen_hochschulen; 3_forschung_bereich_verwaltung_europäischen; 4_klimaschutz_maßnahmen_öffentliche_sanierung; 5_pflege_familien_ausbau_kinder; 6_verkehr_öffentlichen_einsatz_ausbau; 7_digitale_digitalisierung_unternehmen_sollen; 8_umsetzung_weiterentwicklung_klimaschutz_maßnahmen"
n_neighbors = 7 min_dist = 0.0 min_cluster = 25 min_sample = 6;7.0;0.0;25.0;6.0;0.3703845440352138;10.0;0.8350170747393316;"0_prüfung_stärkung_schaffung_evaluierung; 1_schulen_weiterentwicklung_pädagogen_hochschulen; 2_migration_internationaler_eu_österreichs; 3_maßnahmen_klimaschutz_sollen_mikroplastik; 4_umsetzung_ebene_europa_maßnahmen; 5_forschung_bereich_verwaltung_europäischen; 6_pflege_familien_ausbau_kinder; 7_verkehr_öffentlichen_einsatz_ausbau; 8_österreichs_wirtschaft_positionierung_hilfe; 9_digitale_digitalisierung_unternehmen_bürgerinnen"
n_neighbors = 7 min_dist = 0.0 min_cluster = 30 min_sample = 7;7.0;0.0;30.0;7.0;0.3672401858771592;10.0;0.8430283991441564;"0_österreichs_stärkung_eu_kunst; 1_prüfung_evaluierung_stärkung_schaffung; 2_schulen_weiterentwicklung_pädagogen_hochschulen; 3_maßnahmen_klimaschutz_sollen_unternehmen; 4_bekennt_verantwortung_menschen_prüfung; 5_umsetzung_ebene_europa_maßnahmen; 6_pflege_familien_ausbau_kinder; 7_forschung_bereich_verwaltung_prüfung; 8_verkehr_öffentlichen_einsatz_ausbau; 9_digitale_digitalisierung_unternehmen_sollen"
n_neighbors = 7 min_dist = 0.1 min_cluster = 10 min_sample = 2;7.0;0.1;10.0;2.0;0.38607312809504496;29.0;0.7551057941942405;"0_pädagogen_schulen_elementarpädagogik_weiterentwicklung; 1_eu_österreichs_internationaler_bundesheer; 2_klimaschutz_maßnahmen_öffentliche_gas; 3_verkehr_öffentlichen_einsatz_mobilität; 4_pflege_familien_versorgung_kinder; 5_digitale_digitalisierung_unternehmen_bürgerinnen; 6_umsetzung_klimaschutz_lebensmittel_erneuerbaren; 7_evaluierung_schaffung_bmi_bekämpfung; 8_digitalen_digitale_plattformen_verwaltung; 9_polizei_frauen_gewalt_sicherheit; 10_prüfung_schlepperei_verfahren_möglichkeit; 11_gesundheit_schulen_euro_menschen; 12_bekennt_risikokapital_verantwortung_startups; 13_hochschulen_wissenstransfer_forschung_wissenschaft; 14_mikroplastik_entlastung_steuersystem_steuer; 15_positionierung_gap_bio_hohen; 16_transparenz_unternehmen_rechenschaftsberichts_informationen; 17_mietkauf_leerstand_wohnbauförderung_instrument; 18_migration_asyl_migrationsstrategie_asylverfahren; 19_ebene_europäischer_konsequentes_co; 20_forschung_grundlagenforschung_fwf_austria; 21_sport_sportförderung_sports_förderung; 22_tourismus_plan_masterplan_tourismusbetriebe; 23_wirtschaft_knowhow_international_standorts; 24_prüfung_gebietskörperschaften_schaffung_dienstrechts; 25_islamischen_mädchen_nichterfüllung_schulaufsicht; 26_rechtsextremismus_kampf_minderheiten_verfolgung; 27_kunst_kultur_stärken_künstler; 28_wahlkommissionen_prüfung_wahlberechtigten_stimmen"
n_neighbors = 7 min_dist = 0.1 min_cluster = 15 min_sample = 3;7.0;0.1;15.0;3.0;0.3894669578759493;16.0;0.8125069082143661;"0_prüfung_schaffung_stärkung_evaluierung; 1_eu_österreichs_europäischen_migration; 2_schulen_pädagogen_weiterentwicklung_pädagogischen; 3_klimaschutz_maßnahmen_öffentliche_gas; 4_verkehr_öffentlichen_einsatz_mobilität; 5_pflege_familien_versorgung_kinder; 6_umsetzung_klimaschutz_weiterentwicklung_erneuerbaren; 7_digitale_digitalisierung_unternehmen_sollen; 8_digitalen_plattformen_verwaltung_bereich; 9_bekennt_verantwortung_risikokapital_startups; 10_gesundheit_schulen_menschen_euro; 11_hochschulen_wissenstransfer_forschung_wissenschaft; 12_forschung_grundlagenforschung_fwf_austria; 13_mikroplastik_kostenwahrheit_co_entlastung; 14_positionierung_gap_bio_hohen; 15_mietkauf_leerstand_wohnbauförderung_instrument"
n_neighbors = 7 min_dist = 0.1 min_cluster = 20 min_sample = 5;7.0;0.1;20.0;5.0;0.35975694575024736;9.0;0.8283227498815888;"0_prüfung_stärkung_schaffung_evaluierung; 1_eu_österreichs_kunst_stärkung; 2_schulen_weiterentwicklung_pädagogen_hochschulen; 3_klimaschutz_maßnahmen_öffentliche_sanierung; 4_forschung_bereich_verwaltung_europäischen; 5_pflege_familien_ausbau_kinder; 6_verkehr_öffentlichen_einsatz_ausbau; 7_digitale_digitalisierung_unternehmen_bürgerinnen; 8_umsetzung_weiterentwicklung_klimaschutz_maßnahmen"
n_neighbors = 7 min_dist = 0.1 min_cluster = 25 min_sample = 6;7.0;0.1;25.0;6.0;0.3390818895058671;10.0;0.8325020201138826;"0_eu_österreichs_kunst_stärkung; 1_prüfung_evaluierung_stärkung_schaffung; 2_schulen_weiterentwicklung_pädagogen_hochschulen; 3_maßnahmen_klimaschutz_öffentliche_verbindliche; 4_bekennt_prüfung_verantwortung_gemeinsame; 5_forschung_bereich_verwaltung_menschen; 6_pflege_familien_ausbau_kinder; 7_verkehr_öffentlichen_einsatz_ausbau; 8_umsetzung_weiterentwicklung_klimaschutz_erneuerbaren; 9_digitale_digitalisierung_unternehmen_bürgerinnen"
n_neighbors = 7 min_dist = 0.1 min_cluster = 30 min_sample = 7;7.0;0.1;30.0;7.0;0.3335035739376007;10.0;0.8285576277795914;"0_eu_österreichs_stärkung_kunst; 1_prüfung_evaluierung_stärkung_schaffung; 2_schulen_weiterentwicklung_pädagogen_hochschulen; 3_maßnahmen_klimaschutz_öffentliche_sanierung; 4_bekennt_prüfung_gemeinden_schaffung; 5_forschung_bereich_verwaltung_menschen; 6_pflege_familien_ausbau_kinder; 7_verkehr_öffentlichen_einsatz_ausbau; 8_umsetzung_maßnahmen_klimaschutz_green; 9_digitale_digitalisierung_unternehmen_sollen"
n_neighbors = 7 min_dist = 0.25 min_cluster = 10 min_sample = 2;7.0;0.25;10.0;2.0;0.2572315743077175;1.0;1.0000000000000002;1_sport_förderung_rahmenbedingungen_sportförderung
n_neighbors = 7 min_dist = 0.25 min_cluster = 15 min_sample = 3;7.0;0.25;15.0;3.0;0.33426257313380686;14.0;0.8221992082035784;"0_schulen_weiterentwicklung_pädagogen_hochschulen; 1_migration_eu_österreichs_internationaler; 2_prüfung_stärkung_schaffung_evaluierung; 3_maßnahmen_klimaschutz_sanierung_verbindliche; 4_pflege_familien_kinder_versorgung; 5_verkehr_öffentlichen_einsatz_ausbau; 6_bereich_forschung_digitalen_open; 7_umsetzung_klimaschutz_weiterentwicklung_lebensmittel; 8_gesundheit_maßnahmen_schulen_euro; 9_digitale_digitalisierung_unternehmen_bürgerinnen; 10_transparenz_rechenschaftsberichts_wahlwerbungsausgaben_parteien; 11_prüfung_möglichkeit_schlepperei_verfahren; 12_bekennt_verantwortung_risikokapital_startups; 13_mikroplastik_kostenwahrheit_co_entlastung"
n_neighbors = 7 min_dist = 0.25 min_cluster = 20 min_sample = 5;7.0;0.25;20.0;5.0;0.4035858488198333;11.0;0.8154223048292333;"0_prüfung_stärkung_evaluierung_schaffung; 1_migration_österreichs_internationaler_europäischen; 2_schulen_pädagogen_pädagogischen_weiterentwicklung; 3_bekennt_gesellschaft_schaffung_nachhaltige; 4_verkehr_öffentlichen_einsatz_ausbau; 5_maßnahmen_klimaschutz_sanierung_twh; 6_pflege_familien_versorgung_menschen; 7_forschung_hochschulen_wissenschaft_wissenstransfer; 8_digitale_digitalisierung_unternehmen_bürgerinnen; 9_umsetzung_klimaschutz_weiterentwicklung_lebensmittel; 10_digitalen_bereich_plattformen_orf"
n_neighbors = 7 min_dist = 0.25 min_cluster = 25 min_sample = 6;7.0;0.25;25.0;6.0;0.4318569282227425;7.0;0.8272226453962485;"0_maßnahmen_klimaschutz_bekennt_ziel; 1_eu_europäischen_migration_österreichs; 2_prüfung_evaluierung_stärkung_polizei; 3_schulen_pädagogen_weiterentwicklung_pädagogischen; 4_forschung_bereich_prüfung_grundlagenforschung; 5_pflege_menschen_familien_maßnahmen; 6_verkehr_öffentlichen_einsatz_ausbau"
n_neighbors = 7 min_dist = 0.25 min_cluster = 30 min_sample = 7;7.0;0.25;30.0;7.0;0.4243126379502261;7.0;0.8310441640146512;"0_maßnahmen_bekennt_ziel_klimaschutz; 1_migration_europäischen_eu_österreichs; 2_prüfung_evaluierung_stärkung_schaffung; 3_schulen_pädagogen_weiterentwicklung_elementarpädagogik; 4_forschung_bereich_prüfung_grundlagenforschung; 5_pflege_menschen_familien_maßnahmen; 6_verkehr_öffentlichen_einsatz_ausbau"
n_neighbors = 10 min_dist = 0.0 min_cluster = 10 min_sample = 2;10.0;0.0;10.0;2.0;0.3862996142426281;26.0;0.7779406703266918;"0_integration_migration_eu_internationaler; 1_evaluierung_stärkung_polizei_schaffung; 2_klimaschutz_maßnahmen_sanierung_öffentliche; 3_verkehr_öffentlichen_einsatz_luftfahrt; 4_pädagogen_schulen_elementarpädagogik_weiterentwicklung; 5_digitale_digitalisierung_unternehmen_daten; 6_kunst_kultur_stärken_österreichs; 7_umsetzung_klimaschutz_lebensmittel_weiterentwicklung; 8_gebietskörperschaften_prüfung_gemeinden_bediensteten; 9_pflege_versorgung_angehörigen_menschen; 10_prüfung_möglichkeit_monate_schlepperei; 11_bekennt_risikokapital_verantwortung_investoren; 12_verwaltung_digitalen_plattformen_orf; 13_transparenz_rechenschaftsberichts_wahlwerbungsausgaben_informationen; 14_mikroplastik_kostenwahrheit_entlastung_co; 15_familien_kinder_kindern_kinderbetreuung; 16_hochschulen_wissenstransfer_forschung_wissenschaft; 17_forschung_grundlagenforschung_fwf_austria; 18_ebene_europäischer_konsequentes_co; 19_bereich_eltern_menschen_weiterentwicklung; 20_tourismus_plan_masterplan_tourismusbetriebe; 21_sport_sportförderung_sports_förderung; 22_islamischen_mädchen_weitere_kindern; 23_gesundheit_schulen_menschen_maßnahmen; 24_wahlkommissionen_prüfung_wahlberechtigten_stimmen; 25_männern_arbeit_kunst_frauen"
n_neighbors = 10 min_dist = 0.0 min_cluster = 15 min_sample = 3;10.0;0.0;15.0;3.0;0.38720029226333164;15.0;0.8128768246856453;"0_integration_migration_eu_internationaler; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_umsetzung_ebene_europäischer_landwirtschaft; 3_evaluierung_stärkung_polizei_prüfung; 4_prüfung_unternehmen_transparenz_informationen; 5_klimaschutz_maßnahmen_sanierung_öffentliche; 6_pflege_menschen_familien_maßnahmen; 7_verkehr_öffentlichen_einsatz_ausbau; 8_arbeit_löhne_prüfung_gemeinden; 9_digitale_digitalisierung_unternehmen_daten; 10_forschung_hochschulen_grundlagenforschung_wissenschaft; 11_kunst_kultur_stärken_kulturellen; 12_bekennt_verantwortung_risikokapital_nachhaltige; 13_verwaltung_digitalen_berücksichtigung_plattformen; 14_mikroplastik_kostenwahrheit_entlastung_co"
n_neighbors = 10 min_dist = 0.0 min_cluster = 20 min_sample = 5;10.0;0.0;20.0;5.0;0.3813673337391749;14.0;0.8158663409197487;"0_integration_migration_stärkung_internationaler; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_maßnahmen_klimaschutz_sollen_unternehmen; 3_umsetzung_ebene_europäischer_landwirtschaft; 4_evaluierung_polizei_prüfung_stärkung; 5_prüfung_transparenz_unternehmen_informationen; 6_pflege_menschen_familien_maßnahmen; 7_verkehr_öffentlichen_einsatz_ausbau; 8_digitale_digitalisierung_unternehmen_verfahren; 9_prüfung_gebietskörperschaften_schaffung_gemeinsame; 10_forschung_grundlagenforschung_hochschulen_wissenschaft; 11_kunst_kultur_stärken_kulturellen; 12_bekennt_verantwortung_nachhaltige_risikokapital; 13_digitalen_plattformen_bereich_orf"
n_neighbors = 10 min_dist = 0.0 min_cluster = 25 min_sample = 6;10.0;0.0;25.0;6.0;0.3708385723533427;13.0;0.8167828037945388;"0_integration_migration_stärkung_internationaler; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_maßnahmen_klimaschutz_unternehmen_sanierung; 3_umsetzung_ebene_europäischer_landwirtschaft; 4_prüfung_transparenz_unternehmen_informationen; 5_pflege_menschen_familien_maßnahmen; 6_evaluierung_polizei_stärkung_prüfung; 7_forschung_bereich_hochschulen_grundlagenforschung; 8_verkehr_öffentlichen_einsatz_ausbau; 9_digitale_digitalisierung_unternehmen_daten; 10_prüfung_gebietskörperschaften_schaffung_gemeinden; 11_kunst_kultur_stärken_kulturellen; 12_bekennt_verantwortung_nachhaltige_risikokapital"
n_neighbors = 10 min_dist = 0.0 min_cluster = 30 min_sample = 7;10.0;0.0;30.0;7.0;0.3585448246638067;11.0;0.8331260981412885;"0_österreichs_eu_kunst_stärkung; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_maßnahmen_klimaschutz_unternehmen_sollen; 3_bekennt_gemeinsame_gemeinden_prüfung; 4_umsetzung_ebene_europäischer_landwirtschaft; 5_pflege_menschen_familien_maßnahmen; 6_evaluierung_stärkung_polizei_prüfung; 7_prüfung_transparenz_informationen_unternehmen; 8_forschung_bereich_hochschulen_grundlagenforschung; 9_verkehr_öffentlichen_einsatz_ausbau; 10_digitale_digitalisierung_daten_verfahren"
