Document;Topic;Name;Top_n_words;Probability;Representative_document;model
 bis zum  september  und danach alle funf jahre bewertet die kommission a die vereinbarkeit von nationalen maßnahmen die auf der grundlage der gemaß der verordnung eu  vorgelegten integrierten nationalen energie und klimaplane nationalen langfristigen strategien und zweijahrlichen fortschrittsberichte ermittelt werden soweit diese fur die verwirklichung des ziels der klimaneutralitat gemaß artikel  absatz  der vorliegenden verordnung von belang sind mit diesem ziel b die vereinbarkeit der einschlagigen nationalen maßnahmen mit der sicherstellung von fortschritten bei der anpassung gemaß artikel  wobei die nationalen anpassungsstrategien gemaß artikel  absatz  berucksichtigt werden die kommission unterbreitet dem europaischen parlament und dem rat die schlussfolgerungen dieser bewertung zusammen mit dem in dem entsprechenden kalenderjahr im einklang mit artikel  der verordnung eu  erstellten bericht uber die lage der energieunion;1.0;1_gemaß_maßnahmen_zeitraum_emissionen;gemaß - maßnahmen - zeitraum - emissionen - mitgliedstaat - klimaneutralitat - folgende - vorliegenden - fassung - einschließlich;1.0;1.0;(7.0, 0.25, 25, 6)
   das inverkehrbringen von holz oder holzerzeugnissen aus illegalem einschlag ist verboten;2.0;2_holz_gemaß_marktteilnehmer_kontrollen;holz - gemaß - marktteilnehmer - kontrollen - holzerzeugnisse - holzerzeugnissen - zustandigen - sorgfaltspflichtregelung - behorden - uberwachungsorganisation;1.0;1.0;(7.0, 0.25, 25, 6)
   die in artikel  absatz  genannte sorgfaltspflichtregelung beinhaltet folgende elementeamaßnahmen und verfahren durch die zugang zu den nachstehend aufgefuhrten informationen uber die lieferung von holz und holzerzeugnissen durch den marktteilnehmer die in den verkehr gebracht werden bereitgestellt wirdbeschreibung einschließlich des handelsnamens und der produktart sowie des gangigen namens der baumart und gegebenenfalls des vollstandigen wissenschaftlichen namensland des holzeinschlags und gegebenenfallsiregion des landes in der das holz geschlagen wurde undiikonzession fur den holzeinschlagmenge ausgedruckt in volumen gewicht oder anzahl produkteinheitenname und anschrift des lieferanten des marktteilnehmersname und anschrift des handlers an den das holz und die holzerzeugnisse geliefert worden sinddokumente oder andere nachweise dafur dass dieses holz und diese holzerzeugnisse den geltenden rechtsvorschriften entsprechenbrisikobewertungsverfahren mit deren hilfe der marktteilnehmer das risiko dass holz oder holzerzeugnisse aus illegalem holzeinschlag in verkehr gebracht wird bzw werden analysieren und bewerten kanndiese verfahren tragen den unter buchstabe a genannten informationen sowie einschlagigen kriterien fur die risikobewertung wie den nachstehend aufgefuhrten rechnungzusicherung der einhaltung der geltenden rechtsvorschriften beispielsweise uber eine zertifizierung oder uber sonstige von dritten uberprufte regelungen die die einhaltung der geltenden rechtsvorschriften umfassenhaufigkeit von illegalem holzeinschlag bei spezifischen baumartenhaufigkeit von illegalem holzeinschlag oder illegalen praktiken beim holzeinschlag in dem land undoder in der region des landes in demder das holz geschlagen wurde einschließlich berucksichtigung der haufigkeit von bewaffneten konfliktenvom sicherheitsrat der vereinten nationen oder vom rat der europaischen union verhangte sanktionen fur die einfuhr oder ausfuhr von holzkomplexitat der lieferkette des holzes und der holzerzeugnissecaußer in fallen in denen die im zuge der risikobewertungsverfahren gemaß buchstabe b ermittelten risiken vernachlassigbar sind risikominderungsverfahren in form eines pakets geeigneter und verhaltnismaßiger maßnahmen und verfahren um diese risiken auf wirksame weise weitestgehend zu begrenzen dabei konnen zusatzliche informationen oder dokumente undoder eine uberprufung durch dritte verlangt werden;2.0;2_holz_gemaß_marktteilnehmer_kontrollen;holz - gemaß - marktteilnehmer - kontrollen - holzerzeugnisse - holzerzeugnissen - zustandigen - sorgfaltspflichtregelung - behorden - uberwachungsorganisation;1.0;1.0;(7.0, 0.25, 25, 6)
 einen besonderen schwerpunkt werden dabei das instrument fur technische unterstutzung  und der optimale einsatz der neuesten cybersicherheitswerkzeuge durch kmu bilden  insbesondere jene die nicht in den anwendungsbereich der uberarbeiteten nisrichtlinie fallen dazu gehoren unter anderem auch besondere tatigkeiten der digitalen innovationszentren im rahmen des programms digitales europa ziel ist es ein investitionsvolumen seitens der mitgliedstaaten zu erreichen das mit den investitionen vergleichbar ist die von der industrie im zuge einer partnerschaft getatigt werden die im rahmen des vorgeschlagenen des kompetenzzentrums fur cybersicherheit in industrie technologie und forschung und des netzes nationaler koordinierungszentren cccn gemeinsam mit den mitgliedstaaten verwaltet wird das cccn sollte mit zuarbeiten aus industrie und wissenschaft eine schlusselrolle beim aufbau der technologischen souveranitat der eu im bereich der cybersicherheit beim aufbau von kapazitaten zur sicherung sensibler infrastrukturen wie g und bei der verringerung der bei den wichtigsten technologien bestehenden abhangigkeit von anderen teilen der welt ubernehmen ;1.0;1_cybersicherheit_zusammenarbeit_rahmen_internet;cybersicherheit - zusammenarbeit - rahmen - internet - cyberraum - sicherheit - konnen - unternehmen - digitalen - bereich;1.0;1.0;(7.0, 0.25, 30, 7)
 um die fahigkeit der eu zur vorbeugung abschreckung und reaktion im hinblick auf boswillige cyberaktivitaten zu starken wird der hohe vertreter unter beteiligung der kommission im einklang mit deren zustandigkeiten einen vorschlag zur naheren definition der eucyberabschreckung vorlegen aufbauend auf den bisherigen arbeiten im rahmen des instrumentariums fur die cyberdiplomatie sollte die cyberabschreckung zum verantwortungsvollen verhalten und zur zusammenarbeit der staaten im cyberraum beitragen und besondere vorgaben zur bekampfung jener cyberangriffe enthalten die die massivsten auswirkungen haben insbesondere solche die unsere kritische infrastrukturen und demokratischen institutionen und verfahren betreffen   sowie angriffe auf lieferketten und den durch den cyberraum ermoglichten diebstahl geistigen eigentums im rahmen der cyberabschreckung sollte dargelegt werden wie die eu und die mitgliedstaaten ihre politischen wirtschaftlichen diplomatischen rechtlichen und strategischen kommunikationsmittel gegen boswillige cyberaktivitaten wirksamer einsetzen und ihre fahigkeiten zur zuordnung boswilliger cyberaktivitaten ausbauen konnen daruber hinaus wird der hohe vertreter gemeinsam mit dem rat und der kommission zusatzliche maßnahmen im rahmen des instrumentariums fur die cyberdiplomatie in betracht ziehen einschließlich der moglichkeit weiterer optionen fur restriktive maßnahmen sowie der prufung der abstimmung mit qualifizierter mehrheit uber die listenaufnahme im rahmen der horizontalen sanktionsregelung gegen cyberangriffe außerdem sollte die eu weitere anstrengungen unternehmen um die zusammenarbeit mit internationalen partnern einschließlich der nato zu starken das gemeinsame verstandnis der bedrohungslandschaft voranzubringen kooperationsmechanismen zu entwickeln und kooperative diplomatische reaktionen zu identifizieren ;1.0;1_cybersicherheit_zusammenarbeit_rahmen_internet;cybersicherheit - zusammenarbeit - rahmen - internet - cyberraum - sicherheit - konnen - unternehmen - digitalen - bereich;1.0;1.0;(7.0, 0.25, 30, 7)
 den rahmen fur die cyberabwehr uberprufen ;1.0;1_cybersicherheit_zusammenarbeit_rahmen_internet;cybersicherheit - zusammenarbeit - rahmen - internet - cyberraum - sicherheit - konnen - unternehmen - digitalen - bereich;1.0;1.0;(7.0, 0.25, 30, 7)
"
               um fur eine schadstofffreie umwelt zu sorgen wird die kommission eine nachhaltigkeitsstrategie fur chemikalien vorlegen dies wird zum besseren schutz der burgerinnen und burger und der umwelt vor gefahrlichen chemikalien beitragen und die innovation zur entwicklung sicherer und nachhaltiger alternativen fordern alle beteiligten einschließlich der industrie sollten zusammenarbeiten um einen besseren gesundheits und umweltschutz mit einer gesteigerten globalen wettbewerbsfahigkeit zu verbinden dies kann durch eine vereinfachung und starkung des rechtsrahmens erreicht werden die kommission wird prufen wie die agenturen und wissenschaftlichen gremien der eu besser genutzt werden konnen um zu einem verfahren zu gelangen bei dem ein einzelner stoff nur einmal beurteilt wird one substance  one assessment und wie fur mehr transparenz bei der priorisierung von maßnahmen zum umgang mit chemikalien gesorgt werden kann parallel dazu mussen wissenschaftliche erkenntnisse uber das risiko das von endokrinen disruptoren gefahrlichen chemikalien in produkten einschließlich eingefuhrten produkten kombinationseffekten verschiedener chemikalien und sehr persistenten chemikalien ausgeht rasch in den rechtsrahmen ubertragen werden
            ";0.0;0_maßnahmen_gemaß_zeitraum_emissionen;maßnahmen - gemaß - zeitraum - emissionen - mitgliedstaat - klimaneutralitat - folgende - einschließlich - vorliegenden - rahmen;1.0;1.0;(7.0, 0.25, 30, 7)
artikel  gegenstand und anwendungsbereich mit dieser verordnung wird ein rahmen fur die unumkehrbare schrittweise senkung der anthropogenen emissionen von treibhausgasen aus quellen und die steigerung des abbaus von treibhausgasen durch senken die im unionsrecht geregelt werden geschaffen diese verordnung gibt das verbindliche ziel vor fur die verwirklichung des in artikel  absatz  buchstabe a des ubereinkommens von paris festgelegten langfristigen temperaturziels bis zum jahr  in der union klimaneutralitat zu erreichen und schafft einen rahmen fur fortschritte bei der verwirklichung des in artikel  des ubereinkommens von paris festgelegten globalen ziels fur die anpassung außerdem wird in der vorliegenden verordnung eine verbindliche unionsvorgabe fur die senkung der nettotreibhausgasemissionen innerhalb der union fur  festgelegt diese verordnung gilt fur die anthropogenen emissionen aus quellen der in anhang v teil  der verordnung eu  aufgefuhrten treibhausgase und deren abbau durch senken;0.0;0_maßnahmen_gemaß_zeitraum_emissionen;maßnahmen - gemaß - zeitraum - emissionen - mitgliedstaat - klimaneutralitat - folgende - einschließlich - vorliegenden - rahmen;1.0;1.0;(7.0, 0.25, 30, 7)
 die kommission stutzt ihre erste und zweite bewertung gemaß den artikeln  und  auf einen indikativen linearen zielpfad der einen pfad zur verringerung der nettoemissionen auf unionsebene aufzeigt und das in artikel  absatz  genannte klimaziel der union fur  das klimaziel der union fur   sobald ein solches ziel angenommen wurde  und das ziel der klimaneutralitat gemaß artikel  absatz  miteinander verbindet;0.0;0_maßnahmen_gemaß_zeitraum_emissionen;maßnahmen - gemaß - zeitraum - emissionen - mitgliedstaat - klimaneutralitat - folgende - einschließlich - vorliegenden - rahmen;1.0;1.0;(7.0, 0.25, 30, 7)
 die verordnung eu  wird wie folgt geändert in artikel  werden folgende nummern  und  angefügt  geografisches informationssystem ein itsystem zur erfassung speicherung analyse und darstellung geografisch referenzierter informationen  geodatenbasierter antrag ein elektronisches antragsformular einschließlich einer itanwendung auf der grundlage eines geografischen informationssystems über das die begünstigten die landwirtschaftlichen parzellen des betriebs und nichtlandwirtschaftliche flächen für die zahlungen beantragt werden raumbezogen melden können artikel  buchstabe a nummer  ziffer ii erhält folgende fassung die verpflichtungen und nationalen zielvorgaben des mitgliedstaats für den nettoabbau von treibhausgasen gemäß artikel  absätze  und  der verordnung eu  und seine beiträge durch die das unionsziel gemäß artikel  absatz  der genannten verordnung verwirklicht werden soll die nettotreibhausgasemissionen bis  auf null zu reduzieren und danach negative emissionen zu erreichen artikel  wird wie folgt geändert afolgender absatz a wird eingefügt im jahr  unterzieht die kommission die von den mitgliedstaaten gemäß artikel  absatz  der vorliegenden verordnung übermittelten daten aus den nationalen inventaren einer umfassenden überprüfung um die jährlichen zielvorgaben für die reduktion der nettotreibhausgasemissionen der mitgliedstaaten gemäß artikel  absatz  der verordnung eu  und die jährlichen emissionszuweisungen der mitgliedstaaten gemäß artikel  absatz  der verordnung eu  festzulegen bin absatz  erhält der einleitende satz folgende fassung die umfassende überprüfung nach den absätzen  und a enthält cabsatz  erhält folgende fassung nach abschluss der umfassenden überprüfung gemäß absatz  bestimmt die kommission im wege von durchführungsrechtsakten die gesamtsumme der emissionen für das betreffende jahr die sich aus den für jeden mitgliedstaat vorliegenden korrigierten inventardaten ergibt aufgeschlüsselt nach den unter artikel  der verordnung eu  fallenden emissionsdaten und den in anhang v teil  buchstabe c der vorliegenden verordnung genannten emissionsdaten und bestimmt die gesamtsumme der unter artikel  der verordnung eu  fallenden emissionen und des abbaus anhang v wird gemäß anhang iii dieser verordnung geändert ;2.0;2_holz_gemaß_kontrollen_marktteilnehmer;holz - gemaß - kontrollen - marktteilnehmer - holzerzeugnisse - holzerzeugnissen - zustandigen - sorgfaltspflichtregelung - behorden - uberwachungsorganisation;1.0;1.0;(7.0, 0.25, 30, 7)
   die marktteilnehmer lassen die gebotene sorgfalt walten wenn sie holz oder holzerzeugnisse in verkehr bringen zu diesem zweck wenden sie eine regelung mit verfahren und maßnahmen nachstehend sorgfaltspflichtregelung genannt an die in artikel  genauer ausgefuhrt ist;2.0;2_holz_gemaß_kontrollen_marktteilnehmer;holz - gemaß - kontrollen - marktteilnehmer - holzerzeugnisse - holzerzeugnissen - zustandigen - sorgfaltspflichtregelung - behorden - uberwachungsorganisation;1.0;1.0;(7.0, 0.25, 30, 7)
   die unterstutzung ist so zu gewahren dass die aufgaben der zustandigen behorden nicht beeintrachtigt werden und dass ihre unabhangigkeit bei der durchsetzung dieser verordnung erhalten bleibt;2.0;2_holz_gemaß_kontrollen_marktteilnehmer;holz - gemaß - kontrollen - marktteilnehmer - holzerzeugnisse - holzerzeugnissen - zustandigen - sorgfaltspflichtregelung - behorden - uberwachungsorganisation;1.0;1.0;(7.0, 0.25, 30, 7)
 ihren wertvorstellungen entsprechend unterstutzt und fordert die eu mit nachdruck das multistakeholdermodell fur die internetgovernance keine einzelne stelle regierung oder internationale organisation sollte die kontrolle uber das internet anstreben die eu sollte weiterhin in foren  mitwirken um die zusammenarbeit zu verbessern und den schutz der grundrechte und grundfreiheiten zu gewahrleisten insbesondere in bezug auf die menschenwurde die privatsphare sowie die freie meinungsaußerung und informationsfreiheit um die zusammenarbeit der verschiedenen interessentrager in fragen der cybersicherheit voranzubringen streben die kommission und der hohe vertreter im rahmen ihrer jeweiligen zustandigkeiten an den regelmaßigen und strukturierten austausch mit den akteuren  einschließlich privatsektor wissenschaft und zivilgesellschaft  zu intensivieren wobei betont wird dass die vernetzung des cyberraums alle interessentrager dazu verpflichtet im hinblick auf einen globalen offenen stabilen und sicheren cyberraum miteinander zu kooperieren und ihrer spezifischen verantwortung fur dessen aufrechterhaltung gerecht zu werden diese anstrengungen werden wertvolle beitrage zu potenziellen zentralen maßnahmen auf euebene leisten ;1.0;1_cybersicherheit_zusammenarbeit_rahmen_internet;cybersicherheit - zusammenarbeit - rahmen - internet - cyberraum - sicherheit - konnen - unternehmen - einrichtungen - digitalen;1.0;1.0;(10.0, 0.1, 25, 6)
 den cyberdialog der eu mit drittlandern regionalen und internationalen organisationen ausweiten u a durch ein informelles eunetz fur cyberdiplomatie ;1.0;1_cybersicherheit_zusammenarbeit_rahmen_internet;cybersicherheit - zusammenarbeit - rahmen - internet - cyberraum - sicherheit - konnen - unternehmen - einrichtungen - digitalen;0.9684179014542651;1.0;(10.0, 0.1, 25, 6)
 den cyberdialog der eu mit drittlandern regionalen und internationalen organisationen ausweiten u a durch ein informelles eunetz fur cyberdiplomatie ;1.0;1_cybersicherheit_zusammenarbeit_rahmen_internet;cybersicherheit - zusammenarbeit - rahmen - internet - cyberraum - sicherheit - konnen - unternehmen - einrichtungen - digitalen;1.0;1.0;(10.0, 0.1, 25, 6)
 die entwicklung einer militarischen vision und strategie der eu fur den cyberraum als einsatzbereich fur militarische gsvpmissionen und operationen fordern ;1.0;1_cybersicherheit_zusammenarbeit_rahmen_internet;cybersicherheit - zusammenarbeit - rahmen - internet - cyberraum - sicherheit - konnen - unternehmen - einrichtungen - digitalen;1.0;1.0;(10.0, 0.1, 25, 6)
 der mit artikel  buchstabe a der verordnung eg nr  eingesetzte europaische wissenschaftliche beirat fur klimawandel im folgenden beirat dient der union aufgrund seiner unabhangigkeit und seines wissenschaftlichen und technischen fachwissens als bezugspunkt fur wissenschaftliche erkenntnisse im zusammenhang mit dem klimawandel;0.0;0_maßnahmen_gemaß_zeitraum_emissionen;maßnahmen - gemaß - zeitraum - emissionen - mitgliedstaat - einschließlich - klimaneutralitat - folgende - rahmen - verwirklichung;1.0;1.0;(10.0, 0.1, 25, 6)
